編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPWOMLTLKIMFFCQ77CA,福南段,19.62,都市：住
RPQNMLKMKIMFFBQ78CA,德安段,68.02,都市：其他
RPVOMLTLKIMFFCQ67CA,福南段,19.62,都市：住
RPPNMLMKKIMFFBQ68CA,新生段,90.25,都市：住
RPQNMLNKKIMFFCQ98CA,溪口段溪口小段,2303.00,都市：農
RPPNMLNKKIMFFCQ88CA,溪口段溪口小段,2292.00,非都市：特定農業區 ; 非都市編定：農牧用地
RPPNMLNKKIMFFCQ88CA,溪口段溪口小段,173.00,都市：農
RPRNMLMKKIMFFCQ98CA,平林段,83.98,都市：住
RPUNMLMKKIMFFCQ66CA,民文段,64.87,都市：住
RPVNMLSKKIMFFDQ47CA,北興段,80.62,都市：住
RPPNMLNLKIMFFBQ88CA,三塊厝新段,2021.80,非都市：一般農業區 ; 非都市編定：農牧用地
RPTNMLTKKIMFFDQ37CA,隆興段,29.67,都市：住
RPUNMLTKKIMFFDQ47CA,隆興段,21.54,都市：住
RPPNMLNKKIMFFDQ09DA,外溪洲段溪洲小段,193.00,都市：住
RPWNMLNKKIMFFDQ07CA,新舊埤段,7.95,非都市：特定農業區 ; 非都市編定：甲種建築用地
RPWNMLNKKIMFFDQ07CA,新舊埤段,8.91,非都市：特定農業區 ; 非都市編定：甲種建築用地
RPWNMLNKKIMFFDQ07CA,新舊埤段,106.75,非都市：特定農業區 ; 非都市編定：甲種建築用地
RPWNMLNKKIMFFDQ07CA,新舊埤段,5.20,非都市：特定農業區 ; 非都市編定：甲種建築用地
RPRNMLTKKIMFFDQ17CA,隆興段,7.96,都市：住
RPQNMLTKKIMFFDQ07CA,隆興段,20.49,都市：住
RPSNMLTKKIMFFDQ27CA,隆興段,19.11,都市：住
RPPNMLOJJHNFFCQ78CA,福南段,95.76,都市：住
RPQNMLQLKIMFFDQ96DA,嘉新段,39.46,都市：住
RPQNMLQLKIMFFDQ96DA,嘉新段,67.61,都市：住
RPUNMLNKKIMFFBQ76DA,新南段,92.23,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPRNMLPKKIMFFDQ86DA,鹿北段,37.31,都市：住
RPPNMLPKKIMFFDQ56CA,灣潭子段,20559.00,非都市：山坡地保育區 ; 非都市編定：農牧用地
RPQNMLPKKIMFFDQ66CA,三層崎段,1002.30,非都市：山坡地保育區 ; 非都市編定：林業用地
RPQNMLNJJHNFFCQ78CA,五穀王段,102.32,都市：住
RPRNMLOKKIMFFDQ66CA,龍潭段,3.52,都市：住
RPRNMLOKKIMFFDQ66CA,龍潭段,11.10,都市：住
RPRNMLOKKIMFFDQ66CA,龍潭段,161.60,都市：住
RPRNMLOKKIMFFDQ66CA,龍潭段,1.19,都市：住
RPRNMLOKKIMFFDQ66CA,龍潭段,1.30,都市：住
RPWNMLNJJHNFFCQ76CA,金興段,31.38,都市：住
RPWNMLNJJHNFFCQ76CA,金興段,69.88,都市：住
RPXNMLOKKIMFFDQ27CA,過溝段過溝小段,3.47,都市：住
RPXNMLOKKIMFFDQ27CA,過溝段過溝小段,87.00,都市：住
RPTNMLOKKIMFFDQ86CA,龍潭段,2.17,都市：住
RPTNMLOKKIMFFDQ86CA,龍潭段,6.40,都市：住
RPTNMLOKKIMFFDQ86CA,龍潭段,348.23,都市：住
RPTNMLOKKIMFFDQ86CA,龍潭段,6.84,都市：其他
RPTNMLOKKIMFFDQ86CA,龍潭段,11.76,都市：其他
RPTNMLOKKIMFFDQ86CA,龍潭段,13.10,都市：其他
RPQNMLOKKIMFFDQ56CA,龍潭段,2.88,都市：住
RPQNMLOKKIMFFDQ56CA,龍潭段,9.08,都市：住
RPQNMLOKKIMFFDQ56CA,龍潭段,132.20,都市：住
RPQNMLOKKIMFFDQ56CA,龍潭段,2.73,都市：其他
RPQNMLOKKIMFFDQ56CA,龍潭段,4.70,都市：其他
RPQNMLOKKIMFFDQ56CA,龍潭段,5.24,都市：其他
RPQOMLTLKIMFFCQ17CA,民工段,90.00,都市：住
RPOOMLTLKIMFFCQ96CA,民工段,93.00,都市：住
RPROMLTLKIMFFCQ27CA,民工段,92.00,都市：住
RPPOMLTLKIMFFCQ07CA,民工段,88.00,都市：住
RPRNMLNKKIMFFCQ66EA,平林段,22.49,都市：住
RPRNMLNKKIMFFCQ66EA,平林段,.87,都市：住
RPRNMLNKKIMFFCQ66EA,平林段,17.14,都市：住
RPRNMLNKKIMFFCQ66EA,平林段,167.12,都市：住
RPPOMLNKKIMFFBQ88CA,灣北段,184.19,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPPOMLNKKIMFFBQ88CA,灣北段,75.95,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPRNMLOKKIMFFBQ09CA,下竹圍段佳禾小段,1884.00,非都市：特定農業區 ; 非都市編定：農牧用地
RPPNMLSKKIMFFCQ76CA,大崎腳段,276.00,非都市：特定農業區 ; 非都市編定：甲種建築用地
RPPNMLSKKIMFFCQ76CA,大崎腳段,60.00,非都市：特定農業區 ; 非都市編定：甲種建築用地
RPUNMLOKKIMFFBQ76CA,德安段,98.00,都市：住
RPUNMLOKKIMFFBQ76CA,德安段,23.12,都市：住
RPPNMLNKKIMFFEQ66EA,灣北段,538.86,非都市：一般農業區 ; 非都市編定：農牧用地
RPXNMLNKKIMFFBQ96CA,嘉朴段,11.78,都市：住
