編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPRNMLSKKIMFFAX47CA,合界段,200.09,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPUNMLSKKIMFFAX77CA,山水東段,290.58,非都市：一般農業區 ; 非都市編定：農牧用地
RPRNMLOKKIMFFAX07CA,北極段,74.59,都市：商
RPRNMLOKKIMFFAX07CA,北極段,66.80,都市：商
RPSNMLSKKIMFFAX57CA,赤崁中段,66.34,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPQNMLLLKIMFFAX76CA,鼎灣新段,8.20,非都市：一般農業區 ; 非都市編定：交通用地
RPPNMLPKKIMFFAX96CA,湖西南段,263.80,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPPNMLLLKIMFFAX66CA,鼎灣新段,8.20,非都市：一般農業區 ; 非都市編定：交通用地
RPPNMLSKKIMFFAX27CA,埕西段,179.96,都市：住
RPPNMLSKKIMFFAX27CA,埕西段,32.48,都市：住
RPUNMLMLKIMFFAX27CA,鼎灣新段,1.82,非都市：一般農業區 ; 非都市編定：交通用地
RPUNMLMLKIMFFAX27CA,鼎灣新段,3.53,非都市：一般農業區 ; 非都市編定：農牧用地
RPUNMLMLKIMFFAX27CA,鼎灣新段,.70,非都市：一般農業區 ; 非都市編定：農牧用地
RPVNMLMLKIMFFAX37CA,鼎灣新段,1.82,非都市：一般農業區 ; 非都市編定：交通用地
RPVNMLMLKIMFFAX37CA,鼎灣新段,3.53,非都市：一般農業區 ; 非都市編定：農牧用地
RPVNMLMLKIMFFAX37CA,鼎灣新段,.70,非都市：一般農業區 ; 非都市編定：農牧用地
RPTNMLMLKIMFFAX17CA,鼎灣新段,1.82,非都市：一般農業區 ; 非都市編定：交通用地
RPTNMLMLKIMFFAX17CA,鼎灣新段,3.53,非都市：一般農業區 ; 非都市編定：農牧用地
RPTNMLMLKIMFFAX17CA,鼎灣新段,.70,非都市：一般農業區 ; 非都市編定：農牧用地
