編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPWNMLSKKIMFFAU87CC,四維段,60.86,都市：農
RPWNMLSKKIMFFAU87CC,四維段,2.33,都市：農
RPWNMLSKKIMFFAU87CC,四維段,.91,都市：農
RPWOMLPKKIMFFAU67CC,福安段,64.00,都市：住
RPOOMLNKKIMFFAU66CC,北濱段,6.30,都市：商
RPRNMLTKKIMFFAU57DC,自強段,109.00,都市：住
RPTOMLPKKIMFFAU37CC,北濱段,21.00,都市：其他
RPTOMLPKKIMFFAU37CC,北濱段,152.00,都市：住
RPTOMLPKKIMFFAU37CC,北濱段,3.00,都市：住
RPRNMLOKKIMFFAU96CC,碧雲段,134.00,都市：住
RPSNMLOKKIMFFAU07CC,福吉段,3596.46,非都市：特定農業區 ; 非都市編定：農牧用地
RPXNMLMKKIMFFAU37CC,裕民段,6.54,都市：住
RPWOMLMKKIMFFAU37CC,慈安段,24.93,都市：住
RPSOMLMKKIMFFAU96CC,宜安段,12.72,都市：住
