編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPVNMLPKKIMFFAG48CA,,169.09,住家用,見其他登記事項,106年5月31日,一層,一層
RPPOMLMKKIMFFAG67CA,41,95.64,住家用,鋼筋混凝土加強磚造,65年7月19日,二層,一層 二層
RPSOMLTKKIMFFAG68CA,36,84.30,住家用,鋼筋混凝土造,71年2月27日,五層,二層
RPQNMLOKKIMFFAG87CA,43,92.60,住家用,鋼筋混凝土加強磚造,63年7月1日,二層,一層 二層
RPVNMLPJJHNFFAG28CA,,193.64,住家用,鋼筋混凝土造,106年9月18日,三層,一層 二層 三層
RPQOMLTLKIMFFAG58CA,47,332.76,住商用,見其他登記事項,60年2月2日,三層,一層 二層 三層 騎樓
RPOPMLSKKIMFFBG38CA,24,76.92,住家用,鋼筋混凝土造,83年3月3日,七層,五層
RPOPMLSKKIMFFBG38CA,24,13.01,共有部份,鋼筋混凝土造,83年3月3日,七層,
RPOOMLKLKIMFFBG57CA,,95.47,見其他登記事項,鋼筋混凝土造,106年6月3日,十二層,八層
RPOOMLKLKIMFFBG57CA,,20.38,見其他登記事項,鋼筋混凝土造,106年6月3日,十二層,
RPOOMLKLKIMFFBG57CA,,78.20,見其他登記事項,鋼筋混凝土造,106年6月3日,十二層,
RPPPMLNKKIMFFAG08EA,49,99.33,住家用,鋼筋混凝土加強磚造,58年1月10日,二層,一層 二層
RPSNMLKLKIMFFBG87CA,7,109.16,見其他登記事項,鋼筋混凝土造,100年4月14日,七層,四層
RPSNMLKLKIMFFBG87CA,7,71.74,見其他登記事項,鋼筋混凝土造,100年4月14日,七層,
RPVNMLLLKIMFFBG28CA,20,34.55,住家用,鋼筋混凝土造,87年4月2日,七層,二層
RPVNMLLLKIMFFBG28CA,20,15.73,共有部份,鋼筋混凝土造,87年4月2日,七層,
RPSOMLKKJHNFFBG77CA,,38.52,見其他登記事項,鋼筋混凝土造,106年7月24日,五層,四層
RPSOMLKKJHNFFBG77CA,,15.97,見其他登記事項,鋼筋混凝土造,106年7月24日,五層,
RPTOMLOKKIMFFAG48EA,22,101.39,住家用,鋼筋混凝土造,84年11月28日,十二層,六層
RPTOMLOKKIMFFAG48EA,22,12.55,見其他登記事項,鋼筋混凝土造,84年11月28日,十二層,
RPTOMLOKKIMFFAG48EA,22,4.59,見其他登記事項,鋼筋混凝土造,84年11月28日,十二層,
RPUNMLNKKIMFFBG28CA,6,37.94,住家用,鋼筋混凝土造,100年9月19日,十三層,六層
RPUNMLNKKIMFFBG28CA,6,23.49,見其他登記事項,鋼筋混凝土造,100年9月19日,十三層,
RPUNMLNKKIMFFBG28CA,6,5.45,見其他登記事項,鋼筋混凝土造,100年9月19日,十三層,
RPSNMLOKKIMFFAG08CA,36,109.72,住家用,鋼筋混凝土加強磚造,70年7月20日,二層,一層 二層
RPVNMLNLKIMFFAG38CA,22,272.91,見其他登記事項,鋼筋混凝土造,84年5月24日,五層,一層 地下一層
RPVNMLNLKIMFFAG38CA,22,77.17,見其他登記事項,鋼筋混凝土造,84年5月24日,十二層,
RPVNMLNLKIMFFAG38CA,22,2.95,見其他登記事項,鋼筋混凝土造,84年5月24日,十二層,
RPVNMLNLKIMFFAG38CA,22,2.95,見其他登記事項,鋼筋混凝土造,84年5月24日,十二層,
RPOOMLTKKIMFFBG38CA,1,328.18,見其他登記事項,鋼筋混凝土造,105年11月9日,三層,一層 二層 三層 地下一層 見其他登記事項
