鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
林口區,房地(土地+建物),新北市林口區文化二路一段211~240號,30.93,住,,,1061127,土地1建物1車位0,一層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0881116,114.97,0,0,0,無,有,無,32000,278,,0.0,0,,RPPPMLLKKIMFFBF87CC
淡水區,房地(土地+建物),新北市淡水區淡金路二段121~150號,11.65,住,,,1061210,土地1建物1車位0,十二層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970917,74.7,2,2,1,有,有,有,15800,212,,0.0,0,,RPVNMLLKKIMFFEF58CC
中和區,建物,新北市中和區中和路271~300號,0.0,商,,,1061116,土地0建物2車位0,一層,17,店面(店鋪),住家用,鋼筋混凝土造,0800605,244.92000000000002,0,0,0,無,無,無,145000,592,,0.0,0,1+2樓,RPQOMLLKKIMFFHF48CC
中和區,建物,新北市中和區連城路91~120號,0.0,工,,,1061120,土地0建物1車位0,二層,3,廠辦,工業用,加強磚造,0610821,1322.0,0,0,0,無,無,無,220000,166,,0.0,0,非整層出租，僅出租部份面積約400坪,RPUOMLLKKIMFFHF88CC
中和區,建物,新北市中和區連城路211~240號,0.0,工,,,1061129,土地0建物1車位0,五層,6,廠辦,見其他登記事項,鋼筋混凝土造,0941117,360.68,0,0,0,無,無,無,70000,194,,0.0,0,,RPVOMLLKKIMFFHF98CC
三峽區,土地,隆恩段151~180地號,510.92,農,,,1061110,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,80000,157,,0.0,0,含地上未登記建物一併承租作為倉庫使用,RPPNMLLKKIMFFIF38CC
板橋區,房地(土地+建物),新北市板橋區長江路三段1~30號,21.36,住,,,1061110,土地1建物1車位0,一層,14,店面(店鋪),商業用,鋼筋混凝土造,,114.03,2,2,2,有,有,無,40868,358,,0.0,0,,RPOPMLLKKIMFFAF87EC
土城區,土地,員和段421~450地號,673.73,工,,,1061013,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,70000,104,,0.0,0,,RPPPMLLKKIMFFAF97EC
板橋區,房地(土地+建物),新北市板橋區中山路二段181~210號,49.5,住,,,1061114,土地1建物1車位0,一層,2,店面(店鋪),住家用,加強磚造,0570515,77.07,0,0,0,無,無,無,123000,1596,,0.0,0,,RPSPMLLKKIMFFAF28EC
三重區,建物,新北市三重區重新路四段241~270號,0.0,商,,,1061127,土地0建物1車位0,一層,12,倉庫,商業用,鋼筋混凝土造,0980930,43.63,0,0,0,無,有,有,13500,,,0.0,0,,RPQNMLMKKIMFFGF38CC
三重區,建物,新北市三重區重新路三段181~210號,0.0,商,,,1061208,土地0建物0車位0,全,5,透天厝,住家用,鋼筋混凝土造,0650524,248.88,6,4,4,有,無,無,55000,221,,0.0,0,,RPUNMLMKKIMFFGF78CC
蘆洲區,建物,新北市蘆洲區三民路361~390號,0.0,其他,,,1061126,土地0建物1車位1,十七層,22,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040409,100.3,2,1,1,有,有,有,23000,229,坡道平面,26.99,0,,RPWNMLMKKIMFFGF98CC
中和區,建物,新北市中和區景平路91~120號,0.0,住,,,1061115,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0651229,74.83,2,2,1,有,無,無,11000,147,,0.0,0,,RPTOMLMKKIMFFHF88CC
永和區,建物,新北市永和區中山路一段31~60號,0.0,商,,,1061124,土地0建物1車位0,十層,15,套房(1房1廳1衛),見其他登記事項,見其他登記事項,0990910,58.22,1,1,1,有,有,無,18000,309,,0.0,0,,RPUOMLMKKIMFFHF98CC
中和區,建物,新北市中和區中和路331~360號,0.0,商,,,1061116,土地0建物1車位0,八層,11,辦公商業大樓,商業用,鋼筋混凝土造,0800305,72.79,0,0,0,無,有,無,20000,275,,0.0,0,分租本戶其三分之一面積。,RPWOMLMKKIMFFHF56CC
中和區,建物,新北市中和區中和路331~360號,0.0,商,,,1061116,土地0建物1車位0,八層,11,辦公商業大樓,商業用,鋼筋混凝土造,0800305,145.56,0,0,0,無,有,無,36000,247,,0.0,0,分租本戶其三分之二空間。,RPXOMLMKKIMFFHF66CC
淡水區,建物,新北市淡水區中正東路二段1~30號,0.0,工,,,1061123,土地0建物1車位1,二十四層,31,廠辦,見其他登記事項,鋼骨鋼筋混凝土造,0890418,369.14,0,0,0,無,有,無,56760,154,坡道平面,0.0,0,,RPWNMLMKKIMFFEF78CC
板橋區,房地(土地+建物),新北市板橋區板橋區貴興路91~120號,241.75,住,,,1061212,土地1建物3車位0,一層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0841018,587.36,0,0,0,無,無,無,100000,170,,0.0,0,,RPTPMLMKKIMFFAF28CC
板橋區,建物,新北市板橋區英士路31~60號,0.0,商,,,1061115,土地0建物2車位0,見其他登記事項,14,店面(店鋪),見其他登記事項,鋼筋混凝土造,0880603,2271.19,0,0,0,無,有,無,294000,129,,0.0,0,前2.5個月為免租金裝潢期。租金調整:第1-2年每月294,000，第3-4年每月302,820，第5-6年每月311,905，第7-8年每月321,262，第9-10年每月330,900，第11-12年每月340,827。,RPQRMLMKKIMFFAF18CC
新莊區,建物,新北市新莊區中正路691~720號,0.0,其他,,,1061201,土地0建物1車位1,一層,14,其他,見其他登記事項,鋼筋混凝土造,0980929,248.01,4,2,2,有,有,有,42000,169,坡道平面,28.26,0,,RPPQMLMKKIMFFBF08CC
新莊區,房地(土地+建物),新北市新莊區中原路181~210號,5.14,住,,,1061107,土地1建物1車位0,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970527,56.01,1,1,1,有,有,有,15100,270,,0.0,0,,RPWQMLMKKIMFFBF78CC
新莊區,房地(土地+建物),新北市新莊區中正路91~120號,22.52,住,,,1061025,土地1建物1車位0,見其他登記事項,18,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021115,166.6,0,0,2,有,有,無,57000,342,,0.0,0,租金含租賃所得稅+二代健保C1FB10611010048,RPORMLMKKIMFFBF08CC
