編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPUNMLMKKIMFFAG08CA,香和段,21.58,都市：住
RPUNMLMKKIMFFAG08CA,香和段,2.58,都市：住
RPQPMLNKKIMFFAG97CA,福和段,3000.00,非都市：特定農業區 ; 非都市編定：農牧用地
RPQPMLNKKIMFFAG97CA,福和段,3000.00,非都市：特定農業區 ; 非都市編定：農牧用地
RPQPMLNKKIMFFAG97CA,福和段,5028.86,非都市：特定農業區 ; 非都市編定：農牧用地
RPVNMLPKKIMFFAG48CA,龍德段,264.00,非都市：工業區 ; 非都市編定：丁種建築用地
RPPOMLMKKIMFFAG67CA,蘇聖段,75.89,都市：住
RPQNMLPLKIMFFAG08CA,義成八段,138.35,都市：農
RPQNMLPLKIMFFAG08CA,義成八段,325.55,都市：農
RPQNMLPLKIMFFAG08CA,義成八段,63.12,非都市：特定農業區 ; 非都市編定：甲種建築用地
RPSNMLPLKIMFFAG28CA,義成八段,356.16,都市：農
RPSNMLPLKIMFFAG28CA,義成八段,506.30,都市：農
RPSNMLPLKIMFFAG28CA,義成八段,437.03,都市：農
RPRNMLTKKIMFFAG48CA,保安段,113.58,都市：住
RPRNMLTKKIMFFAG48CA,保安段,.48,都市：住
RPVOMLPKKIMFFAG58CA,慶安段,10.18,都市：其他
RPVOMLPKKIMFFAG58CA,慶安段,.22,都市：其他
RPVOMLPKKIMFFAG58CA,慶安段,10.51,都市：其他
RPVOMLPKKIMFFAG58CA,慶安段,54.02,都市：住
RPVOMLPKKIMFFAG58CA,慶安段,.02,都市：其他
RPVOMLPKKIMFFAG58CA,慶安段,64.07,都市：住
RPVOMLPKKIMFFAG58CA,慶安段,10.39,都市：其他
RPVOMLPKKIMFFAG58CA,慶安段,.84,都市：其他
RPVOMLPKKIMFFAG58CA,慶安段,3.33,都市：其他
RPVOMLPKKIMFFAG58CA,慶安段,5.93,都市：其他
RPVOMLPKKIMFFAG58CA,慶安段,128.12,都市：住
RPVOMLPKKIMFFAG58CA,慶安段,23.33,都市：其他
RPVOMLPKKIMFFAG58CA,慶安段,6.67,都市：其他
RPVOMLPKKIMFFAG58CA,慶安段,11.88,都市：其他
RPVOMLPKKIMFFAG58CA,慶安段,73.66,都市：住
RPVOMLPKKIMFFAG58CA,慶安段,13.42,都市：其他
RPVOMLPKKIMFFAG58CA,慶安段,3.83,都市：其他
RPVOMLPKKIMFFAG58CA,慶安段,6.84,都市：其他
RPSOMLTKKIMFFAG68CA,興東段,24.00,都市：住
RPQNMLOKKIMFFAG87CA,中原段,81.31,都市：住
RPXNMLRLKIMFFAG98CA,南安段,55.00,都市：住
RPTOMLSKKIMFFBG78CA,宜商段,44.75,都市：商
RPRQMLLKKIMFFBG08CA,頭圍一段,35.81,都市：其他
RPVNMLPJJHNFFAG28CA,北富段,88.00,非都市：特定農業區 ; 非都市編定：甲種建築用地
RPVNMLPJJHNFFAG28CA,北富段,1.00,非都市：特定農業區 ; 非都市編定：甲種建築用地
RPVNMLPJJHNFFAG28CA,北富段,16.00,非都市：特定農業區 ; 非都市編定：甲種建築用地
RPUOMLSKKIMFFBG88CA,宜商段,44.76,都市：商
RPVOMLSKKIMFFBG98CA,宜商段,44.77,都市：商
RPQOMLTLKIMFFAG58CA,南昌段,134.00,都市：商
