鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
三星鄉,房地(土地+建物),宜蘭縣三星鄉安農二路233巷10弄1~30號,133.18,,特定農業區,甲種建築用地,1061025,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0831105,205.82,4,2,3,有,無,7000000,34010,,0.0,0,,RPWNMLNKJIMFFAG28CA
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉冬山路五段209巷30弄1~30號,163.78,其他,,,1061018,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0630625,97.5,3,2,2,有,無,6000000,61538,,0.0,0,,RPPNMLOKJIMFFAG67CA
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮光武街121~150號,33.5,住,,,1061016,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701230,103.82,3,2,2,有,無,5700000,54903,,0.0,0,,RPSNMLOKJIMFFAG97CA
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮河濱路460巷1~30號,119.67,,特定農業區,甲種建築用地,1061102,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0830909,159.78,3,2,2,有,無,7200000,45062,,0.0,0,,RPOOMLRKJIMFFAG97CA
羅東鎮,房地(土地+建物)+車位,宜蘭縣羅東鎮天津路1~30號,23.4,商,,,1061025,土地1建物1車位1,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850210,126.62,3,2,2,有,無,6300000,49755,一樓平面,0.0,0,,RPROMLRKJIMFFAG28CA
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮和平路61~90號,49.0,商,,,1061103,土地2建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,0610131,47.58,4,1,4,有,無,6860000,144178,,0.0,0,壹樓空地及頂樓有增建。,RPSOMLRKJIMFFAG38CA
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮復興路二段100巷1~30號,85.0,,鄉村區,乙種建築用地,1060930,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,,92.92,7,2,3,有,無,5800000,62419,,0.0,0,1、2樓加建28.4平方公尺、3樓加建64.4平方公尺。,RPPNMLKLJIMFFAG37CA
五結鄉,房地(土地+建物),宜蘭縣五結鄉五結中路二段96巷1~30號,142.62,農,,,1061012,土地5建物1車位0,全,三層,透天厝,住家用,見其他登記事項,1060327,239.91,4,2,4,有,無,13300000,55437,,0.0,0,,RPRNMLKLJIMFFAG57CA
五結鄉,房地(土地+建物),宜蘭縣五結鄉五結中路二段96巷1~30號,140.62,農,,,1061015,土地4建物1車位0,全,三層,透天厝,住家用,見其他登記事項,1060327,239.91,4,2,4,有,無,13100000,54604,,0.0,0,,RPSNMLKLJIMFFAG67CA
五結鄉,房地(土地+建物)+車位,宜蘭縣五結鄉五結中路三段571~600號,41.32,住,,,1061103,土地2建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1060705,169.66,3,2,2,有,有,9240000,57426,坡道平面,26.17,1000000,,RPOOMLTLJIMFFAG28CA
礁溪鄉,土地,朝陽段361~390地號,2010.0,,一般農業區,農牧用地,1061012,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3300000,1642,,0.0,0,,RPQNMLPKJIMFFBG97CA
員山鄉,土地,內湖一段661~690地號,2693.32,,特定農業區,農牧用地,1060831,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11500000,4270,,0.0,0,,RPQOMLPKJIMFFBG08CA
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市縣政一街1~30號,29.22,住,,,1061025,土地1建物1車位1,四層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1060724,155.07999999999998,2,1,1,有,有,9750000,77129,坡道平面,42.93,1100000,,RPSOMLRKJIMFFBG48CA
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉大忠路181~210號,6.77,住,,,1061106,土地1建物1車位0,五層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0880709,42.97,1,1,1,有,有,2480000,57715,,0.0,0,,RPQPMLRKJIMFFBG38CA
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉德陽路211~240號,10.94,住,,,1061017,土地1建物1車位0,三層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840601,58.89,1,1,1,有,有,3600000,61131,,0.0,0,,RPTNMLKLJIMFFBG87CA
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市樹人路61~90號,44.19,住,,,1060709,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060603,234.26,4,2,3,有,有,13000000,65913,坡道平面,52.96,1050000,,RPPPMLLLJIMFFBG77CA
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市樹人路61~90號,35.54,住,,,1060903,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060603,200.25,3,2,2,有,有,11530000,71152,坡道平面,52.96,1050000,,RPQPMLLLJIMFFBG87CA
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市樹人路61~90號,34.58,住,,,1060903,土地1建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060603,198.26,3,2,2,有,有,11150000,69511,坡道平面,52.96,1050000,,RPRPMLLLJIMFFBG97CA
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市樹人路61~90號,35.54,住,,,1060903,土地1建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060603,200.25,3,2,2,有,有,11750000,72646,坡道平面,52.96,1050000,,RPXOMLLLJIMFFBG48CA
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市泰山路511~540號,88.0,住,,,1061030,土地1建物1車位0,一層，二層，三層，騎樓，見其他登記事項,三層,店面(店鋪),見其他登記事項,鋼筋混凝土造,1030718,212.53,4,2,5,有,無,17000000,79989,,0.0,0,,RPQOMLNLJIMFFBG97CA
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉龍泉路148巷1~30號,99.07,農,,,1061027,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0700127,94.72,3,2,3,有,無,5500000,58066,,0.0,0,,RPQNMLRLJIMFFBG28CA
員山鄉,土地,水源段391~420地號,1035.5,,特定農業區,甲種建築用地,1060920,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,17855250,17243,,0.0,0,,RPQNMLOJKIMFFBG87CA
員山鄉,土地,水源段391~420地號,123.15,,特定農業區,農牧用地,1060920,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,558750,4537,,0.0,0,,RPRNMLOJKIMFFBG97CA
