鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
北屯區,房地(土地+建物),臺中市北屯區旱溪東路三段31~60號,140.6,住,,,1061012,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0940908,236.45,4,2,3,有,無,有,40000,169,,0.0,0,,RPOOMLLKJIMFFBB17CC
北屯區,房地(土地+建物),臺中市北屯區文心路四段481~510號,9.89,住,,,1061030,土地1建物1車位0,十九層,22,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040423,132.26,3,2,2,有,有,有,30000,227,,0.0,0,起租日:106/11/20租金總額含稅。,RPQQMLNKJIMFFBB77CC
北屯區,房地(土地+建物),臺中市北屯區文心路四段481~510號,9.18,住,,,1061101,土地1建物1車位0,二十層,22,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040423,121.15,3,2,2,有,有,有,30000,248,,0.0,0,起租日:106/11/20租金總額含稅。,RPSQMLNKJIMFFBB97CC
西區,房地(土地+建物),臺中市西區忠明南路91~120號,13.07,住,,,1061102,土地1建物1車位0,八層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0951222,130.24,3,2,2,有,有,有,36000,276,,0.0,0,起租日:106/12/10租金總額含稅。,RPTNMLNKJIMFFAB67CC
西區,房地(土地+建物),臺中市西區忠明南路91~120號,14.9,住,,,1061113,土地1建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0951222,138.3,3,2,2,有,有,有,36000,260,,0.0,0,起租日:106/12/10租金總額含稅。,RPUNMLNKJIMFFAB77CC
清水區,房地(土地+建物),臺中市清水區臨港路五段182巷2弄1~30號,71.0,住,,,1061021,土地2建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,0740530,213.89,0,0,0,無,無,有,10000,47,,0.0,0,,RPOOMLNKJIMFFFB77CC
梧棲區,房地(土地+建物),臺中市梧棲區長春路252巷31~60號,82.0,住,,,1061112,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0830810,152.51,4,2,3,有,無,無,11000,72,,0.0,0,,RPPOMLNKJIMFFFB87CC
清水區,土地,武秀段871~900地號,741.0,住,,,1061109,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,25000,34,,0.0,0,,RPUOMLNKJIMFFFB38CC
大雅區,房地(土地+建物),臺中市大雅區神林南路541~570號,107.0,住,,,1061031,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0950320,226.67,4,2,3,有,無,無,20000,88,,0.0,0,,RPQNMLOKJIMFFHB18CC
大雅區,房地(土地+建物),臺中市大雅區神林南路541~570號,118.0,住,,,1061031,土地2建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0950320,230.58,4,2,3,有,無,無,20000,87,,0.0,0,,RPRNMLOKJIMFFHB28CC
南區,房地(土地+建物),臺中市南區工學北路61~90號,1.83,商,,,1061111,土地1建物1車位0,六層,18,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0850506,30.24,1,0,1,有,有,有,5500,182,,0.0,0,,RPWNMLOKJIMFFAB08CC
西區,建物,臺中市西區美村路一段571~600號,0.0,住,,,1061025,土地0建物1車位0,一層,13,店面(店鋪),見其他登記事項,鋼筋混凝土造,0850628,315.4,0,0,1,有,有,無,56000,178,,0.0,0,租賃層次為:1~2樓店鋪,RPVOMLOKJIMFFAB08CC
南區,房地(土地+建物)+車位,臺中市南區高工路301~330號,25.02,住,,,1061016,土地2建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060125,154.01,3,2,2,有,有,有,25300,164,坡道平面,29.0,0,,RPOPMLOKJIMFFAB47CC
西區,房地(土地+建物),臺中市西區忠明南路91~120號,21.76,住,,,1061016,土地1建物1車位0,二層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0951222,139.99,4,2,2,有,無,有,34300,245,,0.0,0,含租賃稅3430元二代健保655元,每個月扣除稅金出租方代收代付管理費5700元共匯款35915元給出租方,RPWPMLOKJIMFFAB28CC
北屯區,房地(土地+建物),臺中市北屯區柳陽西街92巷1~30號,5.29,住,,,1061027,土地1建物1車位0,一層,16,店面(店鋪),商業用,鋼筋混凝土造,0840814,40.22,0,1,1,有,有,有,17000,423,,0.0,0,,RPSOMLOKJIMFFBB87CC
北屯區,房地(土地+建物),臺中市北屯區昌平路一段211~240號,136.0,住,,,1061113,土地1建物1車位0,全,5,透天厝,住家用,鋼筋混凝土造,0720924,45.43,2,1,1,有,無,有,13500,297,,0.0,0,僅承租5樓部份面積.(電梯安裝好之前, 租金為＄13,000/月),RPTOMLOKJIMFFBB97CC
南屯區,房地(土地+建物)+車位,臺中市南屯區文心南三路541~570號,26.34,商,,,1061015,土地1建物1車位2,十一層,21,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051203,266.51,4,2,2,有,有,有,35000,131,坡道平面,64.34,0,,RPVOMLOKJIMFFCB28CC
西屯區,建物,臺中市西屯區皇城街1~30號,0.0,住,,,1061101,土地0建物1車位1,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961226,211.26,4,2,2,有,有,無,20000,95,坡道平面,0.0,0,,RPOOMLPKJIMFFCB67CC
北屯區,房地(土地+建物),臺中市北屯區遼陽四街31~60號,100.0,商,,,1061110,土地1建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,0710226,100.0,1,1,1,有,無,有,18000,180,,0.0,0,,RPPSMLPKJIMFFBB08CC
北區,房地(土地+建物)+車位,臺中市北區興進路241~270號,4.68,商,,,1061017,土地1建物1車位1,十六層,28,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050717,175.10000000000002,3,2,2,有,有,有,30000,171,坡道平面,34.09,0,租金含管理費,RPTTMLPKJIMFFBB58CC
西區,建物,臺中市西區明禮街1~30號,0.0,住,,,1061108,土地0建物4車位0,全,4,透天厝,商業用,鋼筋混凝土造,0670225,198.66,4,2,5,有,無,無,28000,141,,0.0,0,,RPRNMLPKJIMFFAB67CC
南區,房地(土地+建物),臺中市南區工學北路61~90號,1.65,商,,,1061110,土地1建物1車位0,十層,18,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0850506,28.490000000000002,1,0,1,有,有,有,5700,200,,0.0,0,,RPTNMLPKJIMFFAB87CC
南區,房地(土地+建物),臺中市南區工學北路61~90號,1.76,商,,,1061110,土地1建物1車位0,十三層,18,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0850506,29.15,1,0,1,有,有,有,5000,172,,0.0,0,,RPUNMLPKJIMFFAB97CC
西區,建物,臺中市西區大業路1~30號,0.0,住,,,1061030,土地0建物1車位0,六層,12,套房(1房1廳1衛),住家用,鋼筋混凝土造,0830625,36.83,1,1,1,有,有,有,7800,212,,0.0,0,,RPTOMLPKJIMFFAB97CC
東區,房地(土地+建物),臺中市東區進化路181~210號,75.0,其他,,,1061025,土地1建物1車位0,見其他登記事項,3,店面(店鋪),商業用,見其他登記事項,,150.6,4,2,3,有,無,無,31000,206,,0.0,0,,RPUOMLPKJIMFFAB08CC
西區,房地(土地+建物)+車位,臺中市西區臺中市西區忠明南路121~150號,35.33,住,,,1061005,土地1建物1車位3,五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871030,298.66,5,3,4,有,有,有,55000,184,坡道平面,0.0,0,,RPQPMLPKJIMFFAB77CC
西區,房地(土地+建物)+車位,臺中市西區華美街121~150號,20.9,住,,,1061017,土地1建物1車位1,四層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0840328,145.0,4,2,2,有,有,有,30000,207,坡道平面,0.0,0,租金含管理費,RPTPMLPKJIMFFAB08CC
大里區,房地(土地+建物)+車位,臺中市大里區公園街421巷31~60號,16.43,住,,,1061018,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060307,131.05,3,2,2,有,有,有,30000,229,坡道機械,18.55,0,,RPXNMLPKJIMFFIB56DC
大里區,房地(土地+建物),臺中市大里區中湖路181~210號,56.46,住,,,1061026,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0940629,206.53,6,3,4,有,無,有,19000,92,,0.0,0,,RPOOMLPKJIMFFIB38DC
南區,房地(土地+建物)+車位,臺中市南區文心南路931~960號,16.84,住,,,1061017,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051212,167.83,3,2,2,有,有,有,23000,137,坡道平面,33.4,0,租金含管理費。,RPWNMLQKJIMFFAB28CC
南區,房地(土地+建物)+車位,臺中市南區文心南十路211~240號,5.28,住,,,1061018,土地1建物1車位1,二十九層,32,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0950622,122.04,3,2,2,有,有,有,18000,147,坡道機械,7.29,0,租金含管理費,RPSOMLQKJIMFFAB97CC
北區,建物,臺中市北區陝西二街1~30號,0.0,住,,,1061017,土地0建物1車位0,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800104,149.89,3,2,2,有,有,有,14500,97,,0.0,0,,RPVOMLQKJIMFFBB38CC
南屯區,房地(土地+建物)+車位,臺中市南屯區文心南三路541~570號,26.34,商,,,1061020,土地1建物1車位2,九層,21,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051203,263.09,4,2,2,有,有,有,35000,133,坡道平面,60.92,0,,RPSNMLQKJIMFFCB08CC
南屯區,房地(土地+建物)+車位,臺中市南屯區文心南三路541~570號,24.08,商,,,1061021,土地1建物1車位2,十二層,21,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051203,244.41,4,2,2,有,有,有,37000,151,坡道平面,60.92,0,,RPTNMLQKJIMFFCB18CC
南屯區,房地(土地+建物),臺中市南屯區文心南路241~270號,29.64,住,,,1061106,土地1建物1車位0,見其他登記事項,3,店面(店鋪),住商用,鋼筋混凝土造,0841028,152.83,0,0,0,無,有,無,26000,170,,0.0,0,,RPVNMLRKJIMFFCB48CC
南屯區,土地,永新段151~180地號,1353.02,住,,,1061103,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,108087,80,,0.0,0,租金107年8月1日至109年10月31日每月122700元整含稅實際支付扣除租賃所得二代健108087元整109年11月1日至112年10月31日每月143150元整含稅實際支付扣除租賃所得二代健保126101元整112年11月1日至118年10月31日每月163600元整含稅實際支付扣除租賃所得二代健保144115元整,RPOQMLRKJIMFFCB08CC
西屯區,房地(土地+建物)+車位,臺中市西屯區市政北七路181~210號,12.94,其他,,,1060921,土地1建物1車位1,十一層,28,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1060321,226.81,0,0,0,無,有,無,57818,255,坡道平面,15.2,0,,RPPRMLRKJIMFFCB28CC
北屯區,建物,臺中市北屯區北平路四段91~120號,0.0,住,,,1061029,土地0建物1車位1,見其他登記事項,7,店面(店鋪),住商用,鋼筋混凝土造,0821018,163.46,2,2,3,有,有,有,18000,110,升降機械,0.0,0,,RPQOMLRKJIMFFBB97CC
北屯區,房地(土地+建物),臺中市北屯區昌平路一段211~240號,41.14,住,,,1061114,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0720924,72.62,3,2,2,有,無,有,17500,241,,0.0,0,僅承租2樓部份面積.(租金含網路費、第四台、 水費),RPTOMLRKJIMFFBB28CC
北屯區,房地(土地+建物),臺中市北屯區昌平路一段211~240號,136.0,住,,,1061114,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0720924,45.43,2,1,1,有,無,有,13500,297,,0.0,0,僅承租5樓部份面積.(租金含水費、網路、第四台),RPVOMLRKJIMFFBB48CC
北屯區,房地(土地+建物),臺中市北屯區昌平路一段211~240號,136.0,住,,,1061116,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0720924,72.62,3,2,2,有,無,有,17500,241,,0.0,0,僅承租2樓部份面積.(租金含水費、網路費、第四台),RPWOMLRKJIMFFBB58CC
