編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPOOMLOKJIMFFCC47CA,源遠段,19.63,都市：住
RPQNMLOKJIMFFCC57CA,新會段,25.85,都市：住
RPUNMLKLJIMFFCC67CA,大德段,16.75,都市：商
RPVOMLNLJIMFFCC18CA,大德段,16.25,都市：商
RPVOMLNLJIMFFCC18CA,大德段,1.75,都市：商
SPVOMLNLJIMFFCC28CA,大德段,16.25,都市：商
SPVOMLNLJIMFFCC28CA,大德段,1.75,都市：商
RPQOMLTLJIMFFCC28CA,暖暖段東勢坑小段,34.75,都市：住
RPTNMLKMJIMFFCC67CA,溪頭段,34.55,都市：住
RPXNMLOKJIMFFBC18CA,長潭段,.55,都市：住
RPXNMLOKJIMFFBC18CA,長潭段,5.52,都市：住
RPTOMLSJKIMFFCC38CA,西定段,28.00,都市：住
RPTOMLSJKIMFFCC38CA,西定段,3.33,都市：其他
RPTOMLSJKIMFFCC38CA,西定段,13.33,都市：其他
RPUNMLTLJIMFFCC58CA,五堵段五堵北小段,48.20,都市：住
RPVNMLOJKIMFFBC08DA,中正段三小段,37.25,都市：住
RPPNMLNJKIMFFCC37CA,麥金段,35.70,都市：住
RPPNMLTKJIMFFCC97CA,源遠段,29.12,都市：住
RPRNMLSKJIMFFCC08CA,工建段,11.27,都市：商
RPPNMLSJKIMFFCC87CA,觀音段,10.00,都市：商
RPPNMLSJKIMFFCC87CA,觀音段,5.20,都市：商
RPXOMLNLJIMFFCC38CA,五堵段五堵北小段,29.64,都市：住
RPSNMLNLJIMFFCC77CA,大武崙段內寮小段,25.00,都市：住
RPRNMLPKJIMFFCC77CA,溪頭段,44.07,都市：住
RPWNMLRKJIMFFCC48CA,源遠段,21.90,都市：住
RPPNMLSKJIMFFCC87CA,明德段,13.65,都市：住
RPVNMLPKJIMFFCC18CA,五堵段五堵北小段,33.25,都市：住
RPPNMLSKJIMFFCC87CA,明德段,7.99,都市：住
RPPNMLQKJIMFFCC67CA,長安段,35.56,都市：住
RPRNMLQKJIMFFCC87CA,暖暖段東勢坑小段,47.77,都市：住
RPPPMLOLJIMFFBC67CA,光明段,10.57,都市：住
RPPPMLOLJIMFFBC67CA,光明段,.14,都市：其他
RPPQMLMKKIMFFBC57CA,深美段,34.02,都市：住
RPPQMLMKKIMFFBC57CA,深美段,.86,都市：住
RPPOMLOKJIMFFBC47CA,港濱段,30.40,都市：住
RPVNMLNLJIMFFCC08CA,友蚋段港口小段,.39,非都市：山坡地保育區 ; 非都市編定：丙種建築用地
RPVNMLNLJIMFFCC08CA,友蚋段港口小段,111.00,非都市：山坡地保育區 ; 非都市編定：丙種建築用地
RPSNMLQKJIMFFBC87CA,祥豐段,21.00,都市：住
RPWOMLOKJIMFFBC18CA,長潭段,24.04,都市：住
RPPNMLRKJIMFFBC67CA,長潭段,.55,都市：住
RPPNMLRKJIMFFBC67CA,長潭段,5.52,都市：住
RPQOMLOKJIMFFBC57CA,深美段,19.17,都市：住
RPSOMLOKJIMFFBC77CA,福祿段,29.01,都市：住
RPPNMLQKJIMFFBC57CA,成功段,.48,都市：其他
RPPNMLQKJIMFFBC57CA,成功段,.53,都市：其他
RPPNMLQKJIMFFBC57CA,成功段,1.68,都市：其他
RPPNMLQKJIMFFBC57CA,成功段,.04,都市：其他
RPPNMLQKJIMFFBC57CA,成功段,.01,都市：其他
RPPNMLQKJIMFFBC57CA,成功段,8.32,都市：其他
RPPNMLQKJIMFFBC57CA,成功段,.02,都市：其他
RPPNMLQKJIMFFBC57CA,成功段,9.30,都市：其他
RPRNMLMLJIMFFBC47CA,深美段,17.88,都市：住
RPRNMLMLJIMFFBC47CA,深美段,.34,都市：住
RPROMLOKJIMFFBC67CA,東明段,16.50,都市：商
RPROMLOKJIMFFBC67CA,東明段,5.75,都市：商
RPTOMLMLJIMFFBC77CA,延年段,15.00,都市：住
RPTOMLMLJIMFFBC77CA,延年段,16.50,都市：住
RPSNMLMLJIMFFBC57CA,福祿段,27.71,都市：住
RPSNMLMLJIMFFBC57CA,福祿段,.06,都市：其他
RPSNMLMLJIMFFBC57CA,福祿段,.00,都市：其他
RPSNMLMLJIMFFBC57CA,福祿段,.00,都市：住
RPSNMLMLJIMFFBC57CA,福祿段,.05,都市：其他
RPSNMLMLJIMFFBC57CA,福祿段,.00,都市：其他
RPRNMLRKJIMFFBC87CA,延年段,17.75,都市：住
RPRNMLRKJIMFFBC87CA,延年段,.20,都市：其他
RPRNMLRKJIMFFBC87CA,延年段,.40,都市：其他
RPRNMLRKJIMFFBC87CA,延年段,.05,都市：其他
RPWNMLQKJIMFFBC28CA,南新段,15.00,都市：其他
RPWNMLQKJIMFFBC28CA,南新段,12.00,都市：其他
RPWNMLRLJIMFFBC48CA,調和段,15.19,都市：住
RPQNMLQKJIMFFBC67CA,成功段,23.05,都市：住
RPPNMLRKJIMFFCC77CA,麥金段,9.68,都市：住
RPPNMLRKJIMFFCC77CA,麥金段,.01,都市：住
RPPNMLRKJIMFFCC77CA,麥金段,.00,都市：住
RPTOMLKLJIMFFCC67CA,五堵段五堵北小段,19.81,都市：住
RPUNMLPKJIMFFCC08CA,源遠段,36.24,都市：住
RPSPMLMLJIMFFBC77CA,延平段,10.19,都市：商
RPVOMLKLJIMFFCC87CA,五堵段五堵北小段,18.33,都市：住
RPUNMLRKJIMFFCC28CA,麥金段,18.37,都市：住
RPUNMLRKJIMFFCC28CA,麥金段,.02,都市：住
RPUNMLRKJIMFFCC28CA,麥金段,.01,都市：住
RPTNMLSJKIMFFCC28CA,過港段,18.05,都市：住
RPPNMLPKJIMFFBC57DA,中正段三小段,17.00,都市：住
RPPNMLPKJIMFFBC57DA,中正段三小段,14.50,都市：住
RPPNMLPKJIMFFBC57DA,中正段三小段,2.50,都市：住
RPPNMLNKKIMFFCC47CA,暖暖段東勢坑小段,48.95,都市：住
RPQNMLNJKIMFFCC47CA,大華段,29.16,都市：住
RPVNMLQKJIMFFBC28DA,深澳段,17.45,都市：住
RPPOMLOLJIMFFCC67CA,源遠段,70.50,都市：住
RPWOMLKLJIMFFCC97CA,新會段,.43,都市：住
RPWOMLKLJIMFFCC97CA,新會段,14.91,都市：住
RPWOMLKLJIMFFCC97CA,新會段,1.10,都市：住
RPWOMLKLJIMFFCC97CA,新會段,.80,都市：住
