編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPTOMLPLJIMFFAO56CA,民主段,29.11,都市：住
RPXOMLKMJIMFFAO56CA,福林段,1.00,都市：其他
RPRPMLTLJIMFFAO86CA,成功段,37.70,都市：住
RPUOMLRKJIMFFAO76CA,唐高段,23.01,都市：住
RPUOMLRKJIMFFAO76CA,唐高段,.69,都市：住
RPUOMLRKJIMFFAO76CA,唐高段,.45,都市：住
RPQOMLPKJIMFFAO78CA,南湖段,50.17,非都市：山坡地保育區 ; 非都市編定：丙種建築用地
RPQOMLPKJIMFFAO78CA,南湖段,.47,非都市：山坡地保育區 ; 非都市編定：丙種建築用地
RPRNMLOKJIMFFAO88EA,大湖段,67.56,非都市：一般農業區 ; 非都市編定：交通用地
RPOOMLRLJIMFFAO88CA,光武段,.31,都市：商
RPOOMLRLJIMFFAO88CA,光武段,14.13,都市：商
RPWNMLKLJIMFFAO88CA,光武段,.31,都市：商
RPWNMLKLJIMFFAO88CA,光武段,14.13,都市：商
RPROMLKLJIMFFAO48CA,光武段,.31,都市：商
RPROMLKLJIMFFAO48CA,光武段,14.13,都市：商
RPUNMLTKJIMFFAO86CA,西濱段,32.69,都市：住
RPTQMLPJKIMFFAO66CA,高翠段,72.47,都市：住
RPTQMLPJKIMFFAO66CA,高翠段,40.04,都市：住
RPTQMLPJKIMFFAO66CA,高翠段,35.52,都市：住
RPTQMLPJKIMFFAO66CA,高翠段,68.80,都市：住
RPUOMLOKJIMFFAO56DA,東橋段,.48,都市：住
RPUOMLOKJIMFFAO56DA,東橋段,8.01,都市：住
RPUOMLOKJIMFFAO56DA,東橋段,1.54,都市：住
RPUOMLOKJIMFFAO56DA,東橋段,18.46,都市：住
RPUOMLOKJIMFFAO56DA,東橋段,.26,都市：住
RPRNMLPKJIMFFAO98EA,北門段,3.21,都市：住
RPRNMLPKJIMFFAO98EA,北門段,3.04,都市：商
RPSNMLQLJIMFFAO09CA,崙子段,31.60,都市：住
RPSRMLMKKIMFFAO09CA,金山段,9.35,都市：住
RPPRMLMKKIMFFAO78CA,金山段,9.17,都市：住
RPSRMLMKKIMFFAO09CA,金山段,9.35,都市：住
RPPRMLMKKIMFFAO78CA,金山段,9.17,都市：住
RPSRMLMKKIMFFAO09CA,金山段,9.35,都市：住
RPPRMLMKKIMFFAO78CA,金山段,9.17,都市：住
RPRRMLMKKIMFFAO98CA,金山段,9.17,都市：住
RPRRMLMKKIMFFAO98CA,金山段,9.17,都市：住
RPRRMLMKKIMFFAO98CA,金山段,9.17,都市：住
RPTRMLMKKIMFFAO56CA,金山段,9.17,都市：住
RPTRMLMKKIMFFAO56CA,金山段,9.17,都市：住
RPTRMLMKKIMFFAO56CA,金山段,9.17,都市：住
RPXOMLPJJHNFFAO76CA,金山段,11.28,都市：住
RPXOMLPJJHNFFAO76CA,金山段,11.28,都市：住
RPXOMLPJJHNFFAO76CA,金山段,11.28,都市：住
RPVRMLMKKIMFFAO76CA,金山段,9.17,都市：住
RPVRMLMKKIMFFAO76CA,金山段,9.17,都市：住
RPVRMLMKKIMFFAO76CA,金山段,9.17,都市：住
RPWOMLPJJHNFFAO66CA,金山段,11.20,都市：住
RPWOMLPJJHNFFAO66CA,金山段,11.20,都市：住
RPWOMLPJJHNFFAO66CA,金山段,11.20,都市：住
RPURMLMKKIMFFAO66CA,金山段,9.35,都市：住
RPURMLMKKIMFFAO66CA,金山段,9.35,都市：住
RPURMLMKKIMFFAO66CA,金山段,9.35,都市：住
RPQRMLMKKIMFFAO88CA,金山段,9.35,都市：住
RPQRMLMKKIMFFAO88CA,金山段,9.35,都市：住
RPQRMLMKKIMFFAO88CA,金山段,9.35,都市：住
RPWRMLMKKIMFFAO86CA,金山段,9.35,都市：住
RPWRMLMKKIMFFAO86CA,金山段,9.35,都市：住
RPWRMLMKKIMFFAO86CA,金山段,9.35,都市：住
RPSPMLLKKIMFFAO78CA,中華段,28.72,都市：其他
RPXNMLRLJIMFFAO07CA,東明段,42.91,都市：住
RPTOMLTLJIMFFAO96CA,大學段,27.38,都市：住
RPTOMLTLJIMFFAO96CA,大學段,.54,都市：住
RPWOMLOJKIMFFAO66CA,東山段一小段,17.70,都市：住
RPUOMLQKJIMFFAO66CA,民富段,29.46,都市：住
RPPNMLPJKIMFFAO58CA,和平段,8.97,都市：住
RPRNMLSKJIMFFAO09CA,竹蓮段,3.58,都市：住
RPWOMLRKJIMFFAO96CA,國道段,17.96,都市：商
RPRNMLSKJIMFFAO09CA,新興段,25.41,都市：住
RPRNMLSKJIMFFAO09CA,新興段,2.34,都市：住
RPPPMLMLJIMFFAO58CA,光武段,20.38,都市：住
RPVOMLRKJIMFFAO86CA,國道段,26.61,都市：商
RPWOMLPKJIMFFAO76CA,中寮段,17.64,都市：住
RPWOMLPKJIMFFAO76CA,中寮段,51.81,都市：住
RPSNMLRKJIMFFAO09CA,關東段,.44,都市：住
RPSNMLRKJIMFFAO09CA,關東段,.07,都市：住
RPSNMLRKJIMFFAO09CA,關東段,1.43,都市：住
RPSNMLRKJIMFFAO09CA,長春段,38.38,都市：住
RPOOMLPKJIMFFAO58CA,民主段,5.63,都市：住
RPOOMLPKJIMFFAO58CA,民主段,.02,都市：其他
RPRPMLOKJIMFFAO88CA,中華段,26.37,都市：其他
RPSPMLOKJIMFFAO98CA,福林段,32.96,都市：住
RPUPMLOKJIMFFAO56CA,光武段,26.58,都市：住
RPPOMLQKJIMFFAO78CA,光復段,8.84,都市：住
RPPOMLQKJIMFFAO78CA,光復段,32.26,都市：住
RPPOMLQKJIMFFAO78CA,光復段,.42,都市：其他
RPPOMLQKJIMFFAO78CA,光復段,.06,都市：其他
RPPOMLQKJIMFFAO78CA,光復段,2.40,都市：住
RPPOMLQKJIMFFAO78CA,光復段,.11,都市：住
RPUNMLKLJIMFFAO68CA,忠孝段,73.12,都市：其他
RPSOMLQKJIMFFAO09CA,力行段,29.19,非都市：山坡地保育區 ; 非都市編定：丙種建築用地
RPSOMLQKJIMFFAO09CA,力行段,17.77,非都市：山坡地保育區 ; 非都市編定：丙種建築用地
RPVNMLPKJIMFFAO56CA,自由段,29.20,都市：住
RPVNMLPKJIMFFAO56CA,自由段,55.00,都市：住
RPQOMLQKJIMFFAO88CA,崙子段,38.80,都市：住
RPROMLQKJIMFFAO98CA,中山段一小段,16.61,都市：商
RPROMLQKJIMFFAO98CA,中山段一小段,16.88,都市：住
RPTNMLPKJIMFFAO98CA,自由段,29.20,都市：住
RPTNMLPKJIMFFAO98CA,自由段,55.00,都市：住
RPVNMLRKJIMFFAO76CA,國道段,25.64,都市：住
RPPOMLTKJIMFFAO09CA,榮光段一小段,14.32,都市：商
RPROMLTKJIMFFAO66CA,光武段,28.22,都市：住
RPPNMLSKJIMFFAO88CA,唐高段,7.31,都市：住
RPXNMLNLJIMFFAO66CA,光鎮段,66.44,都市：住
RPRPMLOLJIMFFAO98CA,武陵段,17.36,都市：住
RPRPMLOLJIMFFAO98CA,武陵段,.31,都市：住
RPTPMLOKJIMFFAO09CA,武陵段,133.00,都市：住
RPSPMLOLJIMFFAO09CA,民富段,95.00,都市：住
RPUNMLMLJIMFFAO88CA,港南段,.44,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPTOMLMLJIMFFAO88CA,中寮段,38.70,都市：住
RPUPMLKLJIMFFAO88CA,中雅段,6.45,都市：住
RPUPMLKLJIMFFAO88CA,崙子段,.21,都市：住
RPQNMLMLJIMFFAO48CA,中山段三小段,17.76,都市：商
RPOPMLOJKIMFFAO58CA,關東段,21.21,都市：住
RPOPMLOJKIMFFAO58CA,關東段,.71,都市：其他
RPOPMLOJKIMFFAO58CA,關東段,.40,都市：其他
RPWQMLSJKIMFFAO27CA,光武段,28.16,都市：住
RPRNMLLLJIMFFAO58DA,海山段,167.39,非都市：山坡地保育區 ; 非都市編定：農牧用地
RPSOMLTKJIMFFAO76CA,南華段,18.35,都市：住
RPSOMLTKJIMFFAO76CA,南華段,52.52,都市：住
