編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPPNMLRLJIMFFAM68CA,先驅段,18540.00,非都市：山坡地保育區 ; 非都市編定：農牧用地
RPPNMLRLJIMFFAM68CA,先驅段,4400.00,非都市：山坡地保育區 ; 非都市編定：農牧用地
RPQNMLMKKIMFFBM38CA,同德段,1.30,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPQNMLMKKIMFFBM38CA,同德段,.35,非都市：鄉村區 ; 非都市編定：交通用地
RPQNMLMKKIMFFBM38CA,同德段,25.36,非都市：特定農業區 ; 非都市編定：甲種建築用地
RPQNMLMKKIMFFBM38CA,同德段,96.58,非都市：特定農業區 ; 非都市編定：甲種建築用地
RPQNMLMKKIMFFBM38CA,同德段,1.48,非都市：特定農業區 ; 非都市編定：甲種建築用地
RPVNMLRLJIMFFAM66CA,首區段,426.52,都市：住
RPPOMLOLJIMFFCM68CA,墘溝段,1654.00,非都市：山坡地保育區 ; 非都市編定：農牧用地
RPROMLOKJIMFFCM78CA,福興段,4245.00,非都市：一般農業區 ; 非都市編定：農牧用地
RPPNMLRLJIMFFCM88CA,水尾段,2405.00,非都市：特定農業區 ; 非都市編定：農牧用地
RPXNMLNKJIMFFCM56CA,福興段,687.50,非都市：一般農業區 ; 非都市編定：農牧用地
RPQOMLOKJIMFFCM68CA,忠義段,103.46,都市：住
RPXNMLNLJIMFFCM66CA,忠孝段,25.50,都市：其他
RPRNMLRKJIMFFDM09CA,鯉魚段,1206.45,非都市：山坡地保育區 ; 非都市編定：農牧用地
RPTNMLNLJIMFFDM98CA,嶺頂段,3000.00,非都市：森林區 ; 非都市編定：林業用地
RPWNMLQJKIMFFCM76CA,忠心段,23.87,都市：住
RPUNMLNLJIMFFDM09CA,嶺頂段,3000.00,非都市：森林區 ; 非都市編定：林業用地
RPVNMLNLJIMFFDM56CA,嶺頂段,3000.00,非都市：森林區 ; 非都市編定：林業用地
RPTNMLPKJIMFFAM88DA,中寮段,2458.00,非都市：山坡地保育區 ; 非都市編定：農牧用地
RPTNMLOKJIMFFCM98DA,國姓段,249.00,非都市：山坡地保育區 ; 非都市編定：農牧用地
RPTNMLOKJIMFFCM98DA,國姓段,430.00,非都市：山坡地保育區 ; 非都市編定：丙種建築用地
