編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPXOMLNKJIMFFBH88CC,23,122.80,住家用,鋼筋混凝土造,83年5月17日,六層,
RPVNMLNKJIMFFGH09CC,3,57.38,見其他登記事項,鋼筋混凝土造,103年7月11日,十三層,
RPXOMLNKJIMFFBH88CC,23,6.60,共有部分,鋼筋混凝土造,83年5月17日,六層,
RPVNMLNKJIMFFGH09CC,3,26.68,共有部份,鋼筋混凝土造,103年7月11日,十三層,
RPXOMLNKJIMFFBH88CC,23,30.44,共有部分,鋼筋混凝土造,83年5月17日,六層,
RPTOMLNKJIMFFBH48CC,18,83.93,見其他登記事項,鋼筋混凝土造,89年1月20日,九層,
RPTOMLNKJIMFFBH48CC,18,16.22,共有部分,鋼筋混凝土造,89年1月20日,九層,
RPTPMLNKJIMFFBH58CC,6,20.99,見其他登記事項,鋼筋混凝土造,100年6月13日,五層,
RPROMLNKJIMFFGH78CC,19,177.14,見其他登記事項,鋼筋混凝土造,88年1月5日,五層,
RPOOMLNKJIMFFAH87CC,42,106.73,見其他登記事項,見其他登記事項,64年10月28日,五層,
RPRNMLNKJIMFFHH78CC,4,50.69,住家用,鋼筋混凝土造,102年5月31日,十一層,
RPRNMLNKJIMFFHH78CC,4,20.19,見其他登記事項,鋼筋混凝土造,102年5月31日,十一層,
RPUNMLNKJIMFFHH09CC,13,64.13,見其他登記事項,鋼筋混凝土造,93年11月18日,五層,
RPUNMLNKJIMFFHH09CC,13,4.46,共有部份,鋼筋混凝土造,93年11月18日,五層,
RPUNMLNKJIMFFHH09CC,13,.49,共有部份,鋼筋混凝土造,93年11月18日,五層,
RPWNMLNKJIMFFHH66CC,,172.60,見其他登記事項,見其他登記事項,106年8月11日,四層,
RPXOMLNKJIMFFAH88DC,15,106.69,住家用,鋼筋混凝土造,91年12月23日,八層,
RPRPMLNKJIMFFAH38DC,15,94.74,住家用,鋼筋混凝土造,92年4月14日,十二層,
RPVNMLNKJIMFFHH56CC,42,218.52,住家用,加強磚造,64年7月15日,二層,
RPOOMLNKJIMFFGH58DC,25,102.83,工業用,鋼筋混凝土造,82年5月6日,五層,
RPUNMLOKJIMFFFH09DC,4,124.65,住家用,鋼筋混凝土造,102年11月15日,十四層,
RPPPMLNKJIMFFEH58DC,2,96.26,住家用,鋼筋混凝土造,104年7月6日,十四層,
RPPPMLNKJIMFFEH58DC,2,73.55,共有部份,鋼筋混凝土造,104年7月6日,十四層,
RPVNMLOKJIMFFBH78DC,23,141.33,住家用,鋼筋混凝土造,83年8月18日,十四層,
RPTNMLNKJIMFFHH98CC,4,227.41,見其他登記事項,鋼筋混凝土造,102年9月5日,四層,
RPPPMLOKJIMFFAH28DC,23,231.06,住家用,鋼筋混凝土造,83年10月24日,四層,
RPVNMLOKJIMFFEH09DC,23,211.34,住家用,鋼筋混凝土造,84年1月25日,四層,
RPVNMLOKJIMFFEH09DC,23,211.34,住家用,鋼筋混凝土造,84年1月25日,四層,
RPSPMLOKJIMFFBH58CC,,57.24,見其他登記事項,鋼筋混凝土造,106年5月9日,十五層,
RPVPMLNKJIMFFBH88DC,20,245.02,見其他登記事項,見其他登記事項,87年1月13日,二層,
RPOPMLPKJIMFFBH28CC,32,94.26,住家用,鋼筋混凝土造,74年10月21日,五層,
RPXPMLOKJIMFFAH98CC,28,871.40,見其他登記事項,鋼筋混凝土造,78年11月8日,三層,
RPSOMLPKJIMFFBH58CC,20,47.52,住家用,鋼筋混凝土造,86年10月13日,十八層,
RPSOMLPKJIMFFBH58CC,20,16.78,共有部分,鋼筋混凝土造,86年10月13日,十八層,
RPSOMLPKJIMFFBH58CC,20,.00,共有部分,鋼筋混凝土造,86年10月13日,十八層,
RPSOMLPKJIMFFBH58CC,20,8.43,共有部分,鋼筋混凝土造,86年10月13日,十八層,
RPSOMLPKJIMFFBH58CC,20,.00,共有部分,鋼筋混凝土造,86年10月13日,十八層,
RPTPMLOKJIMFFAH68DC,48,1774.94,見其他登記事項,鋼筋混凝土造,58年12月1日,五層,
RPXOMLPKJIMFFBH09CC,25,76.98,住家用,鋼筋混凝土造,81年11月20日,七層,
RPXOMLPKJIMFFBH09CC,25,26.43,共有部分,鋼筋混凝土造,81年11月20日,七層,
RPPNMLPKJIMFFDH38CC,2,68.52,住家用,鋼筋混凝土造,104年5月25日,十五層,
RPPNMLPKJIMFFDH38CC,2,32.10,見其他登記事項,鋼筋混凝土造,104年5月25日,十五層,
RPPNMLPKJIMFFFH58CC,3,62.01,見其他登記事項,鋼筋混凝土造,104年1月20日,十三層,
RPPNMLPKJIMFFFH58CC,3,45.81,見其他登記事項,鋼筋混凝土造,104年1月20日,十三層,
RPSPMLPKJIMFFAH58CC,42,107.63,見其他登記事項,見其他登記事項,64年10月28日,五層,
RPUNMLPKJIMFFBH78DC,2,58.12,見其他登記事項,鋼筋混凝土造,104年12月8日,十一層,
RPUNMLPKJIMFFHH66CC,11,42.17,住家用,鋼筋混凝土造,95年12月26日,六層,
RPUNMLPKJIMFFHH66CC,11,4.98,共有部份,鋼筋混凝土造,95年12月26日,六層,
RPUNMLPKJIMFFHH66CC,11,9.82,共有部份,鋼筋混凝土造,95年12月26日,六層,
RPWOMLQKJIMFFFH86CC,3,54.09,住家用,鋼筋混凝土造,104年4月20日,十五層,
RPWOMLQKJIMFFFH86CC,3,25.44,見其他登記事項,鋼筋混凝土造,104年4月20日,十五層,
RPSNMLQKJIMFFHH56CC,36,2087.70,見其他登記事項,鋼筋混凝土造,70年6月29日,三層,
RPSNMLPKJIMFFHH09CC,2,116.01,住家用,鋼筋混凝土造,104年11月13日,二十三層,
RPSNMLPKJIMFFHH09CC,2,30.07,見其他登記事項,鋼筋混凝土造,104年11月13日,二十三層,
RPSNMLPKJIMFFHH09CC,2,44.07,見其他登記事項,鋼筋混凝土造,104年11月13日,二十四層,
RPSNMLQKJIMFFBH58CC,24,30.14,住家用,鋼筋混凝土造,82年6月1日,七層,
RPSNMLQKJIMFFBH58CC,24,9.84,共有部分,鋼筋混凝土造,82年6月1日,七層,
RPTQMLRKJIMFFBH09CC,46,2039.60,工業用,加強磚造,60年8月1日,三層,
RPQOMLQKJIMFFCH58CC,20,241.21,住家用,鋼筋混凝土造,86年6月26日,四層,
