鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
五股區,建物,新北市五股區新五路三段241~270號,0.0,商,,,1061008,土地0建物1車位1,五層,19,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060104,156.62,3,2,1,有,有,無,23000,147,坡道平面,0.0,0,,RPQNMLLKJIMFFBF67CC
林口區,房地(土地+建物)+車位,新北市林口區八德路61~90號,44.61,住,,,1061110,土地1建物1車位2,十二層,20,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1011204,365.77,4,2,3,有,有,無,45000,123,坡道平面,79.3,0,,RPRNMLLKJIMFFBF77CC
林口區,房地(土地+建物),新北市林口區民權路151~180號,60.69,住,,,1061110,土地1建物1車位0,一層,9,店面(店鋪),見其他登記事項,鋼筋混凝土造,1010828,220.44,0,0,0,無,有,無,37000,168,,0.0,0,,RPSNMLLKJIMFFBF87CC
永和區,建物,新北市永和區中正路721~750號,0.0,商,,,1061023,土地0建物1車位0,七層,12,套房(1房1廳1衛),商業用,鋼筋混凝土造,0830727,47.61,1,1,1,有,有,有,11000,231,,0.0,0,,RPTNMLMKJIMFFHF68CC
蘆洲區,建物,新北市蘆洲區長榮路181~210號,0.0,商,,,1061012,土地0建物3車位3,一層,15,店面(店鋪),商業用,鋼筋混凝土造,1020822,1048.78,0,0,0,無,無,無,650000,648,坡道平面,69.39,15000,,RPPNMLNKJIMFFGF28CC
三重區,建物,新北市三重區正義北路121~150號,0.0,住,,,1061022,土地0建物1車位0,三層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050823,114.15,2,2,1,有,有,無,26000,228,,0.0,0,,RPSOMLNKJIMFFGF68CC
樹林區,房地(土地+建物),新北市樹林區三俊街271~300號,166.55,工,,,1061106,土地1建物1車位0,見其他登記事項,2,工廠,見其他登記事項,鋼筋混凝土造,0690527,255.87,0,0,0,無,無,有,60000,,,0.0,0,含增建部分,RPOOMLNKJIMFFIF48CC
土城區,房地(土地+建物),新北市土城區中正路1~30號,17.09,住,,,1061110,土地1建物1車位0,一層,13,店面(店鋪),見其他登記事項,鋼筋混凝土造,1050321,93.16,0,0,0,無,有,有,27500,295,,0.0,0,,RPSPMLNKJIMFFAF18CC
土城區,房地(土地+建物),新北市土城區中正路1~30號,17.32,住,,,1061110,土地1建物1車位0,一層,13,店面(店鋪),見其他登記事項,鋼筋混凝土造,1050321,94.28,0,0,0,無,有,無,27500,292,,0.0,0,,RPTPMLNKJIMFFAF28CC
淡水區,建物,新北市淡水區學府路1~30號,0.0,,,,1061015,土地0建物0車位0,三層,8,辦公商業大樓,商業用,鋼筋混凝土造,0840704,262.55,5,1,1,有,有,無,42000,160,,0.0,0,,RPWQMLNKJIMFFEF09CC
中和區,土地,板南段511~540地號,412.06,工,,,1061011,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,78750,191,,0.0,0,含未登記建物.原申報書C2FH10611100043資料有誤撤銷重報,RPSNMLNKJIMFFHF88EC
新店區,建物,新北市新店區61~90號,0.0,住,,,1060920,土地0建物1車位0,九層,10,廠辦,住家用,鋼筋混凝土造,0780120,126.92,0,0,0,無,無,無,31786,250,,0.0,0,,RPTNMLOKJIMFFCF38CC
淡水區,建物,新北市淡水區新春街91~120號,0.0,住,,,1061105,土地0建物1車位0,四層,9,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041223,96.5,2,2,1,有,有,有,16000,166,,0.0,0,,RPPOMLOKJIMFFEF28CC
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路三段101巷16弄31~60號,23.7,住,,,1061112,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001104,135.26,3,2,2,有,有,無,16600,123,坡道平面,41.25,0,,RPTOMLOKJIMFFEF68CC
五股區,建物,新北市五股區五權路31~60號,0.0,,工業區,丁種建築用地,1061103,土地0建物1車位0,三層,4,工廠,見其他登記事項,鋼筋混凝土造,0790123,1679.26,0,0,0,無,無,無,360000,,,0.0,0,,RPQPMLOKJIMFFBF18CC
汐止區,房地(土地+建物),新北市汐止區福德二路151~180號,16.51,住,,,1061113,土地1建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0811229,103.34,3,2,2,有,無,有,24200,234,,0.0,0,,RPSNMLOKJIMFFDF38CC
中和區,建物,新北市中和區景新街505巷1~30號,0.0,住,,,1061019,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0611218,65.65,3,1,1,有,無,有,13000,198,,0.0,0,,RPQOMLOKJIMFFHF68CC
永和區,建物,新北市永和區保安路181~210號,0.0,住,,,1061030,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0680821,84.42,0,0,0,無,無,無,27245,323,,0.0,0,,RPUNMLPKJIMFFHF09CC
永和區,建物,新北市永和區環河東路四段151~180號,0.0,住,,,1061031,土地0建物1車位0,十層,28,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950629,176.3,4,2,2,有,有,無,44267,251,,0.0,0,,RPVNMLPKJIMFFHF56CC
永和區,建物,新北市永和區保安路121~150號,0.0,住,,,1061102,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820309,79.81,2,1,1,有,有,無,16000,200,,0.0,0,,RPWNMLPKJIMFFHF66CC
中和區,建物,新北市中和區南山路81巷61~90號,0.0,住,,,1061102,土地0建物1車位0,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960321,83.34,2,2,1,有,有,無,23000,276,,0.0,0,,RPXNMLPKJIMFFHF76CC
汐止區,建物,新北市汐止區力行街59巷1~30號,0.0,住,,,1061029,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690331,110.34,3,2,2,有,無,無,17000,154,,0.0,0,,RPTNMLPKJIMFFDF58CC
三重區,建物,新北市三重區三民街271~300號,0.0,住,,,1061030,土地0建物2車位0,見其他登記事項,5,店面(店鋪),商業用,鋼筋混凝土造,0730709,211.65,3,2,3,有,無,無,58000,274,,0.0,0,,RPUPMLPKJIMFFGF56CC
