編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPWOMLOKJIMFFAU27CA,福興段,148.87,都市：農
RPWOMLOKJIMFFAU27CA,福興段,.35,都市：農
RPWOMLOKJIMFFAU27CA,福興段,114.00,都市：農
RPOPMLOKJIMFFAU56CA,忠孝段,396.70,都市：農
RPPPMLOKJIMFFAU66CA,干城段,4012.37,非都市：一般農業區 ; 非都市編定：農牧用地
RPWPMLNKJIMFFAU27CA,康樂段,96.63,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPRNMLPKJIMFFAU76CA,民享段,29.84,都市：住
RPPQMLOKJIMFFAU76CA,嘉平段,128.00,都市：住
RPOOMLTLJIMFFAU07CA,吳全段,8.70,都市：農
RPPNMLRLJIMFFCU07CA,福岡段,2096.49,非都市：特定農業區 ; 非都市編定：農牧用地
RPTNMLRLJIMFFCU47CA,高寮南段,3745.38,非都市：山坡地保育區 ; 非都市編定：農牧用地
RPUNMLNKKIMFFAU96CA,慶豐段,137.00,都市：農
RPXNMLMLJIMFFAU17CA,仁義段,14.53,都市：住
RPOOMLRKJIMFFAU76CA,仁禮段,122.00,都市：農
RPPOMLTLJIMFFAU17CA,吳全段,8.48,都市：農
RPPNMLOLJIMFFAU56CA,富國段,13.63,都市：其他
RPQNMLOKJIMFFCU86DA,東豐南段,1986.42,非都市：山坡地保育區 ; 非都市編定：農牧用地
RPQNMLOKJIMFFCU86DA,東豐南段,218.43,非都市：山坡地保育區 ; 非都市編定：丙種建築用地
RPOPMLTLJIMFFAU17CA,主權段,43.79,都市：住
RPSOMLOKJIMFFAU86CA,主權段,29.31,都市：住
RPSOMLOKJIMFFAU86CA,德安段,.27,都市：住
RPUOMLTLJIMFFAU67CA,廣賢段,54.28,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPOOMLQKJIMFFAU66CA,富國段,682.00,都市：商
RPOOMLQKJIMFFAU66CA,富國段,662.00,都市：商
RPSOMLQJKIMFFAU07CA,國興段,1847.06,非都市：一般農業區 ; 非都市編定：農牧用地
RPROMLTLJIMFFAU37CA,吳全段,8.91,都市：農
RPSOMLTLJIMFFAU47CA,富國段,6.68,都市：商
RPUOMLMLJIMFFAU96CA,明義段,17.38,都市：商
RPUOMLMLJIMFFAU96CA,明義段,.24,都市：其他
