編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPTNMLSLJILFFAV57CC,東谷段,131.65,都市：住
RPTNMLNLKILFFAV27DC,馬蘭段,44.25,都市：住
RPOOMLTLKILFFAV37CC,台東段,647.00,都市：其他
RPPNMLKKJHMFFAV98DC,中心段,142.00,都市：住
RPPNMLKKJHMFFAV98DC,中心段,230.00,都市：住
RPXNMLQKJHMFFAV77DC,台東段,130.00,都市：商
RPXNMLQKJHMFFAV77DC,台東段,66.00,都市：商
RPRNMLQLJHMFFAV17CC,台東段,49.00,都市：住
