鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
中山區,建物,臺北市中山區復興北路61~90號,0.0,,,,1061229,土地0建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0700217,162.47,0,0,0,無,有,無,51000,314,,0.0,0,,RPRNMLMJJHNFFCA37CC
內湖區,建物,臺北市內湖區港墘路31~60號,0.0,住,,,1061222,土地0建物1車位0,一層,4,店面(店鋪),住家用,鋼筋混凝土造,0680430,119.8,0,0,0,無,無,無,65000,543,,0.0,0,,RPOOMLMJJHNFFCA17CC
中山區,建物,臺北市中山區中山北路二段115巷1~30號,0.0,商,,,1061215,土地0建物1車位0,五層,17,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0791019,93.54,2,2,1,有,有,有,36000,385,,0.0,0,,RPQOMLMJJHNFFCA37CC
內湖區,車位,臺北市內湖區內湖路二段331~360號,37.93,住,,,1061209,土地0建物0車位1,,14,其他,見其他登記事項,鋼筋混凝土造,1031023,37.93,0,0,0,有,有,無,3500,,坡道平面,37.93,3500,,RPTOMLMJJHNFFCA67CC
內湖區,建物,臺北市內湖區內湖路二段241~270號,0.0,住,,,1061209,土地0建物1車位0,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050601,97.77,2,1,1,有,有,有,33000,338,,0.0,0,,RPVOMLMJJHNFFCA87CC
內湖區,建物,臺北市內湖區民權東路六段206巷1~30號,0.0,,,,1070101,土地0建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0990521,390.08,5,2,3,有,有,有,150000,385,,0.0,0,總樓層4層，出租B1-2樓，車位已含在別墅內,RPOPMLMJJHNFFCA27CC
內湖區,車位,臺北市內湖區內湖路二段331~360號,41.56,住,,,1061211,土地0建物0車位1,,0,其他,見其他登記事項,鋼筋混凝土造,1031023,41.56,0,0,0,有,有,無,4000,,坡道平面,41.56,4000,,RPRPMLMJJHNFFCA57CC
內湖區,建物,臺北市內湖區內湖路二段339巷1~30號,0.0,商,,,1061215,土地0建物1車位0,二層,10,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0831011,39.519999999999996,1,1,1,有,有,有,17500,443,,0.0,0,,RPTPMLMJJHNFFCA77CC
內湖區,建物,臺北市內湖區瑞光路421~450號,0.0,工,,,1061221,土地0建物1車位2,六層,10,廠辦,工業用,鋼筋混凝土造,0870630,286.81,0,0,0,無,有,無,131059,457,坡道平面,55.2,0,,RPUPMLMJJHNFFCA87CC
內湖區,建物,臺北市內湖區內湖路二段331~360號,0.0,住,,,1061225,土地0建物1車位1,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031023,172.81,4,2,2,有,有,有,52000,301,坡道平面,41.56,0,,RPVPMLMJJHNFFCA97CC
中山區,建物,臺北市中山區建國北路一段61~90號,0.0,住,,,1061204,土地0建物1車位0,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020708,148.29000000000002,3,2,1,有,有,有,69000,465,,0.0,0,,RPWQMLMJJHNFFCA18CC
中山區,建物,臺北市中山區雙城街19巷1~30號,0.0,住,,,1061208,土地0建物1車位0,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970312,116.78999999999999,3,2,1,有,有,無,43500,372,,0.0,0,,RPXQMLMJJHNFFCA28CC
信義區,建物,臺北市信義區松仁路31~60號,74.04,其他,,,1061214,土地0建物1車位0,十一層,21,辦公商業大樓,見其他登記事項,見其他登記事項,0990805,244.76,0,0,0,無,有,無,256549,1048,,0.0,0,,RPSPMLMJJHNFFDA77CC
信義區,建物,臺北市信義區信義路五段1~30號,71.85,其他,,,1061222,土地0建物1車位0,三十三層,101,辦公商業大樓,見其他登記事項,見其他登記事項,0931112,237.52,0,0,0,無,無,無,245189,1032,,0.0,0,,RPTPMLMJJHNFFDA87CC
信義區,建物,臺北市信義區信義路五段91~120號,0.0,其他,,,1061228,土地0建物1車位0,五層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980702,46.620000000000005,0,0,0,無,有,有,27000,579,,0.0,0,,RPVPMLMJJHNFFDA08CC
北投區,建物,臺北市北投區光明路211~240號,0.0,其他,,,1061220,土地0建物1車位0,二層,4,店面(店鋪),住商用,加強磚造,0580323,75.33,0,1,1,有,無,有,38000,504,,0.0,0,,RPVOMLMJJHNFFEA08CC
大安區,建物,臺北市大安區信義路四段91~120號,0.0,商,,,1061205,土地0建物1車位0,五層,12,辦公商業大樓,見使用執照,鋼筋混凝土造,0781012,146.18,0,0,0,無,有,無,55000,376,,0.0,0,,RPPOMLMJJHNFFFA57CC
大同區,建物,臺北市大同區承德路一段31~60號,0.0,商,,,1061215,土地0建物1車位0,一層,12,辦公商業大樓,商業用,鋼筋混凝土造,0721111,95.60000000000001,1,1,1,有,有,有,44100,461,,0.0,0,,RPSOMLMJJHNFFBA47CC
萬華區,建物,臺北市萬華區西寧南路31~60號,0.0,商,,,1061215,土地0建物1車位0,見其他登記事項,5,店面(店鋪),,加強磚造,,494.08,0,0,2,有,無,無,600000,1214,,0.0,0,租金調整:第1-3年每月60萬，第4-5年每月61.8萬,RPTOMLMJJHNFFBA57CC
大同區,建物,臺北市大同區承德路三段181~210號,236.92,其他,,,1061206,土地0建物1車位0,二層,7,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1051130,783.22,0,0,0,無,有,無,323396,413,,0.0,0,,RPVOMLNJJHNFFBA87CC
中正區,建物,臺北市中正區中華路二段421~450號,0.0,住,,,1061201,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800315,89.5,2,2,1,有,有,有,23000,257,,0.0,0,,RPRNMLNJJHNFFAA27CC
大安區,建物,臺北市大安區敦化南路一段271~300號,0.0,其他,,,1061206,土地0建物1車位0,一層,14,店面(店鋪),商業用,鋼筋混凝土造,0701214,109.13,0,0,0,無,有,無,120000,1100,,0.0,0,,RPXNMLNJJHNFFFA38CC
大安區,建物,臺北市大安區四維路186巷1~30號,0.0,住,,,1061215,土地0建物1車位0,四層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0580815,187.61,3,2,2,有,有,無,42000,224,,0.0,0,,RPUOMLNJJHNFFFA18CC
大安區,建物,臺北市大安區信義路三段91~120號,0.0,商,,,1061208,土地0建物1車位1,見其他登記事項,13,店面(店鋪),商業用,鋼筋混凝土造,0840626,159.27,0,0,0,無,有,無,95000,596,升降平面,28.38,0,,RPVOMLNJJHNFFFA28CC
