鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
南區,房地(土地+建物),臺南市南區中華西路一段91~120號,1008.0,工,,,1061229,土地1建物1車位0,三層,3,工廠,見其他登記事項,鋼筋混凝土構造,0751208,1000.0,0,0,0,無,無,有,60000,,,0.0,0,,RPVOMLMJJHNFFCD18CC
東區,建物,臺南市東區文化路121~150號,0.0,住,,,1061205,土地0建物1車位0,八層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土構造,1021023,83.56,4,2,2,有,有,無,42000,503,,0.0,0,含2個公設車位,RPXOMLMJJHNFFCD38CC
安南區,房地(土地+建物),臺南市安南區府安路五段162巷49弄1~30號,83.35,其他,,,1061230,土地3建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,1041216,210.96,4,2,5,有,無,有,20000,95,,0.0,0,,RPVOMLMJJHNFFBD08CC
東區,建物,臺南市東區仁和路61~90號,0.0,住,,,1061226,土地0建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土構造,0941014,246.48,4,4,6,有,無,無,39000,158,,0.0,0,,RPVNMLNJJHNFFCD18CC
仁德區,土地,太子段1471~1500地號,0.0,工,,,1070102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,20000,0,,0.0,0,,RPSNMLNJJHNFFID48CC
永康區,建物,臺南市永康區尚頂里南臺街13巷31~60號,0.0,住,,,1061229,土地0建物1車位0,四層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840523,104.35,3,1,2,有,無,有,13500,129,,0.0,0,,RPSNMLNJJHNFFKD68CC
東區,房地(土地+建物),臺南市東區中華東路二段151~180號,2.96,其他,,,1061208,土地1建物1車位0,二層,14,套房(1房1廳1衛),住家用,鋼筋混凝土構造,0970229,33.769999999999996,1,0,1,有,有,有,6800,201,,0.0,0,,RPTNMLOJJHNFFCD08CC
北區,建物,臺南市北區育德路661~690號,0.0,住,,,1061227,土地0建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土構造,0960427,233.83,4,4,6,有,無,無,40000,171,,0.0,0,,RPOPMLOJJHNFFAD57CC
永康區,房地(土地+建物),臺南市永康區永大路二段1526巷2弄1~30號,11.16,其他,,,1070105,土地1建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840511,111.51,2,2,1,有,無,無,10000,90,,0.0,0,,RPQNMLRJJHNFFKD88CC
永康區,建物,臺南市永康區南臺街89巷1~30號,0.0,住,,,1070104,土地0建物1車位0,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850729,153.22,3,1,2,有,無,無,12000,78,,0.0,0,,RPXNMLKKJHNFFKD98CC
東區,房地(土地+建物),臺南市東區中華東路二段151~180號,3.81,其他,,,1061214,土地1建物1車位0,十層,14,套房(1房1廳1衛),住家用,鋼筋混凝土構造,0970229,41.23,1,0,1,有,有,有,10000,243,,0.0,0,租金含管理費、網路、第四台。,RPSOMLKKJHNFFCD77CC
安南區,建物,臺南市安南區環館五路1~30號,0.0,住,,,1070106,土地0建物1車位0,全,4,透天厝,住家用,鋼筋混凝土構造,1000613,330.98,3,3,5,有,無,有,35000,106,,0.0,0,1.合約書無填具土地租賃面積.2.由所有權人提供出租資訊3.租金已包含車位,RPOOMLKKJHNFFBD27CC
