鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
吉安鄉,房地(土地+建物),花蓮縣吉安鄉廣賢路一段308巷1弄1~30號,99.85,,特定農業區,甲種建築用地,1061206,土地1建物1車位0,全,1,透天厝,住家用,鋼筋混凝土加強磚造,0660711,53.38,3,2,2,有,無,無,15000,281,,0.0,0,,RPPNMLOJJHNFFAU56CC
新城鄉,房地(土地+建物),花蓮縣新城鄉嘉新路69巷1~30號,85.0,住,,,1061209,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0631216,75.36,3,2,2,有,無,有,13000,173,,0.0,0,,RPQNMLOJJHNFFAU66CC
花蓮市,房地(土地+建物),花蓮縣花蓮市建國路二段631~660號,30.25,住,,,1061213,土地1建物1車位0,一層,4,店面(店鋪),住家用,鋼筋混凝土造,1050711,78.45,0,0,1,有,無,無,18000,229,,0.0,0,,RPRNMLOJJHNFFAU76CC
花蓮市,房地(土地+建物),花蓮縣花蓮市和平路361~390號,6.1,商,,,1061218,土地1建物1車位0,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830315,69.23,2,1,1,有,有,有,11000,159,,0.0,0,,RPTNMLOJJHNFFAU96CC
花蓮市,房地(土地+建物),花蓮縣花蓮市富國路61~90號,27.0,住,,,1061218,土地1建物1車位0,一層,3,店面(店鋪),住商用,鋼筋混凝土造,0731226,53.76,0,0,1,有,無,無,15000,279,,0.0,0,,RPUNMLOJJHNFFAU07CC
花蓮市,房地(土地+建物),花蓮縣花蓮市中和街181~210號,46.96,住,,,1061218,土地1建物1車位0,一層,5,店面(店鋪),住商用,鋼筋混凝土造,0750402,142.03,0,2,2,有,無,無,7000,49,,0.0,0,,RPVNMLOJJHNFFAU17CC
花蓮市,房地(土地+建物),花蓮縣花蓮市國富二十街91~120號,11.04,住,,,1061221,土地1建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840710,42.44,2,1,1,有,有,有,8000,189,,0.0,0,,RPWNMLOJJHNFFAU27CC
花蓮市,房地(土地+建物),花蓮縣花蓮市國盛四街31~60號,8.51,住,,,1061221,土地1建物1車位0,四層,8,套房(1房1廳1衛),住家用,鋼筋混凝土造,0830811,51.4,1,0,1,有,有,有,7000,136,,0.0,0,,RPXNMLOJJHNFFAU37CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉仁里五街61~90號,99.0,住,,,1061221,土地1建物1車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0850806,230.46,3,3,3,有,無,無,19000,82,,0.0,0,,RPPOMLOJJHNFFAU66CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉明義七街99巷1~30號,73.77,,鄉村區,乙種建築用地,1061225,土地1建物1車位0,全,1,透天厝,住家用,見其他登記事項,0660905,61.5,2,2,1,有,無,有,8000,130,,0.0,0,,RPSOMLOJJHNFFAU96CC
花蓮市,房地(土地+建物),花蓮縣花蓮市富安路91~120號,5.94,商,,,1061226,土地1建物1車位0,六層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840825,42.480000000000004,1,0,1,有,有,有,6200,146,,0.0,0,,RPTOMLOJJHNFFAU07CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉仁里七街53巷1~30號,96.68,住,,,1061226,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0880201,214.01,4,2,3,有,無,有,19000,89,,0.0,0,,RPVOMLOJJHNFFAU27CC
花蓮市,房地(土地+建物),花蓮縣花蓮市博愛街31~60號,19.56,商,,,1061228,土地1建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831006,154.95,3,2,2,有,有,有,16500,106,,0.0,0,,RPPPMLOJJHNFFAU76CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉慶豐十一街151~180號,233.0,住,,,1061229,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,0750203,113.59,3,2,2,有,無,無,13000,114,,0.0,0,,RPTPMLOJJHNFFAU17CC
花蓮市,房地(土地+建物),花蓮縣花蓮市菁華街35巷5弄1~30號,157.0,住,,,1061229,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0701120,79.05,3,2,1,有,無,有,10000,127,,0.0,0,,RPPQMLOJJHNFFAU86CC
吉安鄉,建物,花蓮縣吉安鄉和平路一段1~30號,0.0,住,,,1070102,土地0建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,1040602,30.0,6,2,7,有,無,有,9500,317,,0.0,0,,RPRQMLOJJHNFFAU07CC
花蓮市,房地(土地+建物),花蓮縣花蓮市榮正街91~120號,19.68,住,,,1070103,土地2建物1車位0,四層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0890807,147.73000000000002,4,2,2,有,有,有,15000,102,,0.0,0,,RPWQMLOJJHNFFAU57CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉明義六街89巷1~30號,42.59,,鄉村區,乙種建築用地,1061229,土地1建物1車位0,全,1,透天厝,住家用,鋼筋混凝土加強磚造,0670411,35.71,3,2,1,有,無,有,8500,238,,0.0,0,,RPTNMLSJJHNFFAU47DC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉南山三街1~30號,108.0,住,,,1070106,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,0700202,117.93,2,2,2,有,無,無,12000,102,,0.0,0,,RPUNMLSJJHNFFAU57DC
