編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPUNMLTJJHNFFAN66CA,11,202.32,見其他登記事項,鋼筋混凝土造,96年1月26日,二層,一層 二層
RPPNMLTKJHNFFAN88CA,,213.33,見其他登記事項,鋼筋混凝土造,106年6月19日,三層,一層 二層 三層 屋頂突出物
RPVNMLNJJHNFFAN78CA,42,139.20,住商用,鋼筋混凝土加強磚造,64年8月19日,二層,一層 二層 騎樓
RPUOMLKKJHNFFAN58CA,25,68.65,住家用,鋼筋混凝土造,82年1月19日,七層,二層
RPUOMLKKJHNFFAN58CA,25,18.49,見其他登記事項,鋼筋混凝土造,82年1月19日,七層,
RPSNMLSJJHNFFAN98CA,22,155.63,住家用,鋼筋混凝土造,84年9月8日,三層,一層 二層 三層
RPSNMLKKJHNFFBN38CA,37,98.40,住家用,加強磚造,69年12月30日,二層,一層 二層
RPQNMLTKJHNFFAN98CA,,183.00,見其他登記事項,鋼筋混凝土造,106年6月19日,三層,一層 二層 三層 屋頂突出物
RPRNMLOLJHNFFAN68CA,,267.15,見其他登記事項,鋼筋混凝土造,106年6月19日,四層,一層 二層 三層 四層 屋頂突出物
RPTNMLOLJHNFFAN88CA,,256.61,見其他登記事項,鋼筋混凝土造,106年6月19日,四層,一層 二層 三層 四層 屋頂突出物 騎樓
RPRNMLSJJHNFFCN09CA,37,136.50,住商用,鋼筋混凝土加強磚造,69年12月12日,二層,一層 二層 騎樓
RPRNMLNJJHNFFCN58CA,,184.13,住家用,鋼筋混凝土造,106年6月1日,四層,一層 二層 三層 四層
RPTNMLQJKHNFFDN66CA,25,13.26,住家用,鋼筋混凝土造,81年6月13日,八層,五層
RPTNMLQJKHNFFDN66CA,25,11.37,見其他登記事項,鋼筋混凝土造,81年6月13日,八層,
RPTNMLQJKHNFFDN66CA,25,13.26,住家用,鋼筋混凝土造,81年6月13日,八層,五層
RPPNMLOJJHNFFCN48CA,21,72.81,住家用,鋼筋混凝土造,86年3月21日,七層,六層
RPPNMLLMJHNFFDN58CA,,229.83,見其他登記事項,鋼筋混凝土造,106年7月28日,五層,一層 二層 三層 四層 五層
RPRNMLSJJHNFFFN76CA,2,210.36,見其他登記事項,鋼筋混凝土造,104年12月28日,三層,一層 二層 三層
RPQNMLSJJHNFFFN66CA,31,177.90,住商用,鋼筋混凝土造,75年8月26日,三層,一層 二層 三層 騎樓
RPQNMLPJJHNFFFN98CA,38,184.68,住宅,加強磚造,69年2月3日,二層,一層 二層 屋頂突出物
RPSNMLSJJHNFFFN86CA,2,185.88,住宅,鋼筋混凝土造,104年12月28日,三層,一層 二層 三層
RPWNMLMJJHNFFGN86DA,13,122.80,住家用,鋼筋混凝土造,93年9月14日,三層,一層 二層 三層
RPVNMLOJJHNFFDN66DA,4,250.63,見其他登記事項,鋼筋混凝土造,102年8月12日,四層,一層 二層 三層 四層
RPTNMLOJJHNFFHN76CA,36,240.53,住商用,見其他登記事項,70年12月26日,四層,一層 二層 三層 四層 騎樓
RPRNMLRJJHNFFAN88DA,24,163.79,住家用,鋼筋混凝土造,82年7月12日,四層,一層 二層 三層 四層
RPSNMLOKJHNFFHN76CA,,168.19,住家用,鋼筋混凝土造,106年10月19日,三層,一層 二層 三層 屋頂突出物
RPRNMLOJJHNFFHN56CA,1,248.69,見其他登記事項,鋼筋混凝土造,106年5月25日,三層,一層 二層 三層 屋頂突出物
RPOOMLSJJHNFFGN66CA,15,70.42,住家用,鋼筋混凝土造,92年5月7日,三層,一層 二層 三層
RPOOMLLJKHNFFGN68CA,22,92.56,見其他登記事項,鋼筋混凝土造,84年8月12日,十層,八層
