編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPPPMLNJJHNFFAO48CA,中寮段,24.60,都市：住
RPROMLNJJHNFFAO58CA,中寮段,24.60,都市：住
RPWOMLNJJHNFFAO09CA,中寮段,24.53,都市：住
RPOOMLNJJHNFFAO28CA,中寮段,24.60,都市：住
RPSOMLNJJHNFFAO68CA,中寮段,24.60,都市：住
RPOPMLNJJHNFFAO38CA,中寮段,24.53,都市：住
RPXNMLNJJHNFFAO09CA,中寮段,24.60,都市：住
RPUOMLNJJHNFFAO88CA,中寮段,24.60,都市：住
RPRPMLNJJHNFFAO68CA,中寮段,24.60,都市：住
RPTOMLNJJHNFFAO78CA,中寮段,24.60,都市：住
RPQOMLNJJHNFFAO48CA,中寮段,24.53,都市：住
RPRPMLPJJHNFFAO88CA,新莊段,27.62,都市：商
RPTNMLRJJHNFFAO09CA,唐高段,16.00,都市：住
RPQPMLNJJHNFFAO58CA,中寮段,24.60,都市：住
RPVPMLNJJHNFFAO09CA,香濱段,79.86,都市：住
RPVNMLSJJHNFFAO76CA,東濱段,96.21,都市：住
RPTPMLPJJHNFFAO09CA,竹蓮段,44.75,都市：住
RPXOMLMKJHNFFAO56CA,崙子段,25.42,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPXOMLMKJHNFFAO56CA,崙子段,1.71,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPXOMLMKJHNFFAO56CA,崙子段,.90,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPUOMLLKJHNFFAO78CA,民富段,107.00,都市：住
RPUOMLLKJHNFFAO78CA,民富段,4.00,都市：其他
RPPOMLLJKHNFFAO28CA,光武段,3.50,都市：住
RPUPMLQKJHNFFAO76CA,民主段,66.00,都市：住
RPUPMLQKJHNFFAO76CA,民主段,66.00,都市：住
RPUPMLQKJHNFFAO76CA,民主段,66.00,都市：住
RPUPMLQKJHNFFAO76CA,民主段,66.00,都市：住
RPUPMLQKJHNFFAO76CA,民主段,66.00,都市：住
RPUPMLQKJHNFFAO76CA,民主段,66.00,都市：住
RPUPMLQKJHNFFAO76CA,民主段,20.00,都市：住
RPUPMLQKJHNFFAO76CA,民主段,20.00,都市：住
RPSPMLOJJHNFFAO09EA,育賢段,611.67,都市：住
RPUSMLRKJHNFFAO17CA,長春段,64.00,都市：住
RPOPMLPKJHNFFAO68CA,和平段,80.00,都市：住
RPOPMLPKJHNFFAO68CA,和平段,5.00,都市：其他
