鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
中壢區,建物,桃園市中壢區溪洲街267巷1~30號,0.0,住,,,1061201,土地0建物1車位0,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940519,113.48,3,2,2,有,有,無,13000,115,,0.0,0,,RPSNMLMJJHNFFBH08CC
中壢區,房地(土地+建物)+車位,桃園市中壢區松仁路1~30號,21.9,住,,,1070101,土地1建物1車位2,十層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050122,178.53,2,2,1,有,有,有,16500,92,坡道平面,64.88,0,,RPWNMLMJJHNFFBH48CC
楊梅區,建物,桃園市楊梅區梅獅路二段181~210號,0.0,住,,,1061201,土地0建物1車位1,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030105,157.94,3,2,2,有,有,無,13000,82,坡道平面,37.04,0,,RPSNMLMJJHNFFDH28CC
楊梅區,建物,桃園市楊梅區福羚路61~90號,0.0,住,,,1061201,土地0建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840126,76.67,2,1,1,有,有,無,8500,111,,0.0,0,,RPTNMLMJJHNFFDH38CC
平鎮區,房地(土地+建物),桃園市平鎮區上海路181~210號,30.29,商,,,1061201,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0851108,70.2,2,2,1,有,無,有,8000,114,,0.0,0,,RPUNMLMJJHNFFGH88DC
平鎮區,房地(土地+建物),桃園市平鎮區文心路121~150號,13.13,商,,,1061201,土地1建物1車位0,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060817,57.71,2,2,1,有,無,有,16500,286,,0.0,0,,RPVNMLMJJHNFFGH98DC
龜山區,房地(土地+建物),桃園市龜山區文化三路361~390號,330.75,住,,,1061201,土地3建物1車位0,一層,2,店面(店鋪),見其他登記事項,鋼筋混凝土造,0991104,405.82000000000005,0,0,0,無,無,無,120000,296,,0.0,0,,RPPOMLNJJHNFFHH58CC
中壢區,房地(土地+建物)+車位,桃園市中壢區長興街1~30號,17.95,住,,,1070101,土地1建物1車位1,十一層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1011128,96.66,2,1,1,有,有,有,15000,155,坡道平面,31.37,3000,,RPTNMLNJJHNFFBH28CC
中壢區,建物,桃園市中壢區龍興路668巷1~30號,0.0,住,,,1061201,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840809,122.39,3,2,2,有,有,無,12000,98,,0.0,0,,RPUNMLNJJHNFFBH38CC
中壢區,房地(土地+建物),桃園市中壢區天祥二街1~30號,23.15,住,,,1061201,土地1建物1車位0,四層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830303,114.81,3,2,2,有,有,有,9700,84,,0.0,0,,RPVNMLOJJHNFFBH58CC
