鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
西屯區,房地(土地+建物),臺中市西屯區西屯路二段31~60號,182.0,住,,,1070101,土地2建物2車位0,一層,6,店面(店鋪),商業用,鋼筋混凝土造,0661214,89.9,0,0,0,無,無,有,50000,556,,0.0,0,,RPWOMLMJJHNFFCB08CC
豐原區,房地(土地+建物),臺中市豐原區東陽路31~60號,1310.13,,山坡地保育區,丁種建築用地,1061207,土地2建物2車位0,見其他登記事項,1,工廠,工業用,鋼造,0691016,991.74,0,0,0,無,無,無,60000,,,0.0,0,租本地號上增建或未登記建物面積共約991.74平方公尺(約300坪),RPQNMLMJJHNFFDB47CC
西屯區,房地(土地+建物),臺中市西屯區工業區十路1~30號,9554.0,工,,,1061220,土地1建物2車位0,一層,2,工廠,工業用,加強磚造,0770825,6278.97,0,0,0,無,無,有,218744,,,0.0,0,本件是續租之契約，承租之標的，建坪約354坪，租金之營業稅由承租方負擔,RPUPMLMJJHNFFCB08DC
烏日區,房地(土地+建物)+車位,臺中市烏日區公園路61~90號,18.45,住,,,1061209,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050108,163.10000000000002,3,2,2,有,有,有,26000,159,坡道平面,23.67,0,租金含管理費。,RPWQMLNJJHNFFIB98CC
西屯區,房地(土地+建物)+車位,臺中市西屯區西屯路二段241~270號,9.53,住,,,1061207,土地1建物1車位1,十一層,14,套房(1房1廳1衛),住家用,鋼筋混凝土造,1011121,92.25999999999999,1,1,1,有,有,有,17000,184,坡道機械,30.54,0,租金還有含一個機車車位,RPSPMLNJJHNFFCB87CC
西屯區,房地(土地+建物)+車位,臺中市西屯區大容東街61~90號,16.36,住,,,1061207,土地1建物1車位2,六層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0960320,176.18,3,2,2,有,有,有,36000,204,坡道機械,33.16,0,租金還有含一個機車位及管理費。,RPWPMLNJJHNFFCB28CC
西屯區,房地(土地+建物),臺中市西屯區西屯路二段241~270號,4.05,商,,,1061209,土地1建物1車位0,十一層,11,套房(1房1廳1衛),住家用,鋼筋混凝土造,0990201,71.94,1,1,1,有,有,有,17000,236,,0.0,0,,RPOQMLNJJHNFFCB57CC
西屯區,房地(土地+建物)+車位,臺中市西屯區惠中路一段181~210號,13.12,其他,,,1061208,土地1建物1車位1,七層,29,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0990211,243.93,4,2,2,有,有,有,45000,184,坡道平面,15.11,0,,RPPQMLNJJHNFFCB67CC
北屯區,建物,臺中市北屯區崇德二路二段211~240號,0.0,商,,,1061228,土地0建物1車位2,十四層,21,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051118,252.97,4,2,2,有,無,有,35000,138,坡道平面,62.96,0,,RPXOMLOJJHNFFBB28CC
北區,房地(土地+建物),臺中市北區錦新街1~30號,13.77,住,,,1061205,土地2建物1車位0,十二層,12,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0980120,338.51,0,0,0,無,有,無,51000,151,,0.0,0,,RPVPMLOJJHNFFBB18CC
中區,房地(土地+建物),臺中市中區三民路二段31~60號,26.05,住,,,1070101,土地1建物1車位0,見其他登記事項,12,店面(店鋪),見其他登記事項,鋼筋混凝土造,0791116,132.34,0,0,0,無,無,有,26000,196,,0.0,0,,RPXQMLOJJHNFFAB38CC
西區,建物,臺中市西區五權路1~30號,0.0,商,,,1061214,土地0建物0車位0,十二層,12,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0741226,214.88,0,0,0,無,有,無,27000,126,,0.0,0,,RPXNMLPJJHNFFAB18CC
