鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
卑南鄉,土地,龍過脈段781~810地號,380.97,,山坡地保育區,丙種建築用地,1061208,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4000000,10500,,0.0,0,含增建或未登記建物。,RPUNMLNJJHNFFAV86CA
台東市,房地(土地+建物),臺東縣臺東市知本路三段398巷1~30號,125.95,住,,,1060805,土地1建物1車位0,全,三層,透天厝,見其他登記事項,見其他登記事項,1060927,204.95,4,2,4,有,無,7560000,36887,,0.0,0,,RPQOMLNJJHNFFAV56CA
卑南鄉,房地(土地+建物),臺東縣卑南鄉太平路451~480號,60.0,,鄉村區,乙種建築用地,1060808,土地1建物1車位0,全,二層,透天厝,,見其他登記事項,0660115,62.64,2,2,1,有,無,2500000,39911,,0.0,0,,RPSOMLNJJHNFFAV76CA
台東市,房地(土地+建物),臺東縣臺東市中華路二段214巷31~60號,103.0,住,,,1061127,土地1建物2車位0,全,一層,透天厝,住家用,見其他登記事項,0610710,54.02,4,2,5,有,無,4500000,83302,,0.0,0,,RPSNMLOJJHNFFAV76CA
卑南鄉,土地,鎮樂段631~660地號,5170.0,,山坡地保育區,農牧用地,1060926,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4000000,774,,0.0,0,,RPUNMLPJJHNFFAV07CA
東河鄉,土地,北佳里段391~420地號,7117.33,,風景區,農牧用地,1061215,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,17000000,2389,,0.0,0,含農舍一棟,RPQNMLPJJHNFFBV76CA
卑南鄉,土地,初鹿段3841~3870地號,740.0,,特定農業區,水利用地,1061129,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,380000,514,,0.0,0,,RPOOMLNJJHNFFAV09DA
台東市,土地,光明段301~330地號,3.35,其他,,,1061219,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7681,2293,,0.0,0,協議價購,RPTNMLPJJHNFFAV07DA
台東市,土地,光明段301~330地號,4.32,其他,,,1061219,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10896,2522,,0.0,0,協議價購,SPTNMLPJJHNFFAV17DA
台東市,土地,光明段301~330地號,5.83,其他,,,1061219,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,14698,2521,,0.0,0,協議價購,TPTNMLPJJHNFFAV27DA
