編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPPOMLOJJHNFFAI87CA,車店段,2.00,都市：住
RPVOMLSJJHNFFAI88CA,同興段,1139.00,都市：住
RPXNMLOJJHNFFAI58CA,竹村段,226.98,都市：工
RPXNMLOJJHNFFAI58CA,竹村段,24.25,都市：工
RPUOMLMJKHNFFAI28CA,同興段,864.00,都市：工
RPUOMLMJKHNFFAI28CA,同興段,60.25,都市：工
RPWNMLNJJHNFFAI38CA,白川段,42.00,都市：住
RPWNMLNJJHNFFAI38CA,白川段,7.00,都市：住
RPPOMLMJJHNFFAI67CA,下路頭段,80.00,都市：住
RPVNMLLKJHNFFAI38EA,中庄段,36.00,都市：住
RPWOMLOJJHNFFAI58CA,湖內段,19.84,都市：住
RPQPMLNJJHNFFAI97CA,下路頭段,4.89,都市：住
RPTNMLOJJHNFFAI38EA,榮段一小段,56.00,都市：住
RPTNMLOJJHNFFAI38EA,檜段七小段,17.00,都市：住
RPPOMLQJJHNFFAI08CA,台斗坑段,11.44,都市：住
RPPPMLMLJHNFFAI97CA,竹圍子段一小段,16.30,都市：住
RPPNMLPJJHNFFAI08EA,興村段,8.02,都市：商
RPPNMLPKJHNFFAI18EA,湖內段,21.68,都市：住
RPOOMLPKJHNFFAI97CA,何庄段,559.90,都市：農
RPOOMLPKJHNFFAI97CA,何庄段,48.14,都市：農
RPUNMLOLJHNFFAI48CA,車店段車店小段,5.25,都市：住
RPRNMLLJKHNFFAI97EA,車店段,15.74,都市：住
RPRNMLLJKHNFFAI97EA,白川段,2.50,都市：住
RPQPMLMKJHNFFAI97CA,港子坪段,2.09,都市：住
RPQPMLMKJHNFFAI97CA,港子坪段港坪小段,20.62,都市：住
RPQOMLLKJHNFFAI77CA,竹圍子段一小段,10.27,都市：住
RPXOMLMKJHNFFAI58CA,同興段,12.30,都市：住
RPPNMLSKJHNFFAI28CA,下埤段,668.58,都市：農
RPPNMLSKJHNFFAI28CA,下埤段,668.58,都市：農
RPQNMLTJJHNFFAI38CA,盧厝段,6.52,都市：住
RPSOMLTJJHNFFAI68CA,同興段,72.00,都市：住
RPSOMLTJJHNFFAI68CA,同興段,10.00,都市：其他
RPRNMLOKJHNFFAI08CA,遠東段,4.67,都市：住
RPPOMLSJJHNFFAI28CA,中山段七小段,90.00,都市：住
RPPNMLQJJHNFFAI97CA,竹村段,29.65,都市：農
RPPNMLQJJHNFFAI97CA,竹村段,66.90,都市：住
RPPNMLQJJHNFFAI97CA,竹村段,.16,都市：住
RPPNMLQJJHNFFAI97CA,竹村段,27.00,都市：住
RPOOMLOJJHNFFAI77CA,竹村段,226.98,都市：工
RPOOMLOJJHNFFAI77CA,竹村段,24.25,都市：工
RPTNMLPJJHNFFAI28CA,竹村段,18.71,都市：住
RPVNMLPJJHNFFAI48CA,民族段五小段,49.83,都市：商
RPSOMLOJJHNFFAI18CA,湖東段,73.00,都市：住
RPXNMLPJJHNFFAI68CA,短竹段,17.55,都市：住
RPROMLKKJHNFFAI77CA,下路頭段,85.00,都市：住
RPPNMLSJJHNFFAI18CA,盧厝段,114.00,都市：農
RPPNMLSJJHNFFAI18CA,盧厝段,114.00,都市：農
RPSNMLOKJHNFFAI18CA,盧厝段,38.12,都市：住
