編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPXNMLLJQHJFFAD28CC,新南段,413.00,都市：住
RPVNMLLJQHJFFCD28CC,虎尾寮段,3.17,都市：住
RPTNMLLJQHJFFER07CC,北勢段,5941.00,非都市：特定專用區 ; 非都市編定：甲種建築用地
RPOOMLMJQHJFFHR07CC,蜈蜞潭段,24.50,都市：住
RPPNMLMJQHJFFDR66CC,佳里段,87.00,都市：住
RPQOMLOJQHJFFHR47CC,兵南段,.00,都市：住
RPVNMLOJQHJFFER57CC,大榮段,13.59,都市：其他
RPVNMLOJQHJFFER57CC,大榮段,.74,都市：其他
RPVNMLOJQHJFFER57CC,大榮段,9.17,都市：其他
RPSNMLPJQHJFFDR37DC,仁得段,445.75,都市：住
RPTOMLRJQHJFFAD58CC,金華段,8.37,都市：商
RPUPMLRJQHJFFAD78CC,金華段,17.46,都市：住
RPPQMLRJQHJFFAD38CC,建興段,23.00,都市：其他
RPPQMLRJQHJFFAD38CC,建興段,26.00,都市：其他
RPQQMLRJQHJFFAD48CC,建興段,23.00,都市：其他
RPQQMLRJQHJFFAD48CC,建興段,26.00,都市：其他
RPRQMLRJQHJFFAD58CC,建興段,23.00,都市：其他
RPRQMLRJQHJFFAD58CC,建興段,26.00,都市：其他
RPOOMLSJQHJFFAD18CC,永安段,74.70,都市：住
RPTOMLSJQHJFFCD98DC,公英段,449.50,都市：住
RPXOMLSJQHJFFCD76DC,竹篙厝段,5.37,都市：住
RPXNMLSJQHJFFER18CC,信義段,78.04,都市：住
RPTNMLLKQHJFFER17CC,善中段,85.20,都市：住
RPRNMLNKQHJFFER17CC,光文段,122.19,都市：住
RPSNMLNKQHJFFER27CC,光文段,122.19,都市：住
RPSNMLNKQHJFFHR57CC,鹽東段,.00,都市：住
RPTNMLNKQHJFFHR67CC,國聖段,.00,都市：住
RPTNMLNKQHJFFHR67CC,國聖段,.00,都市：住
RPVNMLNKQHJFFHR87CC,大灣段,.00,都市：住
RPWNMLNKQHJFFHR97CC,鹽東段,.00,都市：住
RPQOMLNKQHJFFHR47CC,六甲頂段,.00,都市：住
RPROMLNKQHJFFHR57CC,埔園段,.00,都市：住
RPPNMLNKQHJFFAD77CC,保安段,804.00,都市：其他
RPRNMLNKQHJFFAD97CC,保安段,804.00,都市：其他
RPROMLNKQHJFFAD08CC,東豐段,.00,都市：住
RPTOMLNKQHJFFAD28CC,南寧段,.00,都市：住
RPWOMLNKQHJFFAD58CC,北元段,.00,都市：住
RPUOMLNKQHJFFCD58CC,鹽埕段,261.00,都市：住
RPPNMLOKQHJFFCD08CC,竹篙厝段,.00,都市：住
RPVNMLOKQHJFFFR77CC,民安段,139.24,都市：住
RPVNMLOKQHJFFFR77CC,民安段,138.14,都市：住
RPVNMLOKQHJFFFR77CC,民安段,139.96,都市：住
RPVNMLOKQHJFFFR77CC,民安段,137.92,都市：住
RPXNMLPKQHJFFFR08CC,德南段,109.57,都市：住
RPXNMLPKQHJFFFR08CC,德南段,135.09,都市：住
RPOPMLPKQHJFFCD28CC,龍山段,52.00,都市：其他
RPPPMLPKQHJFFCD38CC,竹篙厝段,85.09,都市：住
RPOOMLPKQHJFFAD97CC,永樂段二小段,.00,都市：商
RPOOMLPKQHJFFAD97CC,永樂段二小段,.00,都市：商
RPWNMLQKQHJFFAD78CC,金城段,.00,都市：住
RPXNMLQKQHJFFAD88CC,漁港段,.00,都市：住
RPTOMLQKQHJFFCD78CC,新東段,.00,都市：商
RPUOMLQKQHJFFCD88CC,裕東段,.00,都市：住
RPVOMLQKQHJFFCD98CC,富強段,.00,都市：住
RPUNMLQKQHJFFHR08CC,蜈蜞潭段,.00,都市：住
RPPNMLQKQHJFFER27CC,光文段,122.19,都市：住
RPPNMLQKQHJFFER27CC,光文段,120.43,都市：住
RPQNMLQKQHJFFER37CC,番子寮段,43.75,非都市：特定專用區 ; 非都市編定：甲種建築用地
RPSPMLSKQHJFFER97CC,善南段,215.51,都市：住
RPRNMLSKQHJFFAD58DC,小北段,102.51,都市：住
RPPOMLSKQHJFFCD58CC,東光段,33.07,都市：商
RPQPMLSKQHJFFAD58CC,廣慈段,112.37,都市：商
RPQPMLSKQHJFFAD58CC,廣慈段,10.03,都市：商
RPSOMLTKQHJFFCD98CC,虎尾寮段,3.60,都市：住
RPOOMLTKQHJFFCD68DC,竹篙厝段,20.45,都市：住
RPQNMLTKQHJFFER67CC,新化段王公廟小段,108.00,非都市：鄉村區 ; 非都市編定：乙種建築用地
