編號,車位類別,車位價格,車位面積平方公尺
RPUOMLLJKHLFFFK68CA,坡道平面,0,
RPWNMLNJKHLFFFK98CA,坡道平面,0,
RPWNMLOJKHLFFDK88CA,坡道平面,0,
RPVNMLOJKHLFFFK98CA,坡道平面,0,43.43
RPWNMLOJKHLFFFK09CA,其他,0,
RPPOMLOJKHLFFFK48CA,坡道機械,550000,19.55
RPQOMLOJKHLFFFK58CA,坡道平面,850000,36.58
RPROMLOJKHLFFFK68CA,坡道機械,550000,19.55
RPOOMLRKKHLFFFK78CA,升降機械,550000,11.23
RPPOMLRKKHLFFFK88CA,升降機械,550000,10.19
RPQOMLRKKHLFFFK98CA,升降機械,550000,10.90
RPPNMLPJKHLFFDK28CA,坡道平面,0,
RPVNMLLJLHLFFDK68DA,一樓平面,0,
RPQNMLRKKHLFFDK68CA,坡道機械,0,
RPOOMLMJLHLFFFK28CA,坡道平面,0,30.23
RPRNMLSKKHLFFFK09CA,坡道平面,0,43.43
RPSOMLSKKHLFFFK66CA,升降機械,550000,19.55
RPVNMLRKKHLFFDK56CA,坡道平面,0,
RPRNMLTKKHLFFDK98CA,其他,0,
RPPNMLRJLHLFFBK38CA,其他,0,
RPWNMLMKMHLFFBK78CA,升降機械,0,
RPPNMLOLKHLFFDK38CA,坡道機械,0,
RPQNMLOKLHLFFFK68CA,坡道平面,900000,26.43
RPQNMLLKLHLFFDK18CA,坡道機械,0,10.67
RPVNMLOLKHLFFFK56CA,一樓平面,0,17.01
RPQOMLPLKHLFFFK88CA,升降機械,550000,10.19
RPSOMLPLKHLFFFK09CA,升降機械,500000,11.23
RPSNMLMJLHLFFDK38CA,坡道平面,900000,26.41
RPSNMLMJLHLFFDK38CA,坡道平面,900000,26.41
RPTNMLMJLHLFFDK48CA,坡道平面,900000,26.41
RPWNMLPLKHLFFFK76CA,升降機械,550000,10.19
RPOOMLPLKHLFFFK68CA,升降機械,500000,9.96
RPUNMLQLKHLFFFK66CA,坡道機械,0,7.71
RPWNMLQLKHLFFFK86CA,坡道機械,0,7.71
RPXNMLQLKHLFFFK96CA,坡道機械,0,7.71
RPOOMLQLKHLFFFK78CA,坡道機械,0,7.71
