鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
新興區,建物,高雄市新興區五福二路1~30號,0.0,商,,,1070101,土地0建物1車位0,四層,11,辦公商業大樓,,鋼筋混凝土造,0790818,208.38,0,0,0,無,有,無,19000,91,,0.0,0,,RPSNMLLKJHNFFBE77CC
新興區,建物,高雄市新興區中山一路91~120號,0.0,商,,,1070101,土地0建物1車位0,九層,10,辦公商業大樓,,鋼筋混凝土造,0651124,33.12,0,0,0,無,有,無,6000,181,,0.0,0,9樓為整層屋主自行隔間出租.租金含水費,RPTNMLLKJHNFFBE87CC
前鎮區,房地(土地+建物),高雄市前鎮區鎮東二街121~150號,306.0,住,,,1061201,土地6建物6車位0,全,2,透天厝,住商用,加強磚造,0580225,541.78,0,0,0,無,無,有,41666,77,,0.0,0,,RPVNMLLKJHNFFCE18CC
三民區,房地(土地+建物),高雄市三民區明誠一路661~690號,207.81,住,,,1061201,土地1建物1車位0,一層,5,店面(店鋪),住商用,鋼筋混凝土造,0921201,52.69,0,0,0,無,無,無,85000,1613,,0.0,0,,RPTNMLLKJHNFFDE08CC
三民區,房地(土地+建物),高雄市三民區高雄市三民區建工路904巷35弄1~30號,56.07,商,,,1070101,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,0551020,73.92,2,2,2,有,無,有,9000,122,,0.0,0,,RPWNMLLKJHNFFDE38CC
三民區,建物,高雄市三民區熱河二街1~30號,28.22,住,,,1061219,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),,鋼筋混凝土造,0780413,181.78000000000003,4,2,2,有,有,無,17000,94,,0.0,0,,RPPOMLLKJHNFFDE77CC
三民區,房地(土地+建物),高雄市三民區莊敬路211~240號,85.18,住,,,1070101,土地1建物1車位0,全,3,透天厝,,鋼筋混凝土造,0661217,192.03,3,3,4,有,無,有,36000,187,,0.0,0,,RPSOMLLKJHNFFDE08CC
三民區,房地(土地+建物),高雄市三民區建國二路1~30號,6.22,商,,,1070101,土地1建物1車位0,四層,12,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0690721,69.77,2,2,2,有,有,有,9000,129,,0.0,0,,RPQPMLLKJHNFFDE97CC
左營區,房地(土地+建物),高雄市左營區安吉街421~450號,956.0,商,,,1070101,土地1建物1車位0,十一層,3,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941123,87.28,3,2,2,有,無,有,21000,241,,0.0,0,,RPWNMLLKJHNFFEE48CC
鳳山區,房地(土地+建物),高雄市鳳山區五福二路1~30號,1584.66,住,,,1070101,土地1建物1車位0,一層,2,店面(店鋪),住商用,鋼造,0800925,1793.92,0,0,0,無,無,無,290000,162,,0.0,0,,RPPOMLLKJHNFFGE08CC
鳳山區,房地(土地+建物),高雄市鳳山區民生路121~150號,28.57,住,,,1070101,土地2建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701205,88.91,3,2,2,有,無,有,10000,112,,0.0,0,,RPQOMLLKJHNFFGE18CC
鳳山區,房地(土地+建物),高雄市鳳山區鳳松路151~180號,126.0,住,,,1061201,土地1建物1車位0,全,3,透天厝,見其他登記事項,加強磚造,0630304,271.14,9,3,4,有,無,有,38000,140,,0.0,0,,RPROMLLKJHNFFGE28CC
岡山區,房地(土地+建物),高雄市岡山區中山北路122巷46弄1~30號,75.0,商,,,1070101,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0861217,146.7,5,2,3,有,無,有,15000,102,,0.0,0,,RPUNMLLKJHNFFFE38CC
橋頭區,房地(土地+建物),高雄市橋頭區南溝路二段1~30號,71.37,住,,,1070101,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0810401,191.53,6,2,4,有,無,有,16000,84,,0.0,0,,RPQNMLMKJHNFFFE08CC
仁武區,土地,烏林段811~840地號,981.82,,一般農業區,丁種建築用地,1061214,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,81000,82,,0.0,0,建物無保存登記270坪,RPWNMLMKJHNFFIE98CC
鳳山區,建物,高雄市鳳山區海洋一路60巷1~30號,32.68,住,,,1070101,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701024,104.22,4,2,2,有,無,無,12500,120,,0.0,0,,RPWNMLMKJHNFFGE78CC
鳳山區,房地(土地+建物),高雄市鳳山區新生街一段61~90號,21.18,住,,,1070101,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700505,60.68,3,2,2,有,無,無,6500,107,,0.0,0,,RPPPMLMKJHNFFGE28CC
鳳山區,房地(土地+建物),高雄市鳳山區文龍東路271~300號,136.78,住,,,1061201,土地1建物1車位0,全,4,透天厝,見其他登記事項,見其他登記事項,1031210,292.61,0,0,0,無,無,無,65000,222,,0.0,0,,RPRPMLMKJHNFFGE48CC
左營區,房地(土地+建物),高雄市左營區重建路1~30號,7.97,商,,,1061201,土地1建物1車位0,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950410,95.2,2,2,1,有,有,有,15000,158,,0.0,0,租金含管理費1440元,RPPOMLMKJHNFFEE97CC
左營區,房地(土地+建物),高雄市左營區立文路61~90號,15.83,商,,,1070101,土地1建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030327,87.46,2,1,1,有,有,有,19000,217,,0.0,0,,RPQOMLMKJHNFFEE08CC
前鎮區,房地(土地+建物)+車位,高雄市前鎮區育樂路1~30號,7.94,其他,,,1061201,土地1建物1車位1,九層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871117,52.94,2,2,1,有,無,無,14000,264,坡道機械,13.5,0,,RPRNMLMKJHNFFCE87CC
鼓山區,房地(土地+建物)+車位,高雄市鼓山區神農路151~180號,76.86,商,,,1070101,土地1建物1車位2,二十二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970826,438.49,6,3,3,有,有,無,75000,171,坡道平面,39.2,0,,RPXNMLMKJHNFFAE28CC
新興區,房地(土地+建物),高雄市新興區八德二路31~60號,19.96,商,,,1070101,土地1建物1車位0,全,3,透天厝,,加強磚造,0540820,60.44,4,2,3,有,無,無,15000,248,,0.0,0,簽約日107/1/7，生效日107/1/14,RPUNMLMKJHNFFBE08CC
新興區,房地(土地+建物),高雄市新興區八德二路31~60號,19.96,商,,,1070101,土地1建物1車位0,全,3,透天厝,,加強磚造,0540820,30.0,4,2,3,有,無,無,15000,500,,0.0,0,租賃標的為增建簽約日107/1/7，生效日107/2/1,RPVNMLMKJHNFFBE18CC
新興區,房地(土地+建物),高雄市新興區五福二路151~180號,66.0,商,,,1070101,土地1建物1車位0,全,3,透天厝,住商用,加強磚造,0540211,57.33,0,0,0,無,無,無,45000,785,,0.0,0,租賃期間：民國107年3月15日起，至民國112年3月14日止,RPRNMLNKJHNFFBE87CC
新興區,房地(土地+建物),高雄市新興區復興一路61~90號,5.97,商,,,1061219,土地1建物1車位0,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041023,71.78999999999999,2,1,1,有,有,有,23000,320,,0.0,0,,RPTNMLNKJHNFFBE08CC
新興區,房地(土地+建物),高雄市新興區中山一路151~180號,66.0,其他,,,1061201,土地1建物1車位0,見其他登記事項,4,店面(店鋪),,見使用執照,03704,259.97,0,0,0,無,無,無,30000,115,,0.0,0,,RPVNMLNKJHNFFBE28CC
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術南五街181~210號,12.1,住,,,1061219,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040409,116.08,2,1,1,有,有,有,22000,190,升降機械,15.53,0,,RPRNMLNKJHNFFAE77CC
前鎮區,房地(土地+建物)+車位,高雄市前鎮區英明路5巷1~30號,20.33,住,,,1061218,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020918,162.51999999999998,3,2,2,有,有,有,26500,163,坡道平面,28.15,0,,RPVNMLNKJHNFFCE38CC
前鎮區,房地(土地+建物)+車位,高雄市前鎮區中山二路61~90號,15.52,商,,,1061220,土地1建物1車位1,十一層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981224,225.98000000000002,4,2,2,有,有,有,42000,186,坡道平面,17.32,0,,RPWNMLNKJHNFFCE48CC
前鎮區,房地(土地+建物),高雄市前鎮區中山二路181~210號,4.34,商,,,1061218,土地1建物1車位0,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000125,52.56999999999999,1,1,1,有,有,有,14000,266,,0.0,0,,RPXNMLNKJHNFFCE58CC
左營區,建物,高雄市左營區博愛二路422巷1~30號,0.0,住,,,1061201,土地0建物1車位0,見其它登記事項,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870217,134.68,3,2,2,有,無,有,14500,108,,0.0,0,3+4樓,RPPNMLNKJHNFFEE97CC
三民區,房地(土地+建物),高雄市三民區大福街151~180號,18.28,住,,,1061220,土地1建物1車位0,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880703,109.74,3,2,2,有,有,有,15000,137,,0.0,0,,RPRNMLNKJHNFFDE08CC
三民區,房地(土地+建物),高雄市三民區民族一路421~450號,5.23,商,,,1070101,土地1建物1車位0,二十三層,28,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891009,82.84,2,2,1,有,有,有,13800,167,,0.0,0,,RPSNMLNKJHNFFDE18CC
左營區,房地(土地+建物),高雄市左營區華夏路1711~1740號,9.02,住,,,1070101,土地1建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951107,79.29,2,2,1,有,有,有,12000,151,,0.0,0,,RPWOMLPKJHNFFEE98CC
左營區,房地(土地+建物),高雄市左營區富國路421~450號,99.0,住,,,1070101,土地1建物1車位0,一層,5,店面(店鋪),住商用,鋼筋混凝土造,0941018,55.54,0,0,0,無,無,有,55000,990,,0.0,0,本透天店面是透天五樓，本次承租只租一樓店面,RPXOMLPKJHNFFEE09CC
鳳山區,房地(土地+建物),高雄市鳳山區武營路52巷70弄1~30號,57.0,住,,,1070101,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0770915,136.79,4,2,3,有,無,無,13000,95,,0.0,0,,RPTPMLPKJHNFFGE98CC
鼓山區,房地(土地+建物),高雄市鼓山區美術東三路31~60號,9.54,住,,,1061201,土地1建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940531,81.33,2,2,1,有,有,有,14000,172,,0.0,0,,RPOOMLPKJHNFFAE77CC
鼓山區,房地(土地+建物),高雄市鼓山區明華路301~330號,40.19,商,,,1070101,土地1建物1車位0,一層,20,辦公商業大樓,商業用,鋼筋混凝土造,0810131,538.55,0,0,0,無,有,無,160000,297,,0.0,0,,RPROMLPKJHNFFAE08CC
苓雅區,房地(土地+建物),高雄市苓雅區新光路62巷1~30號,8.92,商,,,1061220,土地1建物1車位0,十四層,35,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860421,113.37,3,2,1,有,有,有,15000,132,,0.0,0,,RPPNMLPKJHNFFBE87CC
苓雅區,建物,高雄市苓雅區新光路62巷1~30號,0.0,商,,,1070101,土地0建物1車位0,八層,35,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860421,120.6,3,2,2,有,有,有,11000,91,,0.0,0,,RPROMLPKJHNFFBE18CC
大寮區,房地(土地+建物),高雄市大寮區大同街361~390號,28.99,住,,,1061220,土地1建物1車位0,二層,2,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,0850430,180.45,1,2,2,有,無,無,12000,67,,0.0,0,,RPXNMLPKJHNFFLE07CC
苓雅區,房地(土地+建物),高雄市苓雅區自強三路1~30號,1.44,住,,,1061201,土地1建物1車位0,二十八層,85,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,0880401,39.4,1,0,1,有,有,有,7500,190,,0.0,0,,RPWNMLQKJHNFFBE68CC
苓雅區,房地(土地+建物),高雄市苓雅區自強三路1~30號,1.68,住,,,1061201,土地1建物1車位0,二十五層,85,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,0880401,43.91,1,0,1,有,有,有,7500,171,,0.0,0,,RPXNMLQKJHNFFBE78CC
苓雅區,房地(土地+建物)+車位,高雄市苓雅區和平一路61~90號,23.14,商,,,1061223,土地1建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941206,220.7,3,2,2,有,有,有,42000,190,坡道平面,35.28,0,,RPQOMLQKJHNFFBE18CC
苓雅區,建物,高雄市苓雅區新光路62巷1~30號,0.0,商,,,1070101,土地0建物1車位0,二十一層,35,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860421,144.28,3,2,2,有,有,有,13043,90,,0.0,0,,RPWOMLQKJHNFFBE78CC
