鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
中山區,建物,臺北市中山區新生北路二段58巷1~30號,0.0,商,,,1061229,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0701130,90.31,3,2,2,有,無,無,26000,288,,0.0,0,,RPPNMLLKJHNFFCA17CC
中山區,建物,臺北市中山區北安路595巷20弄1~30號,0.0,住,,,1061226,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700717,114.01,3,2,2,有,無,無,28000,246,,0.0,0,,RPQNMLLKJHNFFCA27CC
中山區,建物,臺北市中山區松江路511~540號,0.0,住,,,1061226,土地0建物1車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,0731208,119.47,0,0,0,無,有,無,40000,335,,0.0,0,,RPSNMLLKJHNFFCA47CC
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段123巷20弄1~30號,13.1,商,,,1070110,土地1建物1車位1,一層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0930302,107.75,3,2,2,有,有,有,33000,306,坡道平面,25.32,0,,RPTNMLLKJHNFFCA57CC
中山區,建物,臺北市中山區新生北路二段121~150號,0.0,商,,,1061227,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0700611,89.82000000000001,3,2,2,有,有,有,35000,390,,0.0,0,,RPXNMLLKJHNFFCA97CC
內湖區,建物,臺北市內湖區內湖路一段1巷9弄31~60號,0.0,住,,,1061227,土地0建物1車位1,見其他登記事項,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0790621,209.53,5,2,3,有,有,有,65000,310,坡道平面,0.0,0,,RPPOMLLKJHNFFCA27CC
內湖區,房地(土地+建物),臺北市內湖區港墘路91~120號,27.3,住,,,1070109,土地1建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730607,136.79,3,2,2,有,有,有,35000,256,,0.0,0,,RPROMLLKJHNFFCA47CC
中山區,建物,臺北市中山區林森北路361~390號,0.0,商,,,1070105,土地0建物1車位0,十五層,18,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0980916,62.290000000000006,1,1,1,有,有,有,41609,668,,0.0,0,,RPSOMLLKJHNFFCA57CC
中山區,建物,臺北市中山區新生北路二段31~60號,0.0,商,,,1070109,土地0建物1車位0,十三層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850718,79.97,2,1,1,有,有,有,45000,563,,0.0,0,,RPUOMLLKJHNFFCA77CC
中山區,建物,臺北市中山區中山北路二段65巷1~30號,0.0,商,,,1070105,土地0建物1車位0,八層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0901112,81.22999999999999,3,1,1,有,有,有,32000,394,,0.0,0,,RPWOMLLKJHNFFCA97CC
中山區,建物,臺北市中山區中山北路二段151~180號,0.0,商,,,1070108,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0951129,62.47,2,1,1,有,有,有,27000,432,,0.0,0,,RPXOMLLKJHNFFCA08CC
中山區,建物,臺北市中山區長安東路1~30號,0.0,商,,,1061222,土地0建物1車位0,五層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0700320,111.19999999999999,0,0,0,無,無,有,38000,342,,0.0,0,,RPVPMLLKJHNFFCA97CC
中山區,建物,臺北市中山區松江路184巷26弄1~30號,0.0,住,,,1061225,土地0建物1車位0,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0971202,54.269999999999996,2,2,1,有,有,有,35000,645,,0.0,0,,RPWQMLLKJHNFFCA18CC
