編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPROMLLKJHNFFIF58CC,國慶段,18.94,都市：住
RPVQMLLKJHNFFAF38CC,幸福段,18.82,都市：住
RPQSMLLKJHNFFAF08CC,仁愛段,.00,都市：其他
RPPOMLMKJHNFFIF48CC,大學段二小段,52.46,都市：住
RPPOMLMKJHNFFIF48CC,大學段二小段,3.99,都市：住
RPTPMLMKJHNFFAF18CC,樂利段,.00,都市：住
RPXOMLLKJHNFFDF68CC,同新段,17.44,都市：工
RPXOMLLKJHNFFDF68CC,同新段,.01,都市：工
RPXOMLLKJHNFFDF68CC,同新段,.00,都市：工
RPWNMLMKJHNFFGF88CC,光興段,.00,都市：住
RPPQMLMKJHNFFHF58CC,安平段,.00,都市：住
RPRNMLNKJHNFFHF58CC,健康段,.00,都市：工
RPUPMLMKJHNFFHF98CC,國光段,.00,都市：商
RPPNMLNKJHNFFIF48CC,大學段二小段,17.18,都市：住
RPUNMLLKJHNFFDF28CC,大同段,4.45,都市：住
RPTNMLMKJHNFFBF08CC,建林段,47.41,都市：住
RPQNMLNKJHNFFIF58CC,大學段一小段,32.88,都市：住
RPPNMLNKJHNFFCF87CC,復興段,.00,都市：工
RPTNMLOKJHNFFEF58CC,沙崙段,28.62,都市：住
RPVOMLPKJHNFFBF68CC,興化段,185.06,都市：工
RPORMLPKJHNFFBF28CC,民安段,20.64,都市：住
RPQOMLLKJHNFFHF38CC,健康段,85.23,都市：工
RPOPMLLKJHNFFHF28CC,中正段,.00,都市：商
RPSPMLLKJHNFFHF68CC,公園段,.00,都市：住
RPOOMLPKJHNFFIF68CC,大學段一小段,155.57,都市：住
RPSNMLPKJHNFFDF58DC,厚德段,.00,都市：住
RPRNMLPKJHNFFDF48DC,厚德段,.00,都市：住
RPTNMLPKJHNFFDF68DC,厚德段,.00,都市：住
RPUNMLPKJHNFFDF78DC,厚德段,.00,都市：住
RPUNMLPKJHNFFEF78CC,馬偕段,6.69,都市：工
RPWNMLPKJHNFFEF98CC,馬偕段,8.51,都市：工
RPPQMLPKJHNFFEF58CC,後厝段土地公坑小段,15.27,非都市：山坡地保育區 ; 非都市編定：丙種建築用地
RPPQMLPKJHNFFEF58CC,後厝段北勢子小段,68.37,非都市：山坡地保育區 ; 非都市編定：丙種建築用地
RPQNMLPKJHNFFDF28CC,智興段,.00,都市：商
RPVOMLQKJHNFFHF76CC,員山段,.00,都市：工
RPXNMLQKJHNFFHF86CC,信和段,.00,都市：住
RPXNMLQKJHNFFHF86CC,信和段,.00,都市：住
RPXNMLQKJHNFFHF86CC,信和段,.00,都市：住
RPWPMLPKJHNFFHF86CC,水源段,.00,都市：商
RPVPMLPKJHNFFHF76CC,中安段,.00,都市：其他
RPRNMLQKJHNFFGF78CC,光興段,.00,都市：其他
RPXPMLPKJHNFFHF96CC,保生段,28.09,都市：住
RPPQMLPKJHNFFHF88CC,盛昌段,9.73,都市：住
RPPQMLPKJHNFFHF88CC,盛昌段,5.68,都市：住
RPQNMLQKJHNFFHF78CC,捷運段,.00,都市：其他
RPURMLQKJHNFFEF66CC,海天段,.00,都市：商
RPOPMLQKJHNFFAF18DC,港子嘴段,24.10,都市：住
RPQPMLQKJHNFFBF38CC,榮富段,.00,都市：住
