編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPOOMLMKJHNFFAU88CA,國民段,230.15,都市：農
RPSPMLPKJHNFFAU07CA,福祥段,248.25,都市：其他
RPXNMLRKJHNFFAU57CA,光榮段,924.62,非都市：一般農業區 ; 非都市編定：農牧用地
RPSNMLPKJHNFFAU86CA,富國段,100.00,都市：住
RPQOMLQKJHNFFAU86CA,嘉新段,42.00,都市：農
RPVNMLPKJHNFFAU17CA,裕民段,130.00,都市：其他
RPVNMLMKJHNFFAU86CA,民勤段,90.00,都市：住
RPROMLMKJHNFFAU56CA,富國段,3.67,都市：商
RPVOMLPKJHNFFAU27CA,稻園段,696.97,都市：農
RPROMLRKJHNFFAU07CA,初音段,110.13,非都市：特定農業區 ; 非都市編定：特定目的事業用地
RPWOMLQJKHNFFAU47CA,仁愛段,675.10,非都市：一般農業區 ; 非都市編定：農牧用地
RPROMLTKJHNFFAU27CA,樹林段,46.62,非都市：一般農業區 ; 非都市編定：甲種建築用地
RPROMLTKJHNFFAU27CA,樹林段,34.99,非都市：一般農業區 ; 非都市編定：甲種建築用地
RPROMLTKJHNFFAU27CA,樹林段,67.88,非都市：一般農業區 ; 非都市編定：甲種建築用地
RPROMLTKJHNFFAU27CA,樹林段,16.63,非都市：一般農業區 ; 非都市編定：甲種建築用地
RPROMLTKJHNFFAU27CA,樹林段,127.26,非都市：一般農業區 ; 非都市編定：甲種建築用地
RPVOMLQJKHNFFAU37CA,富國段,26.88,都市：住
RPQNMLPKJHNFFAU66CA,富國段,134.00,都市：住
RPWOMLPLJHNFFAU47CA,豐山段,2275.36,非都市：一般農業區 ; 非都市編定：農牧用地
RPRPMLRKJHNFFAU27DA,民享段,11.00,都市：住
RPRPMLRKJHNFFAU27DA,民享段,134.00,都市：住
RPXNMLPLJHNFFAU47CA,富國段,8.32,都市：商
RPOOMLPLJHNFFAU66CA,富國段,7.01,都市：商
RPVOMLNLJHNFFAU17CA,嘉南段,194.00,都市：住
RPTNMLPKJHNFFAU17EA,太昌段,139.00,都市：商
RPTNMLPKJHNFFAU17EA,太昌段,1.00,都市：商
RPTNMLSKJHNFFCU47CA,大庄段,952.13,非都市：一般農業區 ; 非都市編定：甲種建築用地
RPPPMLQJKHNFFAU86CA,仁禮段,25.97,都市：住
RPQOMLPLJHNFFAU86CA,慈惠段,258.17,都市：住
RPPNMLMLJHNFFAU98CA,樹人段,9.76,都市：商
RPPNMLMLJHNFFAU98CA,樹人段,9.10,都市：住
RPXOMLQJKHNFFAU57CA,莊敬段,36.80,都市：住
RPPNMLQKJHNFFCU86CA,瑞穗段,3254.00,非都市：特定農業區 ; 非都市編定：農牧用地
RPVNMLNLJHNFFAU07CA,永安段,100.91,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPQNMLMLJHNFFAU09CA,大漢段,2562.61,非都市：一般農業區 ; 非都市編定：農牧用地
RPROMLPLJHNFFAU96CA,德安段,10.12,都市：住
RPPNMLRKJHNFFAU76CA,林森段,80.00,都市：住
RPPPMLPKJHNFFAU76CA,太昌段,101.00,都市：住
RPRNMLRKJHNFFAU96CA,林森段,158.00,都市：住
RPRNMLRKJHNFFAU96CA,林森段,41.25,都市：住
RPUOMLPKJHNFFAU17CA,廣安段,83.04,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPUOMLPKJHNFFAU17CA,廣安段,8.41,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPTOMLKMJHNFFAU76CA,德安段,17.08,都市：住
RPTNMLRKJHNFFAU17CA,林森段,125.00,都市：住
RPUNMLRKJHNFFAU27CA,林森段,160.00,都市：住
RPUNMLRKJHNFFAU27CA,林森段,41.25,都市：住
RPWOMLPKJHNFFAU37CA,民孝段,16.45,都市：住
RPWOMLPKJHNFFAU37CA,民孝段,84.00,都市：住
RPRNMLPKJHNFFBU86CA,鳳光段,126.00,都市：住
RPQOMLRKJHNFFAU96CA,光輝段,1087.36,非都市：一般農業區 ; 非都市編定：農牧用地
RPSOMLRKJHNFFAU17CA,萬壽段三小段,7597.33,非都市：一般農業區 ; 非都市編定：農牧用地
RPPOMLRKJHNFFAU86CA,富國段,11.89,都市：住
RPXNMLQKJHNFFAU47CA,福興段,81.00,都市：住
RPXNMLSKJHNFFAU67CA,福興段,118.00,都市：住
RPXOMLRKJHNFFAU67CA,富國段,3.84,都市：商
RPVNMLQLJHNFFCU57CA,瑞強段,84.00,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPVNMLQKJHNFFAU27CA,慶豐段,333.00,都市：住
RPPNMLQKJHNFFBU76CA,達莫段,2590.35,非都市：特定農業區 ; 非都市編定：農牧用地
RPUOMLQKJHNFFAU27CA,仁和段,1546.55,非都市：特定農業區 ; 非都市編定：農牧用地
RPUOMLQKJHNFFAU27CA,仁和段,1555.87,非都市：特定農業區 ; 非都市編定：農牧用地
