鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
仁愛區,房地(土地+建物),基隆市仁愛區延平街31~60號,26.82,住,,,1061212,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0721129,123.43,3,2,2,有,無,6680000,54120,,0.0,0,,RPPNMLOKJHNFFBC37CA
信義區,房地(土地+建物),基隆市信義區崇法街181~210號,34.25,住,,,1061212,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680614,69.93,3,2,1,有,無,1800000,25740,,0.0,0,含增建或未登記建物。,RPTNMLPKJHNFFBC87CA
中正區,房地(土地+建物),基隆市中正區中正路601~630號,5.99,商,,,1061220,土地2建物1車位0,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1000520,30.520000000000003,2,1,2,有,有,2350000,76999,,0.0,0,,RPRNMLQKJHNFFBC77CA
信義區,房地(土地+建物),基隆市信義區深澳坑路168巷50弄31~60號,18.94,住,,,1061213,土地1建物1車位0,四層，夾層,四層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,0840610,65.31,2,2,2,有,無,1660000,25417,,0.0,0,,RPWNMLRKJHNFFBC38CA
仁愛區,建物,基隆市仁愛區愛一路61~90號,0.0,,,,1061222,土地0建物1車位0,三層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0671124,49.46,0,0,0,無,無,1200000,24262,,0.0,0,,RPQOMLMKJHNFFBC37CA
信義區,房地(土地+建物)+車位,基隆市信義區孝東路121~150號,23.64,住,,,1060430,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061018,197.87,3,2,2,有,有,9200000,49802,坡道平面,31.21,900000,,RPXOMLNLJHNFFBC28CA
仁愛區,房地(土地+建物),基隆市仁愛區愛九路1~30號,15.79,商,,,1061211,土地3建物2車位0,七層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0880824,193.87,4,2,2,有,有,14000000,72213,,0.0,0,此案件為2戶打通.有陽台外推.,RPUNMLLMJHNFFBC77CA
中正區,房地(土地+建物)+車位,基隆市中正區新豐街181~210號,11.86,住,,,1061222,土地1建物2車位1,十三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851129,106.24000000000001,1,2,1,有,無,3000000,28238,坡道平面,41.78,0,,RPVNMLMKKHNFFBC87CA
七堵區,房地(土地+建物),基隆市七堵區工東街1~30號,15.7,住,,,1061231,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841227,101.73,3,2,1,有,有,4250000,41777,,0.0,0,,RPPNMLNKJHNFFCC37CA
暖暖區,房地(土地+建物),基隆市暖暖區源遠路277巷1~30號,19.2,商,,,1061208,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0850212,76.87,3,2,2,有,無,3250000,42279,,0.0,0,,RPVNMLPKJHNFFCC18CA
