編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPTNMLPKJHNFFAO98CA,竹蓮段,179.38,都市：其他
RPSPMLMKJHNFFAO78CA,東橋段,.84,都市：住
RPSPMLMKJHNFFAO78CA,東橋段,13.08,都市：住
RPSPMLMKJHNFFAO78CA,東橋段,2.16,都市：住
RPQOMLPKJHNFFAO78CA,聚吉段,41.94,都市：商
RPWPMLPKJHNFFAO86CA,成德段,24.98,都市：住
RPXPMLPKJHNFFAO96CA,北門段,5.31,都市：住
RPXNMLPKJHNFFAO76CA,高翠段,100.58,都市：其他
RPXNMLPKJHNFFAO76CA,高翠段,1.75,都市：其他
RPSQMLLKJHNFFAO78CA,關東段,5.68,都市：其他
RPSQMLLKJHNFFAO78CA,關東段,265.39,都市：住
RPSQMLLKJHNFFAO78CA,關東段,2.40,都市：其他
RPSQMLLKJHNFFAO78CA,關東段,.29,都市：住
RPSQMLLKJHNFFAO78CA,關東段,1.97,都市：住
RPTPMLPKJHNFFAO56CA,東明段,28.94,都市：其他
RPTQMLLKJHNFFAO88CA,東明段,8.44,都市：其他
RPPQMLPKJHNFFAO88CA,長春段,20.42,都市：住
RPQPMLQKJHNFFAO98CA,中寮段,40.80,都市：住
RPOPMLQKJHNFFAO78CA,中寮段,42.63,都市：住
RPPOMLMKJHNFFAO38CA,光華段,64.00,都市：商
RPWNMLSKJHNFFAO96CA,忠孝段,2451.00,都市：工
RPUNMLSKJHNFFAO76CA,西濱段,9.73,都市：住
RPUOMLRKJHNFFAO76CA,北門段,13.97,都市：住
RPUOMLRKJHNFFAO76CA,北門段,16.08,都市：住
RPTNMLLLJHNFFAO68CA,西門段一小段,102.00,都市：商
RPUNMLMLJHNFFAO88CA,崙子段,7.59,都市：住
RPSNMLTKJHNFFAO66CA,光武段,.32,都市：商
RPSNMLTKJHNFFAO66CA,光武段,14.57,都市：商
RPVNMLOLJHNFFAO56CA,長春段,17.16,都市：其他
RPVNMLOLJHNFFAO56CA,長春段,.01,都市：住
RPVNMLOLJHNFFAO56CA,長春段,.01,都市：住
RPRNMLTKJHNFFAO56CA,光武段,.32,都市：商
RPRNMLTKJHNFFAO56CA,光武段,15.01,都市：商
RPPNMLSKJHNFFAO88CA,成德段,23.33,都市：住
RPPNMLSKJHNFFAO88CA,成德段,52.73,都市：住
RPOQMLQLJHNFFAO98CA,光武段,12.84,都市：住
RPOQMLQLJHNFFAO98CA,光武段,.02,都市：其他
RPOQMLQLJHNFFAO98CA,光武段,.01,都市：其他
RPOQMLQLJHNFFAO98CA,光武段,.00,都市：其他
RPPWMLRKJHNFFAO27EA,建華段,4.36,都市：住
RPTNMLMKJHNFFAO78DA,北門段,27.39,都市：住
RPTNMLMKJHNFFAO78DA,北門段,3.55,都市：其他
RPTNMLMKJHNFFAO78DA,北門段,.50,都市：其他
RPTNMLMKJHNFFAO78DA,北門段,.24,都市：住
