鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
苓雅區,房地(土地+建物),高雄市苓雅區永樂街121~150號,13.03,住,,,1061130,土地1建物1車位0,十九層,25,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0800125,225.6,3,2,2,有,有,無,16000,71,,0.0,0,租賃期間106年12月8日至107年12月7日,RPPNMLLJKIMFFBE47CC
苓雅區,房地(土地+建物),高雄市苓雅區四維四路211~240號,15.35,商,,,1061121,土地1建物1車位0,十層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0800824,174.89,0,0,0,無,無,無,13000,74,,0.0,0,,RPTNMLLJKIMFFBE87CC
新興區,建物,高雄市新興區中山一路241~270號,0.0,商,,,1061201,土地0建物1車位0,十二層,12,辦公商業大樓,,鋼筋混凝土造,0721227,38.03,0,0,0,無,有,有,6500,171,,0.0,0,附家具家電,RPTOMLLJKIMFFBE97CC
新興區,房地(土地+建物),高雄市新興區南華橫一路1~30號,9.23,商,,,1061120,土地1建物1車位0,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860416,86.79,2,2,2,有,無,有,9000,104,,0.0,0,,RPUOMLLJKIMFFBE08CC
前鎮區,房地(土地+建物)+車位,高雄市前鎮區復興三路241~270號,14.02,住,,,1061109,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1020129,189.86,3,2,2,有,有,有,30000,158,坡道平面,0.0,0,,RPVOMLLJKIMFFCE28CC
前鎮區,房地(土地+建物),高雄市前鎮區天山路10巷1~30號,50.54,住,,,1061107,土地1建物1車位0,二層,16,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0850117,316.40999999999997,3,2,2,有,有,有,13000,41,,0.0,0,,RPWOMLLJKIMFFCE38CC
鼓山區,房地(土地+建物),高雄市鼓山區美術東四路301~330號,7.96,商,,,1061123,土地1建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950825,83.71000000000001,2,1,1,有,有,有,12000,143,,0.0,0,,RPRNMLLJKIMFFAE57CC
前金區,建物,高雄市前金區自立二路61~90號,0.0,,,,1051121,土地0建物1車位0,一層,12,店面(店鋪),,鋼筋混凝土造,0740612,64.44999999999999,0,0,0,無,有,有,23000,357,,0.0,0,,RPQOMLLJKIMFFAE57CC
三民區,房地(土地+建物),高雄市三民區鼎山街241~270號,801.27,住,,,1061114,土地1建物1車位0,見其他登記事項,2,店面(店鋪),商業用,鋼筋混凝土造,0960126,71.86,0,0,0,無,無,有,50000,696,,0.0,0,,RPQOMLLJKIMFFDE87CC
三民區,房地(土地+建物),高雄市三民區明誠一路661~690號,1397.81,住,,,1061123,土地1建物1車位0,見其他登記事項,1,店面(店鋪),商業用,見使用執照,0911015,530.91,0,0,0,無,無,有,220000,414,,0.0,0,,RPTOMLLJKIMFFDE18CC
三民區,房地(土地+建物),高雄市三民區鼎力路61~90號,6.59,商,,,1061121,土地1建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021023,86.67,0,0,0,無,無,有,15000,173,,0.0,0,,RPUOMLLJKIMFFDE28CC
三民區,建物,高雄市三民區鼎中路336巷9弄1~30號,0.0,住,,,1061127,土地0建物1車位0,全,4,透天厝,,鋼筋混凝土造,0730503,14.25,1,0,1,有,無,有,5500,386,,0.0,0,透天型分租套房。,RPUPMLLJKIMFFDE38CC
楠梓區,房地(土地+建物),高雄市楠梓區德民路961~990號,1442.49,住,,,1061114,土地2建物2車位0,見其它登記事項,2,店面(店鋪),住商用,見使用執照,0870401,1947.63,0,0,0,無,無,有,220000,113,,0.0,0,,RPROMLLJKIMFFEE08CC
左營區,建物,高雄市左營區立文路61~90號,0.0,,,,1061123,土地0建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030327,85.36,1,2,1,有,有,有,18000,211,,0.0,0,含管理費,RPSPMLLJKIMFFEE28CC
