編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPQNMLMKKIMFFAP58CA,公正段,1067.00,都市：其他
RPUNMLOJKIMFFAP09CA,崙北段,219.09,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPUNMLOJKIMFFAP09CA,崙北段,35.39,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPUNMLSJKIMFFAP86CA,中興段,.10,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPXNMLPJKIMFFAP86CA,石農段,2422.77,非都市：特定農業區 ; 非都市編定：農牧用地
RPUNMLSJKIMFFAP86CA,中興段,22.10,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPUNMLSJKIMFFAP86CA,中興段,92.82,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPUNMLSJKIMFFAP86CA,中興段,5.79,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPPNMLPJKIMFFAP68CA,海豐崙段朱丹灣小段,80.00,都市：住
RPQNMLPJKIMFFAP78CA,科加段,.92,非都市：工業區 ; 非都市編定：丁種建築用地
RPQNMLPJKIMFFAP78CA,科加段,3.76,非都市：工業區 ; 非都市編定：丁種建築用地
RPQNMLPJKIMFFAP78CA,科加段,143.50,非都市：工業區 ; 非都市編定：丁種建築用地
RPQNMLPJKIMFFAP78CA,科加段,42.50,非都市：工業區 ; 非都市編定：丁種建築用地
RPSNMLPJKIMFFAP98CA,光明段,80.85,非都市：工業區 ; 非都市編定：丁種建築用地
RPUNMLOJKIMFFBP56CA,大東段大東小段,1800.00,非都市：特定農業區 ; 非都市編定：農牧用地
RPPNMLPJKIMFFBP78CA,豐田段,1637.00,非都市：特定農業區 ; 非都市編定：農牧用地
RPVNMLLLKIMFFAP09CA,中興段,.10,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPVNMLLLKIMFFAP09CA,中興段,22.10,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPVNMLLLKIMFFAP09CA,中興段,112.22,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPVNMLLLKIMFFAP09CA,中興段,5.79,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPPNMLSJKIMFFAP98CA,崙南段,95.09,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPXNMLMKKIMFFDP96CA,馬公厝段,113.91,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPXNMLMKKIMFFDP96CA,馬公厝段,113.91,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPXNMLMKKIMFFDP96CA,馬公厝段,113.91,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPXNMLMKKIMFFDP96CA,馬公厝段,113.92,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPXNMLMKKIMFFDP96CA,馬公厝段,27.68,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPOPMLLJKIMFFAP38CA,大潭段大潭小段,107.70,都市：住
RPQNMLPJKIMFFBP88CA,太興段,441.07,都市：住
RPPNMLPJKIMFFDP98CA,過溪段,168.23,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPPNMLPJKIMFFDP98CA,過溪段,27.51,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPOOMLLJKIMFFCP48CA,頂湳段,2129.00,非都市：特定農業區 ; 非都市編定：農牧用地
RPQNMLOJKIMFFDP98CA,大學段,1994.66,都市：住
RPRNMLLKKIMFFBP68CA,豐田段,1959.00,非都市：特定農業區 ; 非都市編定：農牧用地
RPQNMLQJKIMFFDP56CA,虎新段,53.54,都市：商
RPQNMLSJKIMFFEP86CA,埔尾段,149.14,都市：住
RPTNMLKLKIMFFDP09CA,港興段,2429.00,非都市：特定農業區 ; 非都市編定：農牧用地
RPVOMLOJJHNFFDP86CA,信義段,5.38,都市：商
RPSOMLRLKIMFFAP96DA,成功段,60.00,都市：住
RPPNMLOJKIMFFEP09DA,梧北段,1326.26,非都市：一般農業區 ; 非都市編定：農牧用地
RPQNMLKKKIMFFFP88CA,嘉隆段,9413.00,都市：農
RPSNMLRJKIMFFEP07DA,聖平段,1438.74,非都市：特定農業區 ; 非都市編定：農牧用地
RPPNMLQJKIMFFFP66CA,東西段,2140.12,非都市：特定農業區 ; 非都市編定：農牧用地
RPPNMLQJKIMFFEP66DA,三仙段,1054.00,非都市：特定農業區 ; 非都市編定：農牧用地
RPQNMLOKKIMFFEP56CA,東庄段,3251.00,非都市：特定農業區 ; 非都市編定：農牧用地
RPTNMLPJKIMFFCP66CA,社西段,95.99,都市：住
RPTNMLPJKIMFFCP66CA,社西段,.03,都市：住
RPSNMLPJKIMFFCP66DA,新街段,93.04,都市：住
RPRNMLPJKIMFFCP56DA,新街段,93.93,都市：住
RPWNMLPJKIMFFCP96CA,永安段,1843.00,非都市：特定農業區 ; 非都市編定：農牧用地
RPXNMLPJKIMFFCP07CA,港尾段,1135.21,非都市：特定農業區 ; 非都市編定：特定目的事業用地
RPRNMLPJKIMFFDP56CA,蕃薯段,72.00,非都市：特定農業區 ; 非都市編定：甲種建築用地
RPRNMLPJKIMFFDP56CA,蕃薯段,7.78,非都市：特定農業區 ; 非都市編定：甲種建築用地
RPRNMLPJKIMFFDP56CA,蕃薯段,14.27,非都市：特定農業區 ; 非都市編定：甲種建築用地
RPUNMLMJJHNFFAP78CA,斗六段,145.00,都市：商
RPOOMLPJKIMFFCP88CA,三塊厝段三塊厝小段,2202.00,非都市：特定農業區 ; 非都市編定：農牧用地
RPROMLPJKIMFFAP98CA,埔南段,3531.97,都市：工
RPRNMLQLKIMFFAP56CA,科加段,93.50,非都市：工業區 ; 非都市編定：丁種建築用地
RPRNMLQLKIMFFAP56CA,科加段,11.59,非都市：工業區 ; 非都市編定：丁種建築用地
RPSOMLPJKIMFFAP09CA,大潭段社口小段,16.00,都市：住
RPQOMLPJKIMFFAP88CA,湖內段,229.89,非都市：鄉村區 ; 非都市編定：乙種建築用地
