鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
中西區,房地(土地+建物),臺南市中西區西門路二段61~90號,84.16,商,,,1061130,土地1建物1車位0,全,2,透天厝,住商用,磚造,0220101,106.82,0,0,0,無,無,有,24000,225,,0.0,0,,RPRNMLLJKIMFFAD47CC
永康區,建物,臺南市永康區南工街247巷64弄1~30號,0.0,住,,,1061125,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830910,137.63,2,1,2,有,有,無,8500,62,,0.0,0,,RPSNMLLJKIMFFKD58CC
北區,房地(土地+建物),臺南市北區和緯路二段151~180號,128.94,住,,,1061127,土地1建物1車位0,見其他登記事項,3,店面(店鋪),住商用,鋼筋混凝土造,0720127,341.34,6,2,3,有,無,無,48000,141,,0.0,0,,RPPNMLNJKIMFFAD47CC
東區,房地(土地+建物),臺南市東區中華東路二段151~180號,4.44,其他,,,1061107,土地1建物1車位0,十一層,14,套房(1房1廳1衛),住家用,鋼筋混凝土構造,0970229,46.86,1,1,1,有,有,有,9000,192,,0.0,0,租金含管理費,RPPOMLOJKIMFFCD87CC
東區,建物,臺南市東區榮譽街84巷121~150號,0.0,商,,,1061111,土地0建物1車位0,全,2,透天厝,住家用,磚造,0520101,73.77,3,2,2,有,無,無,8000,108,,0.0,0,,RPROMLOJKIMFFCD08CC
永康區,房地(土地+建物),臺南市永康區復華七街106巷1~30號,0.0,住,,,1061122,土地1建物1車位0,二層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0831006,51.89,2,1,1,有,無,有,8500,164,,0.0,0,,RPPNMLOJKIMFFKD58CC
仁德區,土地,民安段451~480地號,609.08,住,,,1061122,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,45000,74,,0.0,0,,RPUNMLOJKIMFFID88CC
永康區,建物,臺南市永康區勝華街37巷31~60號,0.0,住,,,1061123,土地0建物1車位0,十層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810106,114.72,3,2,2,有,無,有,10000,87,,0.0,0,,RPOOMLPJKIMFFKD68CC
東區,房地(土地+建物),臺南市東區崇學路241~270號,104.0,住,,,1061205,土地2建物1車位0,全,5,透天厝,住商用,鋼筋混凝土構造,0780318,67.68,0,1,1,有,無,無,27500,406,,0.0,0,,RPVNMLPJKIMFFCD48CC
北區,房地(土地+建物),臺南市北區中華北路一段91~120號,325.51,商,,,1061202,土地1建物1車位0,見其他登記事項,1,店面(店鋪),見其他登記事項,見其他登記事項,1030826,95.45,0,0,0,無,無,有,60000,629,,0.0,0,,RPUNMLPJKIMFFAD18CC
北區,房地(土地+建物)+車位,臺南市北區公園北路151~180號,22.65,商,,,1061203,土地1建物1車位1,五層,14,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,0951001,132.33,4,2,2,有,有,有,25000,189,坡道平面,29.31,0,,RPUOMLQJKIMFFAD38CC
中西區,建物,臺南市中西區西門路二段391~420號,0.0,商,,,1061124,土地0建物1車位0,見其他登記事項,2,辦公商業大樓,商業用,磚造,,98.12,2,1,1,有,無,無,25000,255,,0.0,0,,RPVOMLQJKIMFFAD48CC
東區,房地(土地+建物),臺南市東區崇學路1~30號,92.49,住,,,1061205,土地1建物1車位0,二層,20,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土構造,0800620,348.6,0,0,0,無,無,無,50000,143,,0.0,0,,RPPPMLQJKIMFFCD18CC
新市區,房地(土地+建物),臺南市新巿區民權路61~90號,86.29,商,,,1061202,土地1建物1車位0,全,2,透天厝,住商用,加強磚造,0690616,108.82,2,1,1,有,無,無,18000,165,,0.0,0,,RPWNMLQJKIMFFHD56CC
永康區,房地(土地+建物),臺南市永康區八德街88巷1~30號,117.0,住,,,1061205,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0841205,249.04,7,3,3,有,無,有,18000,72,,0.0,0,,RPQNMLQJKIMFFKD98DC
安南區,建物,臺南市安南區安中路一段571~600號,342.76,住,,,1061113,土地0建物1車位0,見其他登記事項,1,店面(店鋪),商業用,見其他登記事項,1060413,130.15,0,0,0,無,無,無,50000,384,,0.0,0,,RPSNMLRJKIMFFBD28CC
安南區,建物,臺南市安南區安中路一段601~630號,342.76,住,,,1061113,土地0建物1車位0,見其他登記事項,1,店面(店鋪),商業用,見其他登記事項,1060413,131.93,0,0,0,無,無,無,50000,379,,0.0,0,,RPTNMLRJKIMFFBD38CC
安南區,建物,臺南市安南區安中路一段601~630號,342.79,住,,,1061113,土地0建物1車位0,見其他登記事項,1,店面(店鋪),商業用,見其他登記事項,1060413,131.93,0,0,0,無,無,無,50000,379,,0.0,0,,RPUNMLRJKIMFFBD48CC
安南區,建物,臺南市安南區安中路一段601~630號,343.03,住,,,1061113,土地0建物1車位0,見其他登記事項,1,店面(店鋪),商業用,見其他登記事項,1060413,158.68,0,0,0,無,無,無,50000,315,,0.0,0,,RPVNMLRJKIMFFBD58CC
東區,房地(土地+建物),臺南市東區崇德路241~270號,56.0,住,,,1061206,土地1建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,0761020,208.35,2,1,2,有,無,無,25000,120,,0.0,0,,RPQOMLRJKIMFFCD28CC
東區,房地(土地+建物),臺南市東區崇學路91~120號,19.99,住,,,1061121,土地1建物1車位0,一層,16,店面(店鋪),住商用,鋼筋混凝土構造,0860508,164.76,0,0,0,無,有,無,34000,206,,0.0,0,租1+2F，1F營業用,RPTOMLRJKIMFFCD58CC
東區,房地(土地+建物),臺南市東區仁和路181~210號,98.0,住,,,1061128,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土構造,0790707,271.79,6,3,4,有,無,有,22000,81,,0.0,0,,RPUOMLRJKIMFFCD68CC
北區,房地(土地+建物),臺南市北區公園南路361~390號,3.26,住,,,1061120,土地1建物1車位0,三層,14,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,0960824,21.16,1,0,1,有,有,有,6500,307,,0.0,0,,RPVOMLRJKIMFFAD58CC
東區,房地(土地+建物),臺南市東區中華東路二段151~180號,2.75,其他,,,1061115,土地1建物1車位0,十層,14,套房(1房1廳1衛),住家用,鋼筋混凝土構造,0970229,31.75,1,0,1,有,有,有,8000,252,,0.0,0,,RPOOMLSJKIMFFCD18CC
東區,房地(土地+建物),臺南市東區中華東路二段151~180號,3.17,其他,,,1061115,土地1建物1車位0,十二層,14,套房(1房1廳1衛),住家用,鋼筋混凝土構造,0970229,35.12,1,1,1,有,有,有,8000,228,,0.0,0,,RPPOMLSJKIMFFCD28CC
永康區,房地(土地+建物),臺南市永康區小東路661~690號,22.23,其他,,,1061121,土地1建物1車位0,九層,22,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0810519,277.89,0,0,0,無,無,無,28000,101,,0.0,0,,RPPNMLTJKIMFFKD09CC
北區,房地(土地+建物),臺南市北區公園南路361~390號,3.26,住,,,1061117,土地1建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,0960824,21.16,1,0,1,有,無,有,9000,425,,0.0,0,,RPPNMLKKKIMFFAD27CC
北區,房地(土地+建物),臺南市北區公園南路361~390號,3.26,住,,,1061117,土地1建物1車位0,八層,14,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,0960824,21.16,1,0,1,有,有,有,9000,425,,0.0,0,,RPQNMLKKKIMFFAD37CC
