鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
西屯區,車位,臺中市西屯區文心路三段1~30號,0.0,,,,1061123,土地0建物0車位1,,,其他,,,,35.91,0,0,0,有,有,無,2500,,坡道平面,35.91,2500,,RPSPMLLJKIMFFCB77CC
西屯區,房地(土地+建物),臺中市西屯區文心路三段1~30號,6.28,商,,,1061123,土地1建物1車位0,十四層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,61.8,0,0,0,無,有,有,15500,251,,0.0,0,,RPTPMLLJKIMFFCB87CC
西屯區,房地(土地+建物),臺中市西屯區文心路三段1~30號,8.77,商,,,1061123,土地1建物1車位0,四層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,94.64,2,1,2,有,有,有,20000,211,,0.0,0,租金含管理費,RPUPMLLJKIMFFCB97CC
西屯區,車位,臺中市西屯區文心路三段1~30號,0.0,,,,1061124,土地0建物0車位1,,,其他,,,,37.8,0,0,0,有,有,無,3000,,坡道平面,37.8,3000,,RPVPMLLJKIMFFCB08CC
西屯區,車位,臺中市西屯區文心路三段1~30號,0.0,,,,1061109,土地0建物0車位1,,,其他,,,,18.99,0,0,0,有,有,無,1000,,坡道機械,18.99,1000,,RPWPMLLJKIMFFCB18CC
西屯區,房地(土地+建物),臺中市西屯區文心路三段1~30號,10.18,商,,,1061124,土地1建物1車位0,十五層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,106.07,3,1,1,有,有,有,28000,264,,0.0,0,,RPOQMLLJKIMFFCB47CC
西屯區,房地(土地+建物),臺中市西屯區文心路三段1~30號,6.28,商,,,1061123,土地1建物1車位0,十三層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,61.72,0,0,0,無,有,有,15500,251,,0.0,0,,RPPQMLLJKIMFFCB57CC
西屯區,車位,臺中市西屯區文心路三段1~30號,0.0,,,,1061116,土地0建物0車位1,,,其他,,,,18.99,0,0,0,有,有,有,1500,,坡道機械,18.99,1500,,RPRQMLLJKIMFFCB77CC
西區,房地(土地+建物),臺中市西區模範街1~30號,115.0,住,,,1061128,土地4建物1車位0,全,3,透天厝,住商用,見其他登記事項,0640628,182.28,0,0,0,無,無,無,43000,236,,0.0,0,,RPVNMLLJKIMFFAB67CC
沙鹿區,房地(土地+建物),臺中市沙鹿區北勢東路661~690號,85.55,住,,,1061201,土地1建物1車位0,見其他登記事項,5,店面(店鋪),住家用,鋼筋混凝土造,0860305,110.43,8,2,9,有,無,有,35000,317,,0.0,0,含未保存登記之建物廚房部分1-5樓.4-5樓全部含增建或未登記建物。,RPXNMLLJKIMFFFB48DC
