鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
竹北市,房地(土地+建物),新竹縣竹北市國興街26巷1~30號,70.14,住,,,1061109,土地4建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1000201,234.53,4,2,3,有,有,15100000,64384,,0.0,0,含增建或未登記建物。,RPVOMLOJKIMFFBJ78CA
竹北市,房地(土地+建物)+車位,新竹縣竹北市光明六路東二段301~330號,53.31,住,,,1060903,土地1建物1車位2,四層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021107,356.12,4,2,3,有,有,25500000,77672,坡道平面,66.44,3000000,,RPQPMLOJKIMFFBJ38CA
新埔鎮,土地,仰德段1561~1590地號,181.44,,鄉村區,乙種建築用地,1061115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13738000,75716,,0.0,0,,RPTOMLPJKIMFFBJ68CA
竹北市,房地(土地+建物),新竹縣竹北市三民路301~330號,87.0,住,,,1061109,土地2建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0710122,185.91,4,3,2,有,無,24100000,129633,,0.0,0,,RPSQMLPJKIMFFBJ78CA
竹北市,房地(土地+建物),新竹縣竹北市光明五街331~360號,4.18,商,,,1061119,土地1建物1車位0,九層,九層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0920912,27.06,1,0,1,有,有,1560000,57650,,0.0,0,,RPTOMLSJKIMFFBJ98CA
竹北市,房地(土地+建物)+車位,新竹縣竹北市興隆路三段37巷1~30號,60.0,住,,,1061114,土地0建物1車位2,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970825,341.28,4,2,2,有,有,21800000,63877,坡道平面,64.92,0,,RPPNMLTJKIMFFBJ58CA
竹北市,房地(土地+建物)+車位,新竹縣竹北市新光五街1~30號,28.77,住,,,1061101,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020116,189.07,3,2,2,有,有,11700000,61882,坡道平面,30.65,0,,RPTOMLOKKIMFFBJ68CA
竹東鎮,房地(土地+建物),新竹縣竹東鎮沿河街547巷1~30號,85.04,工,,,1061013,土地6建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0970409,200.49,4,2,4,有,有,8700000,43394,,0.0,0,,RPQOMLPJKIMFFCJ48CA
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮中興路四段1042巷1~30號,41.88,住,,,1061106,土地2建物1車位1,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810715,148.58,4,2,2,有,有,6450000,43411,坡道平面,0.0,0,,RPVNMLSJKIMFFCJ56CA
五峰鄉,土地,桃山段661~690地號,88.0,,山坡地保育區,交通用地,1061029,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13200,150,,0.0,0,,RPPNMLKKKIMFFCJ87CA
竹東鎮,房地(土地+建物),新竹縣竹東鎮康莊街26巷31~60號,61.3,,山坡地保育區,丙種建築用地,1061101,土地3建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0860426,135.82,3,2,2,有,有,5500000,40495,,0.0,0,,RPWNMLNKKIMFFCJ88CA
寶山鄉,房地(土地+建物),新竹縣寶山鄉嵩翠路80巷22弄1~30號,279.0,,山坡地保育區,丙種建築用地,1061025,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0960412,427.68,5,2,5,有,有,26730000,62500,,0.0,0,增建:地下室,RPQNMLRKKIMFFCJ68CA
寶山鄉,土地,明湖段1321~1350地號,338.85,,山坡地保育區,丙種建築用地,1061010,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11500000,33938,,0.0,0,,RPQNMLQKKIMFFCJ58CA
芎林鄉,房地(土地+建物),新竹縣芎林鄉文山路131巷1~30號,12.88,住,,,1061031,土地4建物1車位0,四層,九層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0940505,41.71,1,1,1,有,無,1250000,29969,,0.0,0,,RPPOMLRLKIMFFCJ78CA
湖口鄉,房地(土地+建物),新竹縣湖口鄉忠義路二段27巷1~30號,119.12,,特定農業區,甲種建築用地,1061027,土地5建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0950915,169.98,4,2,3,有,有,8000000,47064,,0.0,0,,RPUOMLPJKIMFFDJ98CA
新豐鄉,房地(土地+建物),新竹縣新豐鄉崁頭181~210號,28.49,,特定農業區,甲種建築用地,1061029,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0840830,82.18,3,2,2,有,無,2000000,24337,,0.0,0,,RPWNMLPJKIMFFDJ09CA
新豐鄉,房地(土地+建物)+車位,新竹縣新豐鄉福德街72巷1~30號,27.94,住,,,1061101,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1060927,86.71000000000001,3,2,2,有,有,6130000,65907,升降機械,5.08,750000,,RPPOMLPJKIMFFDJ48CA
新豐鄉,房地(土地+建物)+車位,新竹縣新豐鄉福德街72巷1~30號,27.94,住,,,1061101,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1060927,87.61,3,2,2,有,有,6500000,69672,升降機械,5.08,750000,,RPQOMLPJKIMFFDJ58CA
湖口鄉,房地(土地+建物),新竹縣湖口鄉大勇路3巷31~60號,10.83,,工業區,丁種建築用地,1061011,土地1建物1車位0,三層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0950824,40.32,1,1,1,有,有,1785000,44271,,0.0,0,,RPSNMLQJKIMFFDJ78CA
湖口鄉,房地(土地+建物),新竹縣湖口鄉中美西路115巷5弄1~30號,60.5,,特定農業區,甲種建築用地,1061022,土地3建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0820614,84.54,4,2,3,有,無,2500000,29572,,0.0,0,,RPUNMLPJKIMFFDJ88CA
新埔鎮,房地(土地+建物),新竹縣新埔鎮大享路130巷1~30號,274.12,,山坡地保育區,丙種建築用地,1061026,土地6建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1041112,227.01,4,2,4,有,有,14500000,63874,,0.0,0,,RPTNMLSKKIMFFBJ09DA
芎林鄉,房地(土地+建物),新竹縣芎林鄉文衡路421~450號,11.47,商,,,1061113,土地1建物1車位0,十層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870312,97.38,2,2,2,有,無,3080000,31629,,0.0,0,,RPQNMLQJKIMFFCJ58DA
湖口鄉,土地,長威段1981~2010地號,142.2,,鄉村區,乙種建築用地,1061108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4601000,32356,,0.0,0,,RPPNMLOJKIMFFDJ38DA
峨眉鄉,土地,富興段富興小段421~450地號,795.5,,山坡地保育區,農牧用地,1061019,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1400000,1760,,0.0,0,親友、員工或其他特殊關係間之交易。,RPXNMLPJKIMFFCJ66EA
新埔鎮,土地,集義段841~870地號,64.06,其他,,,1061027,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4200000,65564,,0.0,0,總價含未保存登記建物一棟有民情風俗因素之交易。,RPTPMLPJKIMFFBJ88DA
湖口鄉,房地(土地+建物),新竹縣湖口鄉信昌六街91~120號,81.13,,鄉村區,乙種建築用地,1061123,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1050908,202.93,4,3,4,有,無,11800000,58148,,0.0,0,,RPVNMLPJKIMFFDJ98CA
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉千禧路43巷21弄1~30號,43.05,,鄉村區,乙種建築用地,1061029,土地1建物1車位1,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0890730,125.47999999999999,3,2,2,有,無,3500000,27893,一樓平面,0.0,0,,RPPOMLRJKIMFFDJ68CA
湖口鄉,房地(土地+建物),新竹縣湖口鄉錦州三街61~90號,99.0,,工業區,丁種建築用地,1061021,土地1建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,0960706,424.55,20,0,20,有,無,14500000,34154,,0.0,0,,RPQNMLSJKIMFFDJ78CA
新豐鄉,房地(土地+建物),新竹縣新豐鄉青埔子1~30號,40.46,,特定農業區,甲種建築用地,1050107,土地2建物1車位0,五層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1060626,137.35,3,1,2,有,無,5000000,36403,,0.0,0,買賣價款含共有約定專用車位,RPVNMLQJKIMFFDJ09CA
新豐鄉,房地(土地+建物),新竹縣新豐鄉自立街32巷61~90號,16.3,住,,,1061022,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840626,80.93,2,2,1,有,有,2600000,32127,,0.0,0,,RPROMLPJKIMFFDJ68CA
新豐鄉,房地(土地+建物),新竹縣新豐鄉尚仁街198巷2弄1~30號,73.85,住,,,1061103,土地1建物2車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0940105,195.92,4,2,3,有,有,9200000,46958,,0.0,0,,RPVNMLSJKIMFFDJ66CA
新豐鄉,土地,崁頭段991~1020地號,2800.0,,特定農業區,農牧用地,1061107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6770000,2418,,0.0,0,,RPQNMLMKKIMFFDJ28CA
湖口鄉,房地(土地+建物),新竹縣湖口鄉信昌七街31~60號,145.96,,鄉村區,乙種建築用地,1061009,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1050430,313.66,4,2,4,有,無,16880000,53816,,0.0,0,,RPSNMLTKKIMFFDJ56CA
湖口鄉,土地,三元段1111~1140地號,10.23,其他,,,1061115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,300000,29326,,0.0,0,,RPPPMLPJKIMFFDJ58CA
新豐鄉,土地,青埔子段1261~1290地號,91.84,,特定農業區,甲種建築用地,1050802,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1764000,19207,,0.0,0,,RPRPMLPJKIMFFDJ78CA
新豐鄉,建物,新竹縣新豐鄉青埔子31~60號,0.0,,,,1050802,土地0建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1060823,145.92,3,2,3,有,無,4116000,28207,,0.0,0,,RPSPMLPJKIMFFDJ88CA
新豐鄉,土地,青埔子段1261~1290地號,124.0,,特定農業區,甲種建築用地,1060320,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2598000,20952,,0.0,0,,RPTPMLPJKIMFFDJ98CA
新豐鄉,建物,新竹縣新豐鄉青埔子31~60號,0.0,,,,1060320,土地0建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1060824,166.09,3,2,3,有,無,6062000,36498,,0.0,0,,RPUPMLPJKIMFFDJ09CA
新豐鄉,土地,青埔子段1261~1290地號,100.84,,特定農業區,甲種建築用地,1061013,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2160000,21420,,0.0,0,,RPVPMLPJKIMFFDJ56CA
新豐鄉,建物,新竹縣新豐鄉青埔子31~60號,0.0,,,,1061013,土地0建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1060823,160.47,3,2,3,有,無,5040000,31408,,0.0,0,,RPWPMLPJKIMFFDJ66CA
新豐鄉,土地,青埔子段1261~1290地號,97.84,,特定農業區,甲種建築用地,1061013,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2310000,23610,,0.0,0,,RPXPMLPJKIMFFDJ76CA
新豐鄉,建物,新竹縣新豐鄉青埔子31~60號,0.0,,,,1061013,土地0建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1060823,159.89,3,2,3,有,無,5390000,33711,,0.0,0,,RPOQMLPJKIMFFDJ58CA
新豐鄉,土地,青埔子段1261~1290地號,107.84,,特定農業區,甲種建築用地,1051124,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1890000,17526,,0.0,0,,RPPQMLPJKIMFFDJ68CA
新豐鄉,建物,新竹縣新豐鄉青埔子31~60號,0.0,,,,1051124,土地0建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1060823,160.5,3,2,3,有,無,4410000,27477,,0.0,0,,RPQQMLPJKIMFFDJ78CA
新豐鄉,土地,青埔子段1261~1290地號,95.84,,特定農業區,甲種建築用地,1060425,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2070000,21598,,0.0,0,,RPRQMLPJKIMFFDJ88CA
新豐鄉,建物,新竹縣新豐鄉青埔子31~60號,0.0,,,,1060425,土地0建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1060823,157.93,3,2,3,有,無,4830000,30583,,0.0,0,,RPSQMLPJKIMFFDJ98CA
新豐鄉,土地,青埔子段1261~1290地號,107.84,,特定農業區,甲種建築用地,1060725,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1860000,17248,,0.0,0,,RPTQMLPJKIMFFDJ09CA
新豐鄉,建物,新竹縣新豐鄉青埔子31~60號,0.0,,,,1060725,土地0建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1060823,160.5,3,2,3,有,無,4340000,27040,,0.0,0,,RPUQMLPJKIMFFDJ56CA
新豐鄉,土地,青埔子段1261~1290地號,100.84,,特定農業區,甲種建築用地,1060719,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1905000,18891,,0.0,0,,RPVQMLPJKIMFFDJ66CA
新豐鄉,建物,新竹縣新豐鄉青埔子31~60號,0.0,,,,1060719,土地0建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1060823,160.52,3,2,3,有,無,4445000,27691,,0.0,0,,RPWQMLPJKIMFFDJ76CA
新豐鄉,土地,青埔子段1261~1290地號,96.84,,特定農業區,甲種建築用地,1060925,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1944000,20074,,0.0,0,,RPXQMLPJKIMFFDJ86CA
新豐鄉,建物,新竹縣新豐鄉青埔子31~60號,0.0,,,,1060925,土地0建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1060823,159.11,3,2,3,有,無,4536000,28509,,0.0,0,,RPORMLPJKIMFFDJ68CA
新豐鄉,土地,青埔子段1261~1290地號,100.84,,特定農業區,甲種建築用地,1060506,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2070000,20528,,0.0,0,,RPPRMLPJKIMFFDJ78CA
新豐鄉,建物,新竹縣新豐鄉青埔子31~60號,0.0,,,,1060506,土地0建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1060823,159.61,3,2,3,有,無,4830000,30261,,0.0,0,,RPQRMLPJKIMFFDJ88CA
新豐鄉,土地,青埔子段1261~1290地號,100.84,,特定農業區,甲種建築用地,1051022,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1815000,17999,,0.0,0,,RPRRMLPJKIMFFDJ98CA
新豐鄉,建物,新竹縣新豐鄉青埔子31~60號,0.0,,,,1051022,土地0建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1060823,160.5,3,2,3,有,無,4235000,26386,,0.0,0,,RPSRMLPJKIMFFDJ09CA
新豐鄉,土地,青埔子段1261~1290地號,100.84,,特定農業區,甲種建築用地,1051021,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1815000,17999,,0.0,0,,RPTRMLPJKIMFFDJ56CA
新豐鄉,建物,新竹縣新豐鄉青埔子31~60號,0.0,,,,1051021,土地0建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1060823,160.5,3,2,3,有,無,4235000,26386,,0.0,0,,RPURMLPJKIMFFDJ66CA
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮北興路三段241~270號,46.51,住,,,1061001,土地1建物1車位2,五層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1041019,263.39,4,2,2,有,有,12180000,51169,坡道平面,64.44,2000000,,RPPNMLSLKIMFFCJ78CA
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮北興路三段241~270號,32.01,住,,,1061024,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1041019,189.26,3,2,2,有,有,10260000,58647,坡道平面,32.22,1050000,,RPQNMLSLKIMFFCJ88CA
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮北興路三段241~270號,32.01,住,,,1061025,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1041019,189.26,3,2,2,有,有,10300000,58902,坡道平面,32.22,1050000,,RPRNMLSLKIMFFCJ98CA
北埔鄉,土地,溝背段1~30地號,2523.3,,山坡地保育區,農牧用地,1061025,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6800000,2695,,0.0,0,,RPPOMLOKKIMFFCJ38CA
湖口鄉,土地,南湖段91~120地號,33.01,其他,,,1061122,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,480000,14541,,0.0,0,不動產之共有人數為２人(包含)公共設施保留地之交易。,RPUNMLOJKIMFFDJ78CA
新豐鄉,土地,中崙段571~600地號,84.0,,特定農業區,甲種建築用地,1061116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7500000,89286,,0.0,0,本件買賣含土地及房屋價款,房屋係由賣方負責承攬興建及室內設施施工等.,RPSNMLPJKIMFFDJ68CA
新豐鄉,土地,中崙段571~600地號,92.0,,特定農業區,甲種建築用地,1061116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7600000,82609,,0.0,0,本件買賣含土地及房屋價款,房屋係由賣方負責承攬興建及室內設施施工等.,RPTNMLPJKIMFFDJ78CA
芎林鄉,房地(土地+建物),新竹縣芎林鄉福昌街300巷5弄1~30號,74.88,,鄉村區,乙種建築用地,1060915,土地1建物1車位0,全,一層,透天厝,住家用,加強磚造,,64.16,4,2,3,有,無,2930000,45667,,0.0,0,,RPTNMLPLKIMFFCJ88CA
竹東鎮,土地,柯子湖段451~480地號,207.77,,山坡地保育區,林業用地,1061114,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,534000,2570,,0.0,0,,RPUNMLPLKIMFFCJ98CA
芎林鄉,土地,廣福段301~330地號,9.64,住,,,1061113,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,304528,31590,,0.0,0,承購國有地,RPRNMLTJKIMFFCJ88CA
橫山鄉,土地,田寮段1171~1200地號,4159.48,,山坡地保育區,農牧用地,1060821,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2400000,577,,0.0,0,,RPWNMLQJKIMFFCJ09CA
