編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPQRMLOLQHHFFAO76CC,自由段,.00,都市：住
RPQRMLOLQHHFFAO76CC,自由段,.00,都市：住
RPRRMLOLQHHFFAO86CC,中雅段,.00,都市：住
RPURMLOLQHHFFAO17CC,聚吉段,20.81,都市：商
RPVRMLOLQHHFFAO27CC,武陵段,.00,都市：住
RPPSMLOLQHHFFAO76CC,北門段,.00,都市：商
RPPNMLPLQHHFFAO98CC,復中段,.00,都市：住
RPRNMLPLQHHFFAO56CC,光復段,.00,都市：住
RPRNMLPLQHHFFAO56CC,光復段,.00,都市：住
RPRNMLPLQHHFFAO56CC,光復段,.00,都市：住
RPRNMLPLQHHFFAO56CC,光復段,.00,都市：住
RPTNMLPLQHHFFAO76CC,中華段,.00,都市：住
RPUNMLPLQHHFFAO86CC,力行段,.00,都市：住
RPVNMLPLQHHFFAO96CC,新興段一小段,.00,都市：住
RPWNMLPLQHHFFAO07CC,光復段,.00,都市：住
RPQNMLRLQHHFFAO66CC,東山段一小段,.00,都市：住
RPTNMLRLQHHFFAO96CC,東山段一小段,.00,都市：住
RPUNMLRLQHHFFAO07CC,東橋段,.00,都市：住
RPUNMLRLQHHFFAO07CC,東橋段,.00,都市：住
RPXNMLRLQHHFFAO37CC,北門段,.00,都市：商
RPOOMLRLQHHFFAO56CC,北門段,.00,都市：商
RPQOMLRLQHHFFAO76CC,北門段,.00,都市：住
RPTOMLRLQHHFFAO07CC,東明段,.00,都市：住
RPRPMLRLQHHFFAO96CC,中雅段,.00,都市：住
RPSPMLRLQHHFFAO07CC,東明段,.00,都市：住
RPTPMLRLQHHFFAO17CC,東明段,.00,都市：住
RPUPMLRLQHHFFAO27CC,武陵段,.00,都市：住
RPXPMLRLQHHFFAO57CC,武陵段,.00,都市：住
RPTQMLRLQHHFFAO27CC,東山段二小段,.00,都市：住
RPWQMLRLQHHFFAO57CC,和平段,.00,都市：住
RPORMLRLQHHFFAO86CC,光華段,.00,都市：住
RPQRMLRLQHHFFAO07CC,民主段一小段,.00,都市：商
RPTPMLSLQHHFFAO27CC,東門段二小段,.00,都市：住
RPUPMLSLQHHFFAO37CC,東門段二小段,.00,都市：住
RPXPMLSLQHHFFAO67CC,東門段二小段,.00,都市：住
RPPQMLSLQHHFFAO96CC,東門段二小段,.00,都市：住
RPTQMLSLQHHFFAO37CC,南華段,.00,都市：住
RPTNMLTLQHHFFAO17CC,金山段,166.00,都市：住
RPWNMLTLQHHFFAO47CC,金山段,91.98,都市：住
RPRRMLTLQHHFFAO37CC,金山段,99.00,都市：住
RPWRMLKMQHHFFAO07CC,柴橋段,.00,都市：住
RPWOMLKMQHHFFAO86DC,唐高段,124.00,都市：住
RPXOMLKMQHHFFAO96DC,北門段,1591.00,都市：住
RPPNMLLMQHHFFAO78DC,東山段一小段,490.00,都市：住
RPRPMLLMQHHFFAO56DC,親仁段二小段,35.80,都市：住
RPSQMLLMQHHFFAO66CC,竹蓮段,.00,都市：住
RPUQMLLMQHHFFAO86CC,竹蓮段,.00,都市：住
RPTNMLNJRHHFFAO09CC,東明段,.00,都市：住
RPUNMLNJRHHFFAO56CC,北門段,.00,都市：住
RPSNMLOJRHHFFAO09CC,武陵段,.00,都市：住
RPSOMLOJRHHFFAO56CC,南門段四小段,53.00,都市：住
RPSOMLOJRHHFFAO56CC,南門段四小段,44.00,都市：住
RPUOMLOJRHHFFAO76CC,新興段,370.00,都市：住
RPOPMLOJRHHFFAO88CC,東門段二小段,72.00,都市：住
RPQPMLOJRHHFFAO09CC,新興段,112.00,都市：住
RPVPMLOJRHHFFAO96CC,東門段二小段,72.00,都市：住
RPWQMLOJRHHFFAO17CC,南門段四小段,102.00,都市：住
RPXQMLOJRHHFFAO27CC,東門段一小段,461.00,都市：住
RPRRMLOJRHHFFAO76CC,成功段,784.00,都市：住
RPTRMLOJRHHFFAO96CC,中華段,411.00,都市：住
RPTNMLQJRHHFFAO76CC,民富段,.00,都市：住
RPUNMLQJRHHFFAO86CC,光華段,.00,都市：住
RPVNMLQJRHHFFAO96CC,長春段,.00,都市：其他
RPPOMLQJRHHFFAO09CC,武陵段,.00,都市：住
RPSOMLQJRHHFFAO76CC,民主段,.00,都市：住
RPVOMLQJRHHFFAO07CC,新興段,.00,都市：住
RPOPMLQJRHHFFAO09CC,香中段,.00,都市：住
RPQPMLQJRHHFFAO66CC,聚吉段,.00,都市：住
RPSQMLQJRHHFFAO96CC,北門段,.00,都市：商
RPRNMLRJRHHFFAO66CC,力行段,236.21,非都市：山坡地保育區 ; 非都市編定：丙種建築用地
RPWNMLRJRHHFFAO17CC,國道段,.00,非都市： ; 非都市編定：
RPROMLRJRHHFFAO76CC,南門段二小段,.00,都市：商
RPROMLRJRHHFFAO76CC,南門段二小段,.00,都市：商
RPPOMLKKRHHFFAO68DC,新興段一小段,.00,都市：住
RPROMLKKRHHFFAO88DC,竹蓮段,.00,都市：住
RPUOMLKKRHHFFAO56DC,竹蓮段,.00,都市：住
RPWOMLKKRHHFFAO76DC,柴橋段,.00,都市：住
RPOPMLKKRHHFFAO68DC,柴橋段,.00,都市：住
RPTPMLKKRHHFFAO56DC,崙子段,.00,都市：住
RPTPMLKKRHHFFAO56DC,崙子段,.00,都市：住
RPUPMLKKRHHFFAO66DC,光復段,.00,都市：住
RPUPMLKKRHHFFAO66DC,光復段,.00,都市：住
RPUPMLKKRHHFFAO66DC,光復段,.00,都市：住
RPUPMLKKRHHFFAO66DC,光復段,.00,都市：住
RPVNMLLKRHHFFAO56CC,西門段一小段,.00,都市：住
RPSOMLOKRHHFFAO76DC,崙子段,.00,都市：住
RPUPMLOKRHHFFAO07DC,民富段,.00,都市：商
RPXOMLRKRHHFFAO47CC,民富段,120.51,都市：商
RPPPMLRKRHHFFAO76CC,民富段,.00,都市：住
RPRPMLRKRHHFFAO96CC,民富段,.00,都市：住
RPOPMLSKRHHFFAO76CC,光復段,.00,非都市： ; 非都市編定：
RPOOMLKLRHHFFAO58CC,國道段,.00,都市：住
RPPOMLKLRHHFFAO68CC,國道段,.00,都市：住
