編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPSNMLRLKIMFFCV67DA,大池段,131.31,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPSNMLRLKIMFFCV67DA,大池段,115.79,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPPNMLQLKIMFFCV27DA,武陵段,1410.00,非都市：山坡地保育區 ; 非都市編定：農牧用地
RPQNMLTLKIMFFBV57DA,萬年段,61.00,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPPNMLQLKIMFFBV07CA,八仙洞段,83.87,都市：農
RPQNMLSLKIMFFDV57CA,西勢湖段,316.64,非都市：山坡地保育區 ; 非都市編定：農牧用地
RPQNMLSLKIMFFDV57CA,西勢湖段,43.73,非都市：山坡地保育區 ; 非都市編定：農牧用地
RPPNMLMLKIMFFCV76CA,南山段,79.47,都市：住
RPQNMLPLKIMFFBV07CA,三仙段,2544.12,非都市：風景區 ; 非都市編定：農牧用地
RPQNMLPLKIMFFBV07CA,三仙段,1562.17,非都市：風景區 ; 非都市編定：農牧用地
RPQNMLPLKIMFFBV07CA,三仙段,934.93,非都市：風景區 ; 非都市編定：農牧用地
RPPNMLMLKIMFFBV66CA,高原段,4549.00,非都市：森林區 ; 非都市編定：農牧用地
RPRNMLQLKIMFFBV27CA,都豐段,2870.53,非都市：風景區 ; 非都市編定：農牧用地
RPRNMLQLKIMFFBV27CA,都豐段,236.16,非都市：風景區 ; 非都市編定：農牧用地
RPTNMLQLKIMFFDV67CA,秀山段,7.08,都市：住
RPPNMLRLKIMFFDV37CA,秀山段,10.39,都市：住
RPPNMLRLKIMFFDV37CA,秀山段,.00,都市：住
RPPNMLPKJHNFFCV86CA,新福段,67.93,非都市：一般農業區 ; 非都市編定：水利用地
RPVNMLTLKIMFFAV87CA,上岩灣段,1890.77,非都市：特定農業區 ; 非都市編定：農牧用地
RPVNMLTLKIMFFAV87CA,上岩灣段,945.93,非都市：特定農業區 ; 非都市編定：農牧用地
RPUNMLTLKIMFFAV77CA,利卡夢段,23.08,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPRNMLNJJHNFFAV56CA,利家段,102.00,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPTNMLNJJHNFFAV76CA,東谷段,108.47,都市：住
RPRNMLPJJHNFFAV76CA,合江段,209.66,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPQNMLPLKIMFFAV96CA,旭川段,3677.21,非都市：特定農業區 ; 非都市編定：農牧用地
RPVNMLPLKIMFFAV47CA,建業段,3.22,都市：住
RPVNMLPLKIMFFAV47CA,建業段,1.07,都市：住
RPVNMLPLKIMFFAV47CA,建業段,1.07,都市：住
RPVNMLPLKIMFFAV47CA,建業段,1.07,都市：住
RPSNMLQLKIMFFAV27CA,豐康段,49.78,都市：其他
