編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPSNMLPKJHNFFAA47CA,景美段三小段,33.50,都市：住
RPOOMLNJJHNFFAA86CA,公訓段三小段,14.53,都市：住
RPOOMLNJJHNFFAA86CA,公訓段三小段,.19,都市：住
RPOOMLNJJHNFFAA86CA,公訓段三小段,.39,都市：住
RPOOMLNJJHNFFAA86CA,公訓段三小段,.65,都市：住
RPOOMLNJJHNFFAA86CA,公訓段三小段,.17,都市：住
RPOOMLNJJHNFFAA86CA,公訓段三小段,10.02,都市：住
RPOOMLNJJHNFFAA86CA,公訓段三小段,.02,都市：住
RPRPMLLLKIMFFCA57CA,金泰段,84.06,都市：住
RPQNMLPLKIMFFCA67CA,碧湖段三小段,9.32,都市：住
RPQPMLLLKIMFFCA47CA,文德段二小段,27.36,都市：住
RPPPMLPLKIMFFCA77CA,康寧段二小段,.40,都市：住
RPOPMLTLKIMFFCA08CA,金泰段,47.09,都市：住
RPQOMLQLKIMFFCA87CA,潭美段五小段,58.30,都市：住
RPSOMLMLKIMFFAA47CA,萬慶段二小段,9.90,都市：商
RPSOMLMLKIMFFAA47CA,萬慶段二小段,314.54,都市：商
RPTOMLMLKIMFFAA57CA,興安段三小段,36.25,都市：住
RPSNMLQLKIMFFAA77CA,興隆段三小段,24.02,都市：住
RPROMLQLKIMFFAA77CA,興隆段一小段,30.40,都市：住
RPROMLMLKIMFFAA37CA,萬慶段二小段,9.90,都市：商
RPROMLMLKIMFFAA37CA,萬慶段二小段,314.54,都市：商
RPQOMLNJJHNFFCA27CA,吉林段三小段,10.29,都市：商
RPPNMLQJJHNFFCA37CA,吉林段二小段,11.49,都市：住
RPPNMLQJJHNFFCA37CA,吉林段二小段,3.94,都市：住
RPPNMLQJJHNFFCA37CA,吉林段二小段,17.40,都市：住
RPPNMLQJJHNFFCA37CA,吉林段二小段,1.70,都市：住
RPPNMLQJJHNFFCA37CA,吉林段二小段,.58,都市：住
RPPNMLQJJHNFFCA37CA,吉林段二小段,2.57,都市：住
RPQOMLLLKIMFFDA47CA,雅祥段四小段,2.67,都市：商
RPQOMLLLKIMFFDA47CA,雅祥段四小段,1.12,都市：住
RPTNMLPLKIMFFDA08CA,民生段,24.51,都市：住
RPVNMLPLKIMFFDA28CA,向陽段,80.20,都市：住
RPVPMLPLKIMFFDA48CA,美仁段一小段,39.94,都市：住
RPWNMLLLKIMFFDA97CA,寶清段七小段,5.53,都市：商
RPPPMLPLKIMFFDA87CA,玉成段一小段,33.00,都市：工
RPSPMLRLKIMFFDA38CA,民生段,33.25,都市：住
RPQPMLQLKIMFFDA08CA,西松段二小段,28.20,都市：住
RPVNMLSJJHNFFDA28CA,民生段,33.75,都市：住
RPOPMLLLKIMFFCA27CA,東湖段二小段,61.14,都市：住
RPVOMLMLKIMFFEA18CA,行義段三小段,19.03,都市：住
RPXPMLPLKIMFFDA68CA,永春段三小段,.16,都市：其他
RPXPMLPLKIMFFDA68CA,永春段三小段,28.00,都市：住
RPQNMLPLKIMFFEA87CA,豐年段三小段,511.20,都市：農
RPUPMLPLKIMFFDA38CA,新光段二小段,22.20,都市：住
RPPOMLQLKIMFFCA77CA,潭美段五小段,61.56,都市：住
RPXOMLPLKIMFFEA68CA,行義段一小段,45.46,都市：住
RPQPMLMLKIMFFDA67CA,信義段三小段,57.43,都市：其他
RPTOMLLLKIMFFEA87CA,天山段一小段,36.00,都市：住
RPTPMLRLKIMFFDA48CA,敦化段五小段,28.47,都市：住
RPPQMLSLKIMFFEA38CA,立農段一小段,.01,都市：其他
RPPQMLSLKIMFFEA38CA,立農段一小段,.10,都市：其他
RPPQMLSLKIMFFEA38CA,立農段一小段,.20,都市：其他
RPPQMLSLKIMFFEA38CA,立農段一小段,1.85,都市：其他
RPPQMLSLKIMFFEA38CA,立農段三小段,1.75,都市：其他
RPPQMLSLKIMFFEA38CA,立農段三小段,.01,都市：其他
RPPQMLSLKIMFFEA38CA,立農段三小段,1.51,都市：其他
RPRNMLQJJHNFFEA77CA,溫泉段四小段,74.00,都市：商
RPQOMLSJJHNFFEA97CA,秀山段三小段,35.69,都市：住
RPQPMLSLKIMFFDA28CA,寶清段五小段,7.80,都市：其他
RPVPMLRKJHNFFEA58CA,立農段三小段,39.50,都市：住
RPOOMLTKJHNFFEA97CA,文林段三小段,24.26,都市：住
RPUPMLMLKIMFFEA18CA,振興段三小段,22.50,都市：住
RPUOMLLLKIMFFEA97CA,新民段一小段,.07,都市：其他
RPUOMLLLKIMFFEA97CA,新民段一小段,.03,都市：其他
RPUOMLLLKIMFFEA97CA,新民段一小段,.67,都市：其他
RPUOMLLLKIMFFEA97CA,新民段一小段,.00,都市：其他
RPUOMLLLKIMFFEA97CA,新民段一小段,.02,都市：其他
RPUOMLLLKIMFFEA97CA,新民段一小段,4.86,都市：其他
RPUOMLLLKIMFFEA97CA,新民段一小段,.06,都市：其他
RPUOMLLLKIMFFEA97CA,新民段一小段,.07,都市：其他
RPPNMLTLKIMFFEA18CA,陽明段四小段,5.00,都市：住
RPPNMLTLKIMFFEA18CA,陽明段四小段,93.50,都市：住
RPSNMLQLKIMFFFA28CA,復興段一小段,16.24,都市：商
RPUNMLQLKIMFFFA48CA,懷生段二小段,3.61,都市：住
RPVOMLLLKIMFFEA08CA,秀山段二小段,38.31,都市：住
RPTNMLLLKIMFFFA87CA,通化段二小段,5.02,都市：商
RPTNMLLLKIMFFFA87CA,通化段二小段,.29,都市：商
RPTNMLLLKIMFFFA87CA,通化段二小段,.08,都市：商
RPQNMLMLKIMFFAA27DA,實踐段三小段,27.00,都市：住
RPPNMLTLKIMFFFA28CA,懷生段三小段,98.00,都市：住
RPVNMLTJJHNFFFA58CA,復興段一小段,.12,都市：住
