鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
苓雅區,車位,高雄市苓雅區新光路62巷1~30號,0.0,商,,,1061209,土地0建物0車位1,,,其他,,,,0.0,0,0,0,有,有,無,1700,,坡道平面,12.66,1700,,RPPOMLLLKIMFFBE77CC
苓雅區,車位,高雄市苓雅區新光路62巷1~30號,0.0,商,,,1061211,土地0建物0車位1,,,其他,,,,0.0,0,0,0,有,有,無,2000,,坡道平面,14.64,2000,,RPQOMLLLKIMFFBE87CC
苓雅區,車位,高雄市苓雅區新光路62巷1~30號,0.0,商,,,1061216,土地0建物0車位1,,,其他,,,,0.0,0,0,0,有,有,有,1500,,坡道平面,12.66,1500,,RPROMLLLKIMFFBE97CC
苓雅區,建物,高雄市苓雅區新光路62巷1~30號,0.0,商,,,1061215,土地0建物1車位0,三十四層,35,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860421,145.12,3,2,2,有,有,有,17000,117,,0.0,0,承租34樓全部,RPSOMLLLKIMFFBE08CC
楠梓區,房地(土地+建物)+車位,高雄市楠梓區青埔街70巷1~30號,13.4,住,,,1061101,土地1建物1車位0,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011109,132.38,3,2,2,有,無,有,20000,151,坡道平面,28.79,0,,RPPQMLLLKIMFFEE28CC
前鎮區,建物,高雄市前鎮區民權二路571~600號,28.5,,,,1061209,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,0680226,76.29,3,2,1,有,無,無,10000,131,,0.0,0,,RPUOMLLLKIMFFCE38CC
前鎮區,房地(土地+建物)+車位,高雄市前鎮區中華五路751~780號,37.63,住,,,1061220,土地1建物1車位1,二十層,27,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1000622,320.22,3,2,2,有,有,有,55000,172,坡道平面,0.0,0,,RPWOMLLLKIMFFCE58CC
鳳山區,房地(土地+建物),高雄市鳳山區北昌三街61~90號,4317.06,住,,,1061127,土地1建物1車位0,一層,15,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1040103,97.28,0,0,0,無,無,有,19000,195,,0.0,0,,RPSOMLLLKIMFFGE58CC
仁武區,房地(土地+建物),高雄市仁武區八德南路100巷2弄1~30號,120.8,住,,,1061129,土地1建物1車位0,全,2,透天厝,住商用,加強磚造,0690601,103.5,4,2,2,有,無,無,12000,116,,0.0,0,,RPQNMLLLKIMFFIE48CC
仁武區,房地(土地+建物),高雄市仁武區仁孝路511~540號,870.06,住,,,1061201,土地1建物1車位0,全,4,透天厝,見其他登記事項,見其他登記事項,1031024,709.47,0,0,0,無,無,有,130000,183,,0.0,0,,RPTNMLLLKIMFFIE78CC
