鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
中壢區,建物,桃園市中壢區龍川街1~30號,0.0,住,,,1061201,土地0建物0車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0950426,26.88,2,2,2,有,無,有,5000,186,,0.0,0,,RPQPMLLLKIMFFBH28CC
中壢區,建物,桃園市中壢區仁愛路91~120號,0.0,住,,,1061201,土地0建物1車位0,見其他登記事項,2,店面(店鋪),住家用,加強磚造,0640104,134.34,0,0,0,無,無,無,16000,119,,0.0,0,,RPSPMLLLKIMFFBH48CC
中壢區,建物,桃園市中壢區成章二街451~480號,0.0,住,,,1061201,土地0建物1車位0,見其他登記事項,3,店面(店鋪),住家用,鋼筋混凝土造,0780605,184.63,0,0,0,無,無,無,24000,130,,0.0,0,,RPVPMLLLKIMFFBH78CC
中壢區,建物,桃園市中壢區龍川街1~30號,0.0,住,,,1061201,土地0建物0車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0950426,26.88,2,2,2,有,無,有,5000,186,,0.0,0,,RPWPMLLLKIMFFBH88CC
蘆竹區,建物,桃園市蘆竹區大新一段118巷1~30號,20.73,住,,,1061201,土地0建物1車位1,十九層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050929,111.08000000000001,2,1,1,有,無,有,18000,162,坡道平面,29.18,0,,RPROMLLLKIMFFEH68DC
八德區,房地(土地+建物)+車位,桃園市八德區中山路248巷277弄67衖1~30號,76.42,,特定農業區,甲種建築用地,1061201,土地1建物1車位1,全,4,透天厝,住家用,鋼筋混凝土造,0850610,225.98,5,3,3,有,無,無,15000,66,坡道平面,30.47,0,,RPPNMLMLKIMFFFH48CC
桃園區,房地(土地+建物),桃園市桃園區同德五街271~300號,10.31,住,,,1061101,土地1建物1車位0,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840809,58.589999999999996,2,1,1,有,有,有,10000,171,,0.0,0,,RPPOMLPLKIMFFAH38CC
中壢區,建物,桃園市中壢區自強一路1~30號,0.0,工,,,1061201,土地0建物0車位0,一層,3,廠辦,見其他登記事項,鋼筋混凝土造,0931101,196.65,0,0,0,無,無,無,52000,264,,0.0,0,租一層/使用面積約70坪/約231.40坪方公尺 ( 供辦公室使用 )[ 含增建或未登記建物。],RPUNMLPLKIMFFBH88CC
中壢區,房地(土地+建物),桃園市中壢區中山路61~90號,4.0,商,,,1061101,土地1建物1車位0,十一層,20,辦公商業大樓,見其他登記事項,見其他登記事項,0840422,55.53,0,0,0,無,有,無,8000,144,,0.0,0,,RPTRMLPLKIMFFBH56CC
八德區,房地(土地+建物)+車位,桃園市八德區國豐五街1~30號,22.41,住,,,1061101,土地1建物1車位1,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001117,128.41,3,2,2,有,有,無,18000,140,坡道平面,34.92,0,,RPWNMLPLKIMFFFH96DC
中壢區,房地(土地+建物),桃園市中壢區永順一街50巷1~30號,116.05,住,,,1061201,土地2建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0960806,254.31,5,2,6,有,無,有,25000,98,,0.0,0,,RPOSMLPLKIMFFBH88DC
平鎮區,土地,平東段451~480地號,32.03,住,,,1061101,土地1建物0車位0,,,其他,,,,0.0,2,0,0,有,無,有,4000,125,,0.0,0,,RPUNMLPLKIMFFGH76CC
平鎮區,建物,桃園市平鎮區文心路91~120號,0.0,商,,,1061201,土地0建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060817,93.55,3,2,2,有,有,有,13000,139,,0.0,0,,RPWNMLQLKIMFFGH07CC
平鎮區,建物,桃園市平鎮區中豐路南勢二段460巷65弄1~30號,0.0,工,,,1061201,土地0建物1車位0,見其他登記事項,3,工廠,住工用,鋼筋混凝土造,0830111,188.23,0,0,0,無,無,無,12000,,,0.0,0,,RPXNMLQLKIMFFGH17CC
平鎮區,土地,東安段751~780地號,199.95,其他,,,1061001,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,17000,85,,0.0,0,未保存登記房子一棟,RPPOMLQLKIMFFGH09CC
龜山區,房地(土地+建物),桃園市龜山區文化二路31~60號,565.0,住,,,1061201,土地1建物1車位0,一層,2,店面(店鋪),住家用,鋼筋混凝土造,0750910,239.6,0,0,0,無,無,無,80000,334,,0.0,0,,RPQNMLQLKIMFFHH56CC
龜山區,房地(土地+建物)+車位,桃園市龜山區萬壽路二段653巷2弄1~30號,29.81,住,,,1061101,土地1建物1車位1,五層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960928,127.39000000000001,3,2,2,有,有,有,16000,126,坡道平面,37.09,0,,RPQOMLQLKIMFFHH66CC
八德區,房地(土地+建物)+車位,桃園市八德區大智路121~150號,5.93,住,,,1061101,土地1建物1車位0,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001118,122.75999999999999,3,2,2,有,有,有,22000,179,坡道平面,30.76,0,,RPWNMLQLKIMFFFH07DC
八德區,房地(土地+建物)+車位,桃園市八德區大智路91~120號,7.51,住,,,1061101,土地1建物1車位1,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001118,156.99,4,2,2,有,有,有,22000,140,坡道平面,30.76,0,,RPXNMLQLKIMFFFH17DC
楊梅區,房地(土地+建物),桃園市楊梅區楊新路二段721~750號,89.38,,特定農業區,甲種建築用地,1061201,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0900618,191.58,6,2,3,有,無,無,15000,78,,0.0,0,,RPXNMLQLKIMFFDH96DC
中壢區,建物,桃園市中壢區環北路331~360號,0.0,住,,,1061201,土地0建物1車位0,見其他登記事項,13,店面(店鋪),見其他登記事項,鋼筋混凝土造,0781212,386.85,0,0,0,無,有,無,60000,155,,0.0,0,,RPUQMLQLKIMFFBH66CC
桃園區,建物,桃園市桃園區春日路901~930號,0.0,住,,,1061201,土地0建物1車位1,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0901109,130.36,4,2,2,有,有,無,17000,130,坡道平面,0.0,0,,RPVNMLQLKIMFFAH98CC
