編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPRNMLPLKIMFFCC97CA,長安段,15.59,都市：其他
RPWNMLTJJHNFFBC48CA,調和段,40.43,都市：其他
RPVRMLPJJHNFFBC38CA,福祿段,27.25,都市：住
RPWNMLTJJHNFFBC48CA,調和段,27.50,都市：其他
RPWNMLTJJHNFFBC48CA,調和段,2.30,都市：其他
RPVRMLPJJHNFFBC38CA,福祿段,.17,都市：住
RPSNMLPLKIMFFCC08CA,長安段,20.36,都市：其他
RPUTMLPJJHNFFBC48CA,德厚段,10.28,都市：商
RPTNMLPLKIMFFCC18CA,新會段,22.85,都市：住
RPTNMLPLKIMFFCC18CA,新會段,1.67,都市：其他
RPTNMLPLKIMFFCC18CA,新會段,1.07,都市：住
RPTNMLPLKIMFFCC18CA,新會段,.09,都市：其他
RPTNMLPLKIMFFCC18CA,新會段,4.24,都市：其他
RPTNMLPLKIMFFCC18CA,新會段,.62,都市：住
RPTNMLPLKIMFFCC18CA,新會段,1.40,都市：其他
RPTNMLPLKIMFFCC18CA,新會段,.14,都市：住
RPRNMLMLKIMFFBC57CA,調和段,70.52,都市：住
RPOOMLRLKIMFFCC97CA,武嶺段,18.99,都市：住
RPPNMLPLKIMFFBC67CA,調和段,.10,都市：住
RPPNMLPLKIMFFBC67CA,調和段,.10,都市：住
RPPNMLPLKIMFFBC67CA,調和段,.45,都市：商
RPPNMLPLKIMFFBC67CA,調和段,.45,都市：商
RPPNMLPLKIMFFBC67CA,調和段,.25,都市：住
RPPNMLPLKIMFFBC67CA,調和段,.25,都市：住
RPPNMLPLKIMFFBC67CA,調和段,71.03,都市：住
RPPNMLPLKIMFFBC67CA,調和段,71.03,都市：住
RPPNMLPLKIMFFBC67CA,調和段,.33,都市：住
RPPNMLPLKIMFFBC67CA,調和段,.33,都市：住
RPXNMLKKJHNFFCC87CA,源遠段,29.89,都市：住
RPXNMLSLKIMFFCC88CA,新城段,13.53,都市：住
RPPPMLRLKIMFFCC18CA,工建段,72.67,都市：住
RPXNMLSLKIMFFCC88CA,新城段,.05,都市：其他
RPXNMLSLKIMFFCC88CA,新城段,.35,都市：其他
RPRNMLSJJHNFFCC97CA,麥金段,28.37,都市：住
RPRNMLSJJHNFFCC97CA,麥金段,.82,都市：其他
RPSNMLSLKIMFFCC38CA,新城段,26.76,都市：住
RPSNMLSLKIMFFCC38CA,新城段,1.31,都市：其他
RPXNMLMKJHNFFCC08CA,暖暖段暖暖小段,30.69,都市：住
RPPOMLMKJHNFFCC37CA,暖暖段暖暖小段,49.62,都市：住
RPOOMLMKJHNFFCC27CA,暖暖段暖暖小段,31.55,都市：住
RPQOMLMKJHNFFCC47CA,暖暖段暖暖小段,31.55,都市：住
RPVNMLMKJHNFFCC87CA,暖暖段暖暖小段,41.30,都市：住
RPRNMLMKJHNFFCC47CA,武嶺段,8.34,都市：住
RPRNMLMKJHNFFCC47CA,武嶺段,.01,都市：其他
RPRNMLMKJHNFFCC47CA,武嶺段,.08,都市：其他
RPRNMLMKJHNFFCC47CA,武嶺段,.01,都市：其他
RPRNMLMKJHNFFCC47CA,武嶺段,.00,都市：其他
RPTOMLMKJHNFFCC77CA,暖暖段暖暖小段,44.17,都市：住
RPQPMLQKJHNFFCC97CA,源遠段,22.11,都市：住
RPQNMLPLKIMFFCC87CA,長安段,47.76,都市：住
RPPNMLSJJHNFFCC77CA,暖暖段東勢坑小段,49.84,都市：住
RPOOMLRKJHNFFCC77CA,安國段,24.90,都市：住
RPQNMLSJJHNFFCC87CA,暖暖段東勢坑小段,48.95,都市：住
RPUNMLPJJHNFFCC97CA,暖暖段東勢坑小段,92.92,都市：住
RPTNMLPKJHNFFCC18EA,金華段,13.43,都市：住
RPQOMLPJJHNFFCC67CA,觀音段,21.90,都市：住
RPVOMLMJJHNFFCC87CA,新城段,27.48,都市：住
RPVOMLMJJHNFFCC87CA,新城段,.10,都市：其他
RPQPMLRLKIMFFCC28CA,五堵段五堵北小段,20.14,都市：商
RPSNMLOJJHNFFCC67CA,大武崙段內寮小段,25.00,都市：住
RPUOMLLKJHNFFCC77CA,暖暖段暖暖小段,41.30,都市：住
RPSNMLRLKIMFFCC28CA,大武崙段內寮小段,41.85,都市：住
RPWNMLMKJHNFFCC97CA,暖暖段暖暖小段,30.69,都市：住
RPUOMLMKJHNFFCC87CA,暖暖段暖暖小段,41.59,都市：住
RPROMLMKJHNFFCC57CA,暖暖段暖暖小段,31.55,都市：住
RPPOMLRLKIMFFCC08CA,源遠段,51.71,都市：住
RPUNMLRLKIMFFCC48CA,大華段,3.78,都市：住
RPUNMLRLKIMFFCC48CA,大華段,16.88,都市：住
RPSNMLPKJHNFFCC08EA,代天府段,17.92,都市：其他
RPSNMLPKJHNFFCC08EA,代天府段,.11,都市：其他
RPSNMLPKJHNFFCC08EA,代天府段,.14,都市：住
RPSNMLPKJHNFFCC08EA,代天府段,.03,都市：其他
RPSNMLPKJHNFFCC08EA,代天府段,.00,都市：住
RPSNMLPKJHNFFCC08EA,代天府段,.07,都市：住
RPSNMLPKJHNFFCC08EA,代天府段,.04,都市：其他
RPVNMLRLKIMFFCC58CA,麥金段,20.80,都市：住
RPVNMLRLKIMFFCC58CA,麥金段,.60,都市：其他
RPPNMLRKJHNFFCC77CA,舊站段,28.68,都市：商
RPRRMLLKJHNFFBC67CA,培德段,24.50,都市：住
RPSRMLLKJHNFFBC77CA,培德段,24.50,都市：住
RPTNMLSLKIMFFBC38CA,港灣段一小段,6.00,都市：商
RPTNMLSLKIMFFBC38CA,港灣段一小段,25.00,都市：商
RPTNMLSLKIMFFBC38CA,港灣段一小段,14.00,都市：商
RPTNMLSLKIMFFBC38CA,港灣段一小段,10.00,都市：商
RPTNMLSLKIMFFBC38CA,港灣段一小段,31.00,都市：商
RPTNMLSLKIMFFBC38CA,港灣段一小段,1.00,都市：商
RPVOMLPLKIMFFBC38CA,調和段,26.81,都市：住
RPWNMLQLKIMFFBC48CA,中正段三小段,19.00,都市：商
RPWNMLQLKIMFFBC48CA,中正段三小段,109.00,都市：商
RPOOMLTLKIMFFBC08CA,深美段,1.05,都市：住
RPOOMLTLKIMFFBC08CA,祥豐段,.18,都市：住
RPOOMLTLKIMFFBC08CA,深美段,19.87,都市：住
RPOOMLTLKIMFFBC08CA,深美段,.10,都市：其他
RPSNMLPLKIMFFBC97CA,調和段,160.39,都市：住
RPSNMLPLKIMFFBC97CA,調和段,.75,都市：住
RPSNMLPLKIMFFBC97CA,調和段,1.01,都市：商
RPSNMLPLKIMFFBC97CA,調和段,.56,都市：住
RPSNMLPLKIMFFBC97CA,調和段,.22,都市：住
RPTNMLPLKIMFFBC08CA,調和段,.90,都市：商
RPTNMLPLKIMFFBC08CA,調和段,.50,都市：住
RPTNMLPLKIMFFBC08CA,調和段,.19,都市：住
RPTNMLPLKIMFFBC08CA,調和段,142.06,都市：住
RPTNMLPLKIMFFBC08CA,調和段,.67,都市：住
RPRNMLQLKIMFFBC97CA,港濱段,131.00,都市：住
RPPNMLRKJHNFFBC67CA,光明段,107.00,都市：其他
RPPNMLRKJHNFFBC67CA,光明段,21.00,都市：其他
RPRNMLTKJHNFFBC08CA,德厚段,28.21,都市：住
RPRNMLPLKIMFFBC87CA,調和段,.99,都市：商
RPRNMLPLKIMFFBC87CA,調和段,.55,都市：住
