鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
中山區,建物,臺北市中山區雙城街13巷1~30號,0.0,商,,,1061124,土地0建物1車位0,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010327,133.53,2,1,2,有,有,有,85000,637,,0.0,0,,RPQNMLLLKIMFFCA47CC
中山區,建物,臺北市中山區朱崙街31~60號,0.0,住,,,1061214,土地0建物1車位0,三層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850411,30.21,1,1,1,有,有,有,15000,497,,0.0,0,,RPTNMLLLKIMFFCA77CC
內湖區,建物,臺北市內湖區瑞光路391~420號,0.0,工,,,1061207,土地0建物1車位0,十層,12,廠辦,工業用,見其他登記事項,0951128,510.71,0,0,0,無,有,有,218000,427,,0.0,0,107.2.1-110-1.31租金218000110.2.1-112.1.31租金224000,RPXNMLLLKIMFFCA18CC
內湖區,建物,臺北市內湖區瑞湖街1~30號,0.0,工,,,1061212,土地0建物1車位0,九層,9,廠辦,見其他登記事項,鋼筋混凝土造,0960709,427.11,0,0,0,無,有,有,156576,367,,0.0,0,車位2個,RPOOMLLLKIMFFCA37CC
中山區,建物,臺北市中山區南京東路一段31~60號,0.0,商,,,1061220,土地0建物1車位0,一層,5,店面(店鋪),,加強磚造,,129.48,0,0,0,無,無,無,237500,1834,,0.0,0,,RPXOMLLLKIMFFCA28CC
中山區,建物,臺北市中山區南京東路二段91~120號,99.0,其他,,,1061128,土地0建物1車位0,十層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0990917,45.31,1,0,1,有,有,有,32000,706,,0.0,0,,RPPPMLLLKIMFFCA57CC
中山區,建物,臺北市中山區長春路91~120號,0.0,商,,,1061219,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),商業用,加強磚造,,87.57,0,0,0,無,無,無,70000,799,,0.0,0,,RPOQMLLLKIMFFCA57CC
文山區,建物,臺北市文山區萬盛街130巷1~30號,0.0,住,,,1061201,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,78.32,3,2,1,有,無,有,19000,243,,0.0,0,,RPROMLLLKIMFFAA47CC
文山區,建物,臺北市文山區景後街151~180號,0.0,商,,,1061201,土地0建物0車位0,一層,11,店面(店鋪),商業用,鋼筋混凝土造,0850706,142.48000000000002,0,0,0,無,無,無,50000,351,,0.0,0,,RPWOMLLLKIMFFAA97CC
大同區,建物,臺北市大同區太原路61~90號,0.0,商,,,1061122,土地0建物1車位0,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971211,55.81,1,1,1,有,有,有,23000,412,,0.0,0,,RPUNMLLLKIMFFBA77CC
松山區,建物,臺北市松山區敦化北路241~270號,0.0,其他,,,1061215,土地0建物1車位3,五層,13,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050823,588.85,3,2,5,有,有,有,212000,360,坡道平面,118.96,0,,RPOOMLLLKIMFFDA47CC
北投區,建物,臺北市北投區裕民二路61~90號,0.0,商,,,1061122,土地0建物1車位1,七層,19,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021108,139.26999999999998,2,1,1,有,有,有,60000,431,坡道平面,0.0,0,,RPPNMLLLKIMFFEA57CC
士林區,建物,臺北市士林區天玉街1~30號,0.0,住,,,1061211,土地0建物1車位0,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960201,193.8,4,2,2,有,有,有,116282,600,,0.0,0,,RPQNMLLLKIMFFEA67CC
北投區,建物,臺北市北投區明德路31~60號,0.0,住,,,1061123,土地0建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050425,132.17000000000002,3,2,2,有,有,有,65000,492,,0.0,0,,RPUNMLLLKIMFFEA08CC
士林區,建物,臺北市士林區德行東路74巷1~30號,0.0,住,,,1061120,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0800906,167.39000000000001,1,1,2,有,無,無,55000,329,,0.0,0,,RPXNMLLLKIMFFEA38CC
士林區,建物,臺北市士林區忠誠路二段91~120號,0.0,住,,,1061120,土地0建物1車位0,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0750812,151.18,3,2,2,有,無,有,40000,265,,0.0,0,,RPOOMLLLKIMFFEA57CC
北投區,建物,臺北市北投區中山路1~30號,0.0,其他,,,1061221,土地0建物1車位0,二十五層,5,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920127,70.82,0,0,0,無,有,有,29000,409,,0.0,0,106/12/25~107/11/24每月租金新臺幣貳萬玖仟元整(含管理費);107/11/25~107/12/24每月租金新臺幣貳萬參仟元整(含管理費)。,RPQOMLLLKIMFFEA77CC
大安區,建物,臺北市大安區敦化南路一段177巷31~60號,0.0,住,,,1061201,土地0建物1車位0,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0780425,200.19,2,2,2,有,有,有,100000,500,,0.0,0,租金含管理費,RPSNMLLLKIMFFFA97CC
大安區,建物,臺北市大安區延吉街137巷1~30號,0.0,商,,,1061218,土地0建物1車位0,一層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,222.6,0,0,0,無,有,有,130000,584,,0.0,0,,RPVNMLLLKIMFFFA28CC
大安區,建物,臺北市大安區忠孝東路四段121~150號,0.0,其他,,,1061201,土地0建物2車位0,四層,12,辦公商業大樓,商業用,鋼筋混凝土造,0710607,126.53,0,0,0,無,有,無,64000,506,,0.0,0,,RPROMLLLKIMFFFA97CC
大安區,建物,臺北市大安區新生南路三段61~90號,0.0,住,,,1061220,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),,鋼筋混凝土造,0710317,129.18,0,0,0,無,無,無,52260,405,,0.0,0,,RPUOMLLLKIMFFFA28CC
大安區,建物,臺北市大安區敦化南路一段271~300號,0.0,其他,,,1061220,土地0建物1車位0,五層,14,套房(1房1廳1衛),,鋼筋混凝土造,,39.08,1,1,1,有,有,有,21000,537,,0.0,0,續約,RPRNMLMLKIMFFFA97CC
大安區,建物,臺北市大安區臥龍街301~330號,0.0,住,,,1061221,土地0建物1車位1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990513,168.94,3,2,2,有,有,有,72000,426,坡道平面,46.82,0,,RPSNMLMLKIMFFFA08CC
大安區,建物,臺北市大安區仁愛路四段1~30號,0.0,其他,,,1061201,土地0建物1車位1,五層,12,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,248.02,4,2,2,有,有,有,130000,524,坡道平面,0.0,0,,RPUNMLMLKIMFFFA28CC
士林區,建物,臺北市士林區中山北路六段290巷7弄1~30號,0.0,住,,,1061124,土地0建物1車位0,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0940803,174.43,4,2,2,有,有,有,75000,430,,0.0,0,,RPXNMLMLKIMFFEA48CC
松山區,建物,臺北市松山區三民路31~60號,9.08,住,,,1061216,土地0建物1車位0,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980703,47.01,1,1,1,有,無,無,20000,425,,0.0,0,,RPSOMLMLKIMFFDA97CC
信義區,建物,臺北市信義區基隆路二段121~150號,0.0,商,,,1061130,土地0建物1車位0,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031029,101.55,1,1,1,有,有,有,60000,591,,0.0,0,,RPUOMLMLKIMFFDA18CC
松山區,建物,臺北市松山區敦化北路199巷16弄1~30號,0.0,住,,,1061212,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0750714,141.87,3,2,2,有,有,有,45000,317,,0.0,0,,RPVOMLMLKIMFFDA28CC
信義區,建物,臺北市信義區忠孝東路四段481~510號,0.0,住,,,1061215,土地0建物1車位0,三層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,191.19,3,2,3,有,有,無,72000,377,,0.0,0,,RPWOMLMLKIMFFDA38CC
信義區,建物,臺北市信義區吳興街7巷1~30號,0.0,商,,,1061218,土地0建物1車位0,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0781111,96.4,2,1,1,有,無,無,30000,311,,0.0,0,,RPPPMLMLKIMFFDA77CC
大同區,建物,臺北市大同區太原路61~90號,0.0,商,,,1061129,土地0建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971211,93.67,2,2,1,有,有,有,45000,480,,0.0,0,租金內含管理費。,RPQNMLMLKIMFFBA47CC
大同區,建物,臺北市大同區市民大道一段181~210號,0.0,其他,,,1061208,土地0建物1車位0,十一層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0980724,92.43,2,1,1,有,有,有,50000,541,,0.0,0,,RPSNMLMLKIMFFBA67CC
中正區,建物,臺北市中正區漢口街一段61~90號,0.0,商,,,1061130,土地0建物1車位0,三層,13,辦公商業大樓,見使用執照,鋼筋混凝土造,0880923,555.71,0,0,0,無,有,有,300000,540,,0.0,0,,RPWNMLMLKIMFFBA08CC
中山區,建物,臺北市中山區新生北路三段56巷1~30號,0.0,商,,,1061129,土地0建物1車位0,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981021,136.24,3,2,2,有,有,有,71000,521,,0.0,0,租金內含管理費。,RPSNMLMLKIMFFCA77CC
中山區,建物,臺北市中山區中山北路一段91~120號,0.0,商,,,1061207,土地0建物1車位0,三層,12,辦公商業大樓,商業用,鋼筋混凝土造,0770401,129.9,1,0,0,無,有,無,49500,381,,0.0,0,,RPTNMLMLKIMFFCA87CC
中山區,建物,臺北市中山區長安西路1~30號,0.0,商,,,1061214,土地0建物1車位0,六層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0941109,76.96000000000001,2,1,1,有,有,有,40000,520,,0.0,0,,RPUNMLMLKIMFFCA97CC
中山區,建物,臺北市中山區新生北路二段31~60號,0.0,商,,,1061220,土地0建物1車位0,十五層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850718,66.28,2,1,1,有,有,有,44000,664,,0.0,0,,RPVNMLMLKIMFFCA08CC
中山區,建物,臺北市中山區新生北路二段68巷1~30號,0.0,商,,,1061218,土地0建物1車位0,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971229,51.75,2,1,1,有,有,有,30000,580,,0.0,0,,RPWNMLMLKIMFFCA18CC
中山區,建物,臺北市中山區朱崙街91~120號,0.0,商,,,1061221,土地0建物1車位0,二層,8,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0770805,93.69,2,2,1,有,無,有,40000,427,,0.0,0,,RPOOMLMLKIMFFCA47CC
中山區,建物,臺北市中山區松江路184巷31~60號,0.0,住,,,1061214,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700619,83.2,2,1,1,有,無,有,25000,300,,0.0,0,,RPSOMLMLKIMFFCA87CC
內湖區,建物,臺北市內湖區金莊路1~30號,0.0,其他,,,1061124,土地0建物1車位0,一層,12,店面(店鋪),見其他登記事項,見其他登記事項,1031124,171.13,1,0,0,無,有,無,82800,484,,0.0,0,,RPTOMLMLKIMFFCA97CC
中山區,建物,臺北市中山區長安東路一段56巷1弄1~30號,0.0,商,,,1061207,土地0建物1車位1,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970318,111.44,2,1,1,有,有,有,32000,287,塔式車位,6.77,0,,RPUOMLMLKIMFFCA08CC
中山區,建物,臺北市中山區復興北路391~420號,0.0,商,,,1061208,土地0建物1車位0,十二層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0751125,80.33,2,1,1,有,有,有,36600,456,,0.0,0,,RPVOMLMLKIMFFCA18CC
中山區,建物,臺北市中山區新生北路31~60號,0.0,商,,,1061212,土地0建物1車位0,十四層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850718,78.9,3,1,1,有,有,有,25000,317,,0.0,0,,RPWOMLMLKIMFFCA28CC
中山區,建物,臺北市中山區天津街31~60號,0.0,商,,,1061207,土地0建物1車位0,一層,9,店面(店鋪),商業用,鋼筋混凝土造,0670116,33.88,0,0,0,無,無,有,34056,1005,,0.0,0,,RPXOMLMLKIMFFCA38CC
中山區,建物,臺北市中山區復興北路391~420號,0.0,商,,,1061212,土地0建物1車位0,五層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0751125,96.07,2,1,1,有,有,有,50000,520,,0.0,0,,RPOPMLMLKIMFFCA57CC
內湖區,建物,臺北市內湖區陽光街31~60號,0.0,住,,,1061212,土地0建物1車位0,五層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0990705,177.49,3,2,2,有,有,有,51000,287,,0.0,0,,RPPPMLMLKIMFFCA67CC
