鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
安平區,建物,臺南市安平區育平五街1~30號,0.0,,,,1061217,土地0建物1車位0,十七層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861021,185.62,3,1,2,有,有,有,16000,86,,0.0,0,,RPPNMLLLKIMFFAD47CC
安平區,土地,金華段121~150地號,207.24,商,,,1061220,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,100000,483,,0.0,0,,RPTOMLMLKIMFFAD08CC
仁德區,房地(土地+建物),臺南市仁德區新田二街116巷61~90號,1743.43,,特定農業區,農牧用地,1061215,土地1建物1車位0,見其他登記事項,1,廠辦,農舍,見其他登記事項,0891107,132.93,0,0,0,無,無,有,32000,241,,0.0,0,,RPUNMLMLKIMFFID88CC
安南區,房地(土地+建物),臺南市安南區國安街56巷111弄31~60號,92.54,住,,,1061223,土地1建物1車位0,全,2,透天厝,住商用,加強磚造,0690125,95.22,4,3,2,有,無,有,11000,116,,0.0,0,,RPQNMLNLKIMFFBD87CC
東區,房地(土地+建物),臺南市東區大同路二段541~570號,91.17,商,,,1061220,土地1建物1車位0,全,3,透天厝,住商用,加強磚造,0640521,184.79,5,2,3,有,無,無,18000,97,,0.0,0,,RPPNMLNLKIMFFCD87CC
北區,房地(土地+建物),臺南市北區公園南路361~390號,6.16,住,,,1061130,土地1建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,0960824,22.55,1,0,1,有,有,有,8000,355,,0.0,0,,RPSNMLOLKIMFFAD08CC
安平區,建物,臺南市安平區永華路二段931~960號,0.0,商,,,1061123,土地0建物1車位1,五層,16,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1030116,276.76,3,2,4,有,有,有,45000,163,坡道平面,0.0,0,,RPXNMLPLKIMFFAD68CC
安平區,房地(土地+建物),臺南市安平區安平路391~420號,97.82,住,,,1061224,土地1建物1車位0,見其他登記事項,3,店面(店鋪),住商用,鋼筋混凝土造,0640608,197.19,0,0,0,無,無,有,35000,177,,0.0,0,,RPUOMLPLKIMFFAD48CC
南區,房地(土地+建物),臺南市南區文南二路1~30號,235.39,住,,,1061221,土地1建物1車位0,一層,8,店面(店鋪),商業用,鋼筋混凝土構造,0790627,218.0,6,2,3,有,無,有,20000,92,,0.0,0,,RPTNMLPLKIMFFCD48CC
南區,房地(土地+建物),臺南市南區新興路391~420號,119.0,住,,,1061214,土地1建物1車位0,一層,4,店面(店鋪),住商用,鋼筋混凝土構造,0680316,114.53,1,0,1,有,無,無,24000,210,,0.0,0,,RPWNMLPLKIMFFCD78CC
東區,土地,路東段841~870地號,41.64,商,,,1061222,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,25000,600,,0.0,0,,RPOOMLPLKIMFFCD08CC
東區,建物,臺南市東區勝利路91~120號,0.0,商,,,1061218,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,0700116,29.78,1,1,1,有,無,有,6500,218,,0.0,0,,RPQOMLQLKIMFFCD38CC
