鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
台東市,房地(土地+建物),臺東縣臺東巿四維路三段59巷1~30號,8.68,住,,,1020420,土地1建物1車位0,三層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0830419,42.37,1,0,1,有,有,無,5000,118,,0.0,0,,RPRNMLRKNHIFFAV27DC
台東市,房地(土地+建物),臺東縣臺東巿新展街23巷2弄1~30號,13.17,住,,,1020516,土地1建物1車位0,七層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0850621,141.77,3,2,2,有,有,有,10000,71,,0.0,0,,RPUNMLRKNHIFFAV47CC
台東市,房地(土地+建物),臺東縣臺東巿漢中街61~90號,1774.0,住,,,1020605,土地1建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,0820716,157.83,3,2,4,有,無,有,15000,95,,0.0,0,,RPUNMLKMNHIFFAV96CC
台東市,房地(土地+建物),臺東縣臺東巿開封街421~450號,16.85,住,,,1020616,土地1建物1車位0,三層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840216,105.4,3,2,2,有,有,有,10000,95,,0.0,0,,RPSNMLSKOHIFFAV47CC
台東市,房地(土地+建物),臺東縣臺東巿新成街31~60號,12.65,住,,,1020705,土地1建物1車位0,一層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0850628,60.74,0,0,0,無,有,無,6500,107,,0.0,0,含管理費費用。,RPQNMLQKPHIFFAV27DC
台東市,房地(土地+建物),臺東縣臺東巿光明路241~270號,55.0,住,,,1020701,土地1建物1車位0,全,2,透天厝,住商用,見其他登記事項,,104.55,0,0,0,無,無,無,15000,143,,0.0,0,,RPSNMLRKPHIFFAV57DC
台東市,房地(土地+建物),臺東縣臺東巿中正路31~60號,80.0,住,,,1020701,土地1建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,1010102,214.08,0,0,0,無,無,無,20000,93,,0.0,0,,RPTNMLRKPHIFFAV67DC
台東市,房地(土地+建物),臺東縣臺東巿中山路178?181~210號,199.0,住,,,1020801,土地2建物1車位0,一層,4,店面(店鋪),住商用,鋼筋混凝土造,0810213,105.3,0,0,0,無,無,無,30000,285,,0.0,0,,RPOOMLKMPHIFFAV76DC
台東市,房地(土地+建物),臺東縣臺東巿南一街151~180號,156.97,住,,,1020801,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,0811017,134.7,3,2,2,有,無,無,10000,74,,0.0,0,,RPPOMLKMPHIFFAV86DC
台東市,房地(土地+建物),臺東縣臺東巿長安街91~120號,86.0,住,,,1020710,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0851011,52.09,0,0,0,無,無,無,12000,230,,0.0,0,,RPQOMLKMPHIFFAV96DC
台東市,房地(土地+建物),臺東縣臺東巿博愛路481~510號,19.94,住,,,1020815,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0800717,90.12,3,2,1,有,無,有,8000,89,,0.0,0,,RPUNMLKMPHIFFAV17CC
台東市,房地(土地+建物),臺東縣臺東巿臺東市四維路三段59巷1~30號,5.68,住,,,1020701,土地1建物1車位0,一層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0830419,30.34,1,0,1,有,無,有,5000,165,,0.0,0,,RPTNMLLMPHIFFAV27DC
