鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
五股區,建物,新北市五股區五權路1~30號,0.0,,工業區,丁種建築用地,1061017,土地0建物1車位0,地下一層,3,倉庫,見其他登記事項,見其他登記事項,0900808,180.25,0,0,0,無,有,無,20000,,,0.0,0,,RPVQMLLLJIMFFBF58CC
新莊區,房地(土地+建物),新北市新莊區中港路91~120號,74.27,住,,,1061121,土地1建物1車位0,全,3,透天厝,住商用,加強磚造,0750118,155.85,0,0,0,無,無,無,45409,291,,0.0,0,,RPWQMLLLJIMFFBF68CC
淡水區,房地(土地+建物)+車位,新北市淡水區中山北路三段31~60號,28.6,住,,,1061121,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020909,142.48000000000002,3,2,2,有,無,無,16690,117,坡道平面,37.76,0,,RPOPMLLLJIMFFEF08CC
淡水區,建物,新北市淡水區中正路11巷1~30號,0.0,商,,,1061118,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,102.6,2,2,1,有,無,有,14000,136,,0.0,0,,RPPPMLLLJIMFFEF18CC
淡水區,房地(土地+建物),新北市淡水區淡金路1~30號,3.07,商,,,1061026,土地1建物1車位0,十九層,29,套房(1房1廳1衛),住家用,鋼筋混凝土造,0970909,53.33,1,1,1,有,有,有,15000,281,,0.0,0,,RPQPMLLLJIMFFEF28CC
樹林區,建物,新北市樹林區博愛一街1~30號,0.0,商,,,1061027,土地0建物1車位0,二層,8,店面(店鋪),商業用,鋼筋混凝土造,0830716,196.34,0,0,0,無,無,無,40000,204,,0.0,0,,RPUNMLLLJIMFFIF88CC
林口區,房地(土地+建物),新北市林口區文化二路一段241~270號,219.77,住,,,1061021,土地1建物2車位0,十九層,23,辦公商業大樓,住家用,見其他登記事項,0800830,1162.76,0,0,1,有,有,無,190000,163,,0.0,0,,RPPOMLLLJIMFFBF87DC
汐止區,房地(土地+建物),新北市汐止區長江街13巷5弄1~30號,43.45,住,,,1061024,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770310,148.32,4,2,3,有,無,無,28380,191,,0.0,0,,RPUNMLLLJIMFFDF48DC
板橋區,房地(土地+建物),新北市板橋區大觀路三段50巷31~60號,66.18,住,,,1061027,土地1建物1車位0,一層,3,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,,85.61,1,1,1,有,無,無,16000,187,,0.0,0,,RPRQMLMLJIMFFAF28DC
樹林區,房地(土地+建物)+車位,新北市樹林區學勤路331~360號,16.67,商,,,1061121,土地1建物1車位1,十二層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971030,197.88,3,2,2,有,有,有,25000,126,坡道平面,39.83,0,,RPQPMLMLJIMFFIF78CC
三重區,建物,新北市三重區中正南路250巷1~30號,0.0,其他,,,1061120,土地0建物1車位1,八層,36,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0970627,155.84,3,2,2,有,有,有,40000,257,坡道平面,36.97,0,,RPROMLMLJIMFFGF58CC
淡水區,房地(土地+建物),新北市淡水區中山北路一段181~210號,38.3,住,,,1061118,土地1建物1車位0,全,3,透天厝,住商用,加強磚造,0640517,83.34,2,2,1,有,無,有,8000,96,,0.0,0,本物件為透天厝,僅租第3層,RPRNMLMLJIMFFEF28CC
中和區,建物,新北市中和區民享街31~60號,0.0,住,,,1061121,土地0建物1車位0,一層,5,店面(店鋪),商業用,鋼筋混凝土造,0700107,88.34,0,0,0,無,無,無,45000,509,,0.0,0,,RPQNMLMLJIMFFHF48CC
中和區,建物,新北市中和區中興街135巷1~30號,0.0,住,,,1061107,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681008,82.39,0,0,0,無,無,無,15000,182,,0.0,0,,RPVNMLMLJIMFFHF98CC
中和區,建物,新北市中和區景平路121~150號,0.0,住,,,1061115,土地0建物1車位0,九層,15,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1020813,44.35,1,0,1,有,有,無,16500,372,,0.0,0,,RPWNMLMLJIMFFHF09CC
永和區,建物,新北市永和區仁愛路282巷1~30號,0.0,住,,,1061116,土地0建物1車位0,十二層,16,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,0990827,59.51,1,1,1,有,有,無,22000,370,,0.0,0,,RPQOMLMLJIMFFHF58CC
土城區,房地(土地+建物)+車位,新北市土城區忠承路91~120號,103.29,工,,,1061116,土地1建物1車位2,八層,12,廠辦,見其他登記事項,鋼筋混凝土造,0990611,314.1,0,0,0,無,有,無,66000,210,坡道平面,59.1,0,,RPXQMLMLJIMFFAF78CC
新店區,房地(土地+建物),新北市新店區中正路481~510號,85.78,工,,,1061024,土地1建物1車位0,二層,5,廠辦,工業用,鋼筋混凝土造,0761021,412.19,0,0,0,無,無,無,77000,187,,0.0,0,,RPWOMLMLJIMFFCF68CC
汐止區,土地,康誥坑段31~60地號,666.19,,山坡地保育區,丁種建築用地,1061030,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,65000,98,,0.0,0,,RPOPMLMLJIMFFDF08CC
汐止區,房地(土地+建物)+車位,新北市汐止區伯爵街31~60號,37.41,,山坡地保育區,丙種建築用地,1061120,土地1建物1車位1,三層,4,其他,住家用,鋼筋混凝土造,0850417,93.69,2,1,2,有,有,有,16000,171,坡道機械,0.0,0,,RPRQMLMLJIMFFDF48CC
汐止區,房地(土地+建物),新北市汐止區大同路二段121~150號,48.64,工,,,1061120,土地1建物1車位0,二層,10,廠辦,工業用,鋼筋混凝土造,0881209,333.39,0,0,0,無,有,無,60000,180,,0.0,0,,RPSQMLMLJIMFFDF58CC
五股區,建物,新北市五股區登林路61~90號,0.0,住,,,1061102,土地0建物1車位1,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900611,124.34,3,2,1,有,有,無,18000,145,坡道平面,0.0,0,,RPQPMLMLJIMFFBF08CC
新莊區,建物,新北市新莊區思源路481~510號,0.0,商,,,1061121,土地0建物1車位1,十八層,25,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021213,216.48,3,2,2,有,有,有,50000,231,坡道平面,38.7,0,,RPSQMLMLJIMFFBF38CC
新莊區,房地(土地+建物)+車位,新北市新莊區豐盛一街1~30號,9.75,商,,,1061120,土地1建物1車位1,十層,15,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1060419,111.24000000000001,0,0,0,無,有,無,16000,144,坡道平面,0.0,0,,RPPRMLMLJIMFFBF18CC
泰山區,房地(土地+建物),新北市泰山區明志路二段400巷1~30號,32.49,住,,,1061101,土地1建物1車位0,六層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831231,244.73999999999998,4,2,3,有,無,無,22000,90,,0.0,0,,RPOOMLNLJIMFFBF87CC
林口區,房地(土地+建物)+車位,新北市林口區中山路541~570號,20.38,住,,,1061110,土地1建物1車位1,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950705,151.18,3,2,2,有,有,有,22000,146,坡道平面,34.54,0,,RPQPMLNLJIMFFBF18CC
新莊區,建物,新北市新莊區中正路91~120號,0.0,住,,,1061113,土地0建物1車位0,一層,18,店面(店鋪),見其他登記事項,鋼筋混凝土造,1021115,184.23999999999998,0,2,1,有,有,無,55000,299,,0.0,0,,RPTSMLNLJIMFFBF78CC
汐止區,房地(土地+建物)+車位,新北市汐止區新北市汐止區新臺五路一段61~90號,63.24,工,,,1061120,土地9建物3車位7,八層,21,廠辦,工商用,鋼造,0830330,1010.9399999999999,0,0,0,無,有,無,165000,163,坡道平面,0.0,0,,RPPOMLNLJIMFFDF18CC
汐止區,房地(土地+建物)+車位,新北市汐止區新北市汐止區新臺五路一段61~90號,19.02,工,,,1061110,土地3建物1車位1,十九層,21,廠辦,工商用,鋼造,0830330,289.37,0,0,0,無,有,無,65000,225,坡道平面,0.0,0,,RPQOMLNLJIMFFDF28CC
板橋區,建物,新北市板橋區民生路三段31~60號,0.0,住,,,1061118,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,78.98,0,0,0,無,無,無,26000,329,,0.0,0,,RPPQMLNLJIMFFAF08CC
三重區,建物,新北市三重區成功路41巷1~30號,0.0,住,,,1061101,土地0建物1車位0,一層,4,套房(1房1廳1衛),住家用,加強磚造,0640729,54.0,1,1,1,有,無,有,20000,370,,0.0,0,,RPVNMLNLJIMFFGF98CC
蘆洲區,建物,新北市蘆洲區長樂路120巷1~30號,0.0,住,,,1061113,土地0建物1車位0,一層,5,店面(店鋪),商業用,鋼筋混凝土造,0930213,70.59,1,2,1,有,有,無,23000,326,,0.0,0,,RPXOMLNLJIMFFGF66CC
