編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPPOMLNLJIMFFAV66CA,豐谷段,52.98,都市：住
RPTNMLSLJIMFFAV57DA,豐富段,459.78,都市：其他
RPPNMLNLJIMFFAV56CA,普優瑪段,154.32,都市：住
RPPNMLNLJIMFFAV56CA,普優瑪段,794.85,都市：住
RPQNMLNLJIMFFAV66CA,利吉段,6193.86,非都市：山坡地保育區 ; 非都市編定：農牧用地
RPPNMLRJKIMFFCV07CA,西莊段,3546.33,非都市：特定農業區 ; 非都市編定：農牧用地
RPPNMLRJKIMFFCV07CA,西莊段,2781.71,非都市：特定農業區 ; 非都市編定：農牧用地
SPTNMLSLJIMFFAV67DA,豐富段,390.80,都市：其他
RPPNMLMLJIMFFDV76CA,荒野段,1988.77,非都市：一般農業區 ; 非都市編定：農牧用地
RPQNMLSLJIMFFAV27DA,北南王段,581.72,非都市：特定農業區 ; 非都市編定：水利用地
SPQNMLSLJIMFFAV37DA,北南王段,1568.67,非都市：特定農業區 ; 非都市編定：水利用地
RPRNMLMLJIMFFAV66CA,利家段,141.00,非都市：鄉村區 ; 非都市編定：乙種建築用地
UPQNMLSLJIMFFAV57DA,北南王段,1152.25,都市：其他
RPTNMLNLJIMFFAV07DA,台東段,23.00,都市：住
RPTNMLNLJIMFFAV07DA,台東段,4.00,都市：住
RPTNMLNLJIMFFAV07DA,台東段,24.00,都市：住
TPQNMLSLJIMFFAV47DA,北南王段,3037.10,非都市：特定農業區 ; 非都市編定：水利用地
XPQNMLSLJIMFFAV87DA,北南王段,223.11,都市：其他
RPUNMLNLJIMFFAV07CA,台東段,78.00,都市：住
WPQNMLSLJIMFFAV77DA,北南王段,241.17,都市：其他
VPQNMLSLJIMFFAV67DA,北南王段,444.00,都市：其他
RPSNMLSLJIMFFAV47DA,下賓朗段,575.91,非都市：特定農業區 ; 非都市編定：水利用地
SPSNMLSLJIMFFAV57DA,下賓朗段,5674.74,非都市：特定農業區 ; 非都市編定：水利用地
TPSNMLSLJIMFFAV67DA,下賓朗段,1010.74,非都市：一般農業區 ; 非都市編定：水利用地
