編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPQPMLSLJIMFFAO66CA,1,73.48,見其他登記事項,鋼筋混凝土造,105年9月30日,十四層,十二層
RPQPMLSLJIMFFAO66CA,1,14.00,共有部分,鋼筋混凝土造,105年9月30日,十四層,
RPQPMLSLJIMFFAO66CA,1,48.68,共有部分,鋼筋混凝土造,105年9月30日,十四層,
RPRNMLNLJIMFFAO68CA,,60.00,住家用,加強磚造,,一層,一層
RPXNMLPLJIMFFAO86CA,1,102.03,見其他登記事項,鋼筋混凝土造,105年1月27日,二十八層,十七層
RPXNMLPLJIMFFAO86CA,1,81.02,共有部分,鋼筋混凝土造,105年1月27日,二十八層,
RPRPMLMLJIMFFAO78CA,20,67.83,住家用,鋼筋混凝土造,86年7月15日,十層,九層
RPRPMLMLJIMFFAO78CA,20,32.72,共有部分,鋼筋混凝土造,86年7月15日,000,
RPRPMLMLJIMFFAO78CA,20,8.48,共有部分,鋼筋混凝土造,86年7月15日,十層,
RPUOMLOLJIMFFAO56CA,19,.41,住家用,鋼筋混凝土造,87年12月22日,五層,
RPUOMLOLJIMFFAO56CA,19,60.11,見其他登記事項,鋼筋混凝土造,87年12月22日,五層,
RPUOMLOLJIMFFAO56CA,19,117.73,住家用,鋼筋混凝土造,87年12月22日,五層,一層
RPUOMLOLJIMFFAO56CA,19,17.30,共有部分,鋼筋混凝土造,87年12月22日,五層,
RPUOMLOLJIMFFAO56CA,19,11.92,見其他登記事項,鋼筋混凝土造,87年12月22日,五層,
RPSPMLSLJIMFFAO86CA,2,124.29,見其他登記事項,鋼筋混凝土造,104年12月8日,二十七層,十四層
RPSPMLSLJIMFFAO86CA,2,30.61,共有部分,鋼筋混凝土造,104年12月8日,二十七層,
RPSPMLSLJIMFFAO86CA,2,94.01,共有部分,鋼筋混凝土造,104年12月8日,二十七層,
RPROMLRLJIMFFAO56CA,6,128.29,見其他登記事項,見其他登記事項,100年7月13日,十三層,三層
RPROMLRLJIMFFAO56CA,6,87.21,共有部分,見其他登記事項,100年7月13日,十四層,
RPWNMLPLJIMFFAO76CA,1,157.84,見其他登記事項,鋼筋混凝土造,105年1月27日,二十八層,十九層
RPWNMLPLJIMFFAO76CA,1,136.12,共有部分,鋼筋混凝土造,105年1月27日,二十八層,
RPTPMLSLJIMFFAO96CA,2,123.35,見其他登記事項,鋼筋混凝土造,104年12月8日,二十七層,二十一層
RPTPMLSLJIMFFAO96CA,2,30.40,共有部分,鋼筋混凝土造,104年12月8日,二十七層,
RPTPMLSLJIMFFAO96CA,2,93.79,共有部分,鋼筋混凝土造,104年12月8日,二十七層,
RPUPMLSLJIMFFAO07CA,2,144.39,見其他登記事項,鋼筋混凝土造,105年1月27日,二十八層,十五層
