編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPVOMLLLJIMFFBG28CA,隘界一段,4651.42,非都市：山坡地保育區 ; 非都市編定：農牧用地
RPVNMLNLJIMFFAG28CA,季寶段,239.28,非都市：一般農業區 ; 非都市編定：甲種建築用地
RPVNMLNLJIMFFAG28CA,季寶段,23.73,非都市：一般農業區 ; 非都市編定：甲種建築用地
RPWOMLLLJIMFFBG38CA,大福一段,1761.32,非都市：一般農業區 ; 非都市編定：農牧用地
RPSNMLMLJIMFFBG18EA,五美段,20.25,非都市：特定農業區 ; 非都市編定：甲種建築用地
RPXNMLQLJIMFFAG78CA,尾塹二段,119.03,非都市：特定農業區 ; 非都市編定：甲種建築用地
RPXNMLQLJIMFFAG78CA,尾塹二段,1.87,非都市：特定農業區 ; 非都市編定：甲種建築用地
RPUNMLRLJIMFFBG88EA,過港段,67.78,都市：住
RPOOMLPJKIMFFAG77CA,大吉二段,81.59,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPRNMLOLJIMFFAG97CA,新群一段,12.76,非都市：特定農業區 ; 非都市編定：甲種建築用地
RPSNMLNLJIMFFBG18DA,金六結三段,25.25,都市：住
RPXPMLTLJIMFFBG76CA,玉石段,5.36,都市：其他
RPXPMLTLJIMFFBG76CA,玉石段,.03,都市：其他
RPUNMLLJKIMFFAG87CA,永愛段,78.16,都市：住
RPUNMLLJKIMFFAG87CA,永愛段,30.08,都市：住
RPUNMLOLJIMFFBG38CA,和平段,57.20,都市：住
RPRNMLMLJIMFFBG97DA,外大溪段,102.05,都市：住
RPQNMLLJKIMFFBG57CA,中興段,130.30,都市：住
RPQNMLOKKIMFFBG97CA,和平段,48.28,都市：住
RPWNMLSKKIMFFBG98CA,金六結三段,14.59,都市：住
RPWNMLSKKIMFFBG98CA,金六結三段,.08,都市：住
RPQOMLSKKIMFFAG58EA,保安段,32.25,都市：住
RPWNMLPJKIMFFAG48CA,柯林一段,2431.41,非都市：特定農業區 ; 非都市編定：農牧用地
RPVNMLLJKIMFFBG08CA,民生段,64.00,非都市：特定農業區 ; 非都市編定：甲種建築用地
RPVNMLPJKIMFFBG48CA,五峰段,16.00,都市：住
RPROMLTLJIMFFBG68CA,水源段,385.24,非都市：特定農業區 ; 非都市編定：農牧用地
RPSNMLQJKIMFFBG28CA,金六結段六結小段,.23,都市：住
RPSNMLQJKIMFFBG28CA,金六結段七結小段,8.85,都市：住
RPXNMLLJKIMFFAG18CA,國民二段,12.49,非都市：特定農業區 ; 非都市編定：甲種建築用地
RPQNMLTKKIMFFAG38CA,義成六段,2.69,非都市：特定農業區 ; 非都市編定：甲種建築用地
RPQNMLTKKIMFFAG38CA,義成六段,8.81,非都市：特定農業區 ; 非都市編定：甲種建築用地
RPQNMLTKKIMFFAG38CA,義成六段,71.40,非都市：特定農業區 ; 非都市編定：甲種建築用地
RPSNMLQLJIMFFAG28CA,人和三段,2415.30,非都市：特定農業區 ; 非都市編定：農牧用地
RPPOMLLJKIMFFAG47CA,紅柴林段八王圍小段,256.00,非都市：一般農業區 ; 非都市編定：甲種建築用地
RPPOMLLJKIMFFAG47CA,紅柴林段八王圍小段,257.00,非都市：一般農業區 ; 非都市編定：甲種建築用地
RPPNMLRLJIMFFAG08CA,中原段,5.89,都市：住
RPPNMLRLJIMFFAG08CA,中原段,3.01,都市：住
RPPNMLKMJIMFFAG47CA,中福段,92.00,都市：住
RPQNMLRLJIMFFAG18CA,中原段,20.82,都市：住
RPQNMLRLJIMFFAG18CA,中原段,.76,都市：住
