編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPPNMLLLJIMFFDA37CC,寶清段五小段,.00,都市：住
RPPPMLLLJIMFFCA47CC,西湖段一小段,.00,都市：住
RPWPMLLLJIMFFDA28CC,西松段三小段,.00,都市：住
RPQOMLLLJIMFFCA47CC,西湖段一小段,.00,都市：工
RPUPMLLLJIMFFEA18CC,振興段三小段,.00,都市：商
RPSOMLLLJIMFFBA57CC,直興段一小段,.00,非都市： ; 非都市編定：
RPVPMLLLJIMFFDA18CC,玉成段三小段,.00,都市：商
RPVOMLLLJIMFFDA08CC,敦化段一小段,68.83,都市：住
RPPNMLLLJIMFFFA57CC,懷生段一小段,.00,都市：住
RPVPMLLLJIMFFEA28CC,振興段一小段,.00,都市：住
RPPOMLLLJIMFFDA47CC,祥和段三小段,.00,都市：住
RPPOMLLLJIMFFFA67CC,通化段一小段,.00,都市：商
RPOOMLMLJIMFFBA27CC,成功段一小段,.00,都市：商
RPSNMLMLJIMFFDA77CC,敦化段一小段,.00,都市：住
RPUOMLLLJIMFFBA77CC,華江段一小段,57.00,都市：其他
RPQNMLLLJIMFFFA67CC,復興段二小段,.00,都市：商
RPSNMLMLJIMFFCA67CC,德惠段三小段,.00,都市：住
RPVNMLMLJIMFFDA08CC,永吉段四小段,.00,都市：住
RPPOMLMLJIMFFBA37CC,臨沂段四小段,.00,都市：住
RPPPMLMLJIMFFDA67CC,信義段一小段,.00,非都市： ; 非都市編定：
RPQOMLMLJIMFFCA57CC,德惠段四小段,.00,都市：商
RPPQMLMLJIMFFCA67CC,長春段三小段,.00,都市：商
RPWPMLMLJIMFFCA28CC,長春段三小段,.00,非都市： ; 非都市編定：
RPVOMLNLJIMFFCA18CC,康寧段三小段,.00,都市：住
RPVQMLMLJIMFFCA28CC,長安段一小段,.00,都市：商
RPQPMLMLJIMFFCA67CC,舊宗段,177.14,都市：工
RPSPMLNLJIMFFCA97CC,東湖段三小段,.00,都市：住
RPXOMLNLJIMFFCA38CC,吉林段一小段,.00,都市：商
RPXOMLNLJIMFFCA38CC,吉林段一小段,.00,都市：商
RPWNMLNLJIMFFCA18CC,文德段四小段,.00,都市：住
RPVNMLNLJIMFFCA08CC,北安段一小段,.00,都市：住
RPOPMLNLJIMFFCA57CC,中山段三小段,.00,都市：商
RPTOMLNLJIMFFCA97CC,正義段一小段,.00,都市：商
RPVPMLNLJIMFFCA28CC,碧湖段四小段,.00,都市：其他
RPWPMLNLJIMFFCA38CC,長安段四小段,.00,都市：商
RPORMLNLJIMFFCA77CC,長安段四小段,.00,都市：住
RPVOMLNLJIMFFEA38CC,天山段一小段,.00,都市：住
RPVNMLNLJIMFFDA18CC,信義段五小段,.00,都市：住
RPOOMLNLJIMFFFA77CC,龍泉段三小段,.00,都市：商
RPSNMLNLJIMFFEA97CC,振興段二小段,.00,都市：商
RPPNMLNLJIMFFFA77CC,瑞安段三小段,.00,都市：商
RPXNMLNLJIMFFFA58CC,懷生段一小段,.00,都市：商
RPUNMLNLJIMFFEA18CC,蘭雅段一小段,.00,都市：住
RPPOMLNLJIMFFFA87CC,龍泉段三小段,.00,都市：商
RPTNMLNLJIMFFAA67CC,福和段二小段,.00,都市：住
RPTNMLNLJIMFFAA67CC,福和段二小段,.00,都市：住
RPTNMLNLJIMFFAA67CC,福和段二小段,.00,都市：住
RPRNMLNLJIMFFDA77CC,信義段一小段,.00,都市：住
RPTNMLOLJIMFFAA77CC,實踐段二小段,35.71,都市：住
RPROMLNLJIMFFFA08CC,仁愛段三小段,.00,都市：住
RPRNMLOLJIMFFFA08CC,金華段二小段,.00,都市：住
RPTPMLOLJIMFFEA38CC,蘭雅段一小段,.00,都市：工
RPPQMLOLJIMFFCA97DC,長春段一小段,.00,都市：商
RPTOMLOLJIMFFEA28CC,振興段三小段,.00,都市：商
RPQNMLOLJIMFFEA87CC,行義段三小段,.00,都市：住
RPSNMLOLJIMFFEA08CC,溫泉段一小段,.00,都市：其他
RPVNMLOLJIMFFFA48CC,復興段一小段,.00,都市：其他
RPWNMLOLJIMFFFA58CC,瑞安段二小段,.00,都市：住
RPUOMLOLJIMFFEA38CC,振興段三小段,.00,都市：商
RPUNMLOLJIMFFDA18CC,敦化段五小段,.00,都市：住
RPQNMLOLJIMFFBA57CC,漢中段二小段,.00,都市：商
RPVNMLOLJIMFFBA08CC,市府段二小段,.00,都市：商
RPVNMLOLJIMFFBA08CC,市府段二小段,.00,都市：商
RPQOMLOLJIMFFBA67CC,市府段一小段,.00,都市：其他
RPQOMLOLJIMFFBA67CC,市府段一小段,.00,都市：其他
RPQOMLOLJIMFFBA67CC,公園段一小段,.00,都市：其他
RPQNMLOLJIMFFDA77CC,敦化段二小段,.00,都市：商
RPSNMLOLJIMFFDA97CC,美仁段一小段,.00,都市：商
RPSNMLOLJIMFFDA97CC,美仁段一小段,.00,都市：商
RPPNMLOLJIMFFDA67CC,西松段二小段,.00,都市：住
RPOPMLOLJIMFFDA77CC,濱江段四小段,.00,都市：住
RPRNMLOLJIMFFCA77CC,榮星段二小段,.00,都市：住
RPPPMLOLJIMFFDA87CC,雅祥段四小段,.00,都市：商
RPSPMLOLJIMFFDA18CC,寶清段七小段,13.75,都市：商
RPPPMLOLJIMFFDA87CC,雅祥段四小段,.00,都市：商
RPQPMLOLJIMFFDA97CC,逸仙段三小段,.00,都市：住
RPQPMLOLJIMFFDA97CC,逸仙段三小段,.00,都市：商
RPPPMLOLJIMFFDA87CC,雅祥段四小段,.00,都市：商
RPPPMLOLJIMFFDA87CC,雅祥段四小段,.00,都市：住
RPPPMLOLJIMFFDA87CC,雅祥段四小段,.00,都市：住
RPPPMLOLJIMFFDA87CC,雅祥段四小段,.00,都市：商
RPPPMLOLJIMFFDA87CC,雅祥段四小段,.00,都市：住
RPPPMLOLJIMFFDA87CC,雅祥段四小段,.00,都市：商
RPPPMLOLJIMFFDA87CC,雅祥段四小段,.00,都市：商
RPPPMLOLJIMFFDA87CC,雅祥段四小段,.00,都市：商
RPPNMLOLJIMFFCA57CC,吉林段四小段,.00,都市：商
RPSNMLOLJIMFFCA87CC,吉林段四小段,.00,都市：商
RPOOMLOLJIMFFCA57CC,長安段三小段,.00,都市：住
RPTPMLOLJIMFFDA28CC,西松段二小段,9.01,都市：商
RPPPMLOLJIMFFCA77CC,東湖段一小段,8.11,都市：住
RPOPMLOLJIMFFCA67CC,長安段三小段,.00,都市：住
RPTPMLOLJIMFFCA18CC,榮星段六小段,171.28,都市：其他
RPVOMLOLJIMFFCA28CC,吉林段四小段,.00,都市：商
RPUPMLOLJIMFFCA28CC,中山段一小段,.00,都市：商
RPROMLOLJIMFFCA87CC,碧湖段四小段,25.04,都市：住
RPSPMLOLJIMFFCA08CC,吉林段四小段,.00,都市：住
RPVPMLOLJIMFFCA38CC,吉林段四小段,.00,都市：商
RPORMLOLJIMFFCA87CC,長安段三小段,.00,非都市： ; 非都市編定：
RPRPMLOLJIMFFCA97CC,長安段一小段,.00,都市：住
RPPRMLOLJIMFFCA97CC,吉林段四小段,.00,都市：商
RPQRMLOLJIMFFCA08CC,榮星段三小段,.00,都市：住
RPPNMLPLJIMFFBA57CC,市府段一小段,.00,都市：商
RPXQMLOLJIMFFCA68CC,長春段二小段,.00,都市：住
RPRNMLPLJIMFFBA77CC,福星段三小段,.00,都市：商
RPQNMLPLJIMFFBA67CC,市府段一小段,.00,都市：其他
RPQNMLPLJIMFFBA67CC,市府段一小段,.00,都市：其他
RPPNMLPLJIMFFCA67CC,石潭段四小段,.00,都市：商
RPPNMLPLJIMFFEA87CC,光華段四小段,.00,都市：住
RPOPMLPLJIMFFFA08CC,仁愛段三小段,199.04,都市：商
RPUNMLRLJIMFFEA58CC,天山段二小段,.00,都市：商
RPPNMLQLJIMFFDA87CC,敦化段一小段,.00,都市：商
RPPNMLQLJIMFFDA87CC,敦化段一小段,.00,都市：商
RPPNMLQLJIMFFDA87CC,敦化段一小段,.00,都市：商
RPPNMLQLJIMFFDA87CC,敦化段一小段,.00,都市：商
RPPNMLQLJIMFFDA87CC,敦化段一小段,.00,都市：商
RPSOMLRLJIMFFDA38CC,美仁段二小段,.00,都市：住
