鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
金寧鄉,房地(土地+建物),金門縣金寧鄉安岐211~240號,66.35,其他,,,1061106,土地2建物1車位0,三層,三層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,1060525,94.41,3,2,2,有,無,5800000,61434,,0.0,0,,RPSNMLMLJIMFFAW86CA
金寧鄉,房地(土地+建物),金門縣金寧鄉安岐211~240號,65.75,其他,,,1061106,土地2建物1車位0,三層,三層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,1060525,91.57000000000001,3,2,2,有,無,5600000,61155,,0.0,0,,SPSNMLMLJIMFFAW96CA
金寧鄉,房地(土地+建物),金門縣金寧鄉安岐211~240號,66.87,其他,,,1061106,土地2建物1車位0,三層,三層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,1060525,97.56,3,2,2,有,無,6000000,61501,,0.0,0,,TPSNMLMLJIMFFAW07CA
金城鎮,房地(土地+建物),金門縣金城鎮珠浦北路31~60號,28.0,商,,,1061025,土地2建物1車位0,三層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1060726,161.75,4,2,2,有,無,12000000,74189,,0.0,0,,RPQNMLNLJIMFFAW76CA
金城鎮,房地(土地+建物),金門縣金城鎮珠浦北路31~60號,31.16,商,,,1061025,土地2建物1車位0,七層，見其他登記事項,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1060726,188.35000000000002,3,2,2,有,無,16000000,84948,,0.0,0,,RPUNMLNLJIMFFAW17CA
金湖鎮,房地(土地+建物),金門縣金湖鎮東村1~30號,99.74,其他,,,1061031,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1060306,161.64,5,2,4,有,無,7400000,45781,,0.0,0,,RPVNMLNLJIMFFAW27CA
金湖鎮,土地,湖東劃段421~450地號,947.0,農,,,1061113,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3300000,3485,,0.0,0,,RPPNMLRLJIMFFAW07CA
金寧鄉,房地(土地+建物),金門縣金寧鄉西浦頭1~30號,56.37,住,,,1061109,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,1060908,92.24,3,2,2,有,無,5560000,60278,,0.0,0,,RPVNMLLJKIMFFAW96CA
金寧鄉,房地(土地+建物),金門縣金寧鄉西浦頭1~30號,56.37,住,,,1061109,土地1建物1車位0,一層,三層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,1060908,86.31,3,2,2,有,無,6000000,69509,,0.0,0,,RPUNMLQJKIMFFAW37CA
金寧鄉,土地,寧安二劃段451~480地號,199.93,農,,,1061120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,650000,3251,,0.0,0,,RPRNMLNLJIMFFAW96DA
