鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
內湖區,建物,臺北市內湖區內湖路一段91巷24弄1~30號,0.0,工,,,1061110,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0690826,16.53,1,0,1,有,無,有,7500,454,,0.0,0,,RPQOMLLLJIMFFCA47CC
內湖區,建物,臺北市內湖區環山路一段136巷2弄1~30號,0.0,住,,,1061116,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,39.67,1,1,1,有,無,有,13000,328,,0.0,0,,RPPPMLLLJIMFFCA47CC
松山區,建物,臺北市松山區八德路四段271~300號,0.0,住,,,1061012,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0771107,161.39,4,2,2,有,有,有,52500,325,,0.0,0,,RPPNMLLLJIMFFDA37CC
信義區,建物,臺北市信義區信義路五段150巷335弄1~30號,0.0,住,,,1061121,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0580120,85.5,3,1,1,有,無,無,26000,304,,0.0,0,,RPPOMLLLJIMFFDA47CC
松山區,房地(土地+建物),臺北市松山區南京東路三段269巷1~30號,68.83,住,,,1061117,土地1建物1車位0,二層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,234.17,3,3,3,有,無,有,58000,248,,0.0,0,,RPVOMLLLJIMFFDA08CC
南港區,建物,臺北市南港區八德路四段871~900號,0.0,商,,,1061027,土地0建物1車位0,一層,16,辦公商業大樓,商業用,鋼筋混凝土造,0841219,30.03,0,0,0,無,有,無,11000,366,,0.0,0,租期：自民國106年11月05日起至民國108年11月04日止。,RPVPMLLLJIMFFDA18CC
松山區,建物,臺北市松山區光復南路61~90號,0.0,住,,,1061110,土地0建物2車位0,五層,12,辦公商業大樓,見使用執照,鋼筋混凝土造,0830826,582.41,0,0,0,無,有,無,210000,361,,0.0,0,,RPWPMLLLJIMFFDA28CC
萬華區,建物,臺北市萬華區康定路61~90號,0.0,,,,1061115,土地0建物1車位0,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020528,99.8,3,2,2,有,有,有,36000,361,,0.0,0,,RPSOMLLLJIMFFBA57CC
萬華區,房地(土地+建物),臺北市萬華區桂林路244巷31~60號,57.0,其他,,,1061116,土地1建物1車位0,全,2,透天厝,,加強磚造,,87.4,3,3,3,有,無,有,23000,263,,0.0,0,,RPUOMLLLJIMFFBA77CC
北投區,建物,臺北市北投區裕民二路61~90號,0.0,商,,,1061119,土地0建物0車位0,五層,19,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021108,100.1,2,1,1,有,有,有,45000,450,,0.0,0,,RPUPMLLLJIMFFEA18CC
北投區,建物,臺北市北投區明德路118巷1~30號,0.0,住,,,1061020,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650903,113.12,3,2,2,有,無,無,22000,194,,0.0,0,,RPVPMLLLJIMFFEA28CC
大安區,建物,臺北市大安區忠孝東路三段217巷5弄1~30號,0.0,住,,,1061120,土地0建物1車位0,一層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0600621,28.5,0,0,0,無,無,無,23000,807,,0.0,0,建物登記182.38平方公尺,只租約28.5平方公尺,RPPNMLLLJIMFFFA57CC
大安區,建物,臺北市大安區大安路一段83巷1~30號,0.0,商,,,1061016,土地0建物1車位0,一層,7,店面(店鋪),,鋼筋混凝土造,0580409,99.17,0,0,0,無,無,無,83000,837,,0.0,0,標的物部分出租,RPQNMLLLJIMFFFA67CC
大安區,建物,臺北市大安區信義路四段391~420號,0.0,商,,,1061117,土地0建物1車位0,一層,15,店面(店鋪),見其他登記事項,鋼筋混凝土造,1001027,198.73000000000002,0,0,0,無,有,有,110000,554,,0.0,0,租賃範圍包含2樓,RPPOMLLLJIMFFFA67CC
中正區,建物,臺北市中正區忠孝東路一段31~60號,0.0,商,,,1061105,土地0建物1車位0,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950926,90.46,2,2,2,有,有,有,48400,535,,0.0,0,租金內含管理費。,RPOOMLMLJIMFFBA27CC
中正區,建物,臺北市中正區臨沂街57巷1~30號,0.0,住,,,1061115,土地0建物1車位0,二層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970627,116.61,2,1,2,有,無,有,45000,386,,0.0,0,,RPPOMLMLJIMFFBA37CC
松山區,建物,臺北市松山區長春路481~510號,0.0,住,,,1061122,土地0建物1車位0,一層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0741128,54.33,0,0,0,無,有,無,45000,828,,0.0,0,,RPSNMLMLJIMFFDA77CC
信義區,建物,臺北市信義區忠孝東路五段345巷1~30號,0.0,住,,,1061110,土地0建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980508,225.94,3,2,2,有,有,有,98377,435,,0.0,0,,RPVNMLMLJIMFFDA08CC
信義區,建物,臺北市信義區松德路1~30號,0.0,,,,1061114,土地0建物1車位0,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800123,58.06,0,0,0,無,有,無,24000,413,,0.0,0,,RPPPMLMLJIMFFDA67CC
中山區,建物,臺北市中山區松江路511~540號,0.0,住,,,1061012,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0731208,137.57,0,0,0,無,有,無,30000,218,,0.0,0,( 供工作室使用 ),RPSNMLMLJIMFFCA67CC
中山區,建物,臺北市中山區林森北路631~660號,0.0,商,,,1061025,土地0建物1車位0,六層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0961024,110.14999999999999,3,2,2,有,有,有,45000,409,,0.0,0,,RPQOMLMLJIMFFCA57CC
內湖區,房地(土地+建物)+車位,臺北市內湖區行愛路77巷1~30號,177.14,工,,,1061102,土地1建物1車位3,四層,5,廠辦,工業用,鋼筋混凝土造,0920110,567.02,0,0,0,無,有,無,138000,243,坡道平面,0.0,0,,RPQPMLMLJIMFFCA67CC
中山區,建物,臺北市中山區南京東路二段151~180號,0.0,,,,1061027,土地0建物1車位0,五層,8,辦公商業大樓,商業用,鋼筋混凝土造,,175.21,0,0,0,無,有,無,75000,428,,0.0,0,,RPWPMLMLJIMFFCA28CC
中山區,建物,臺北市中山區長春路151~180號,0.0,商,,,1061117,土地0建物2車位0,十一層,12,辦公商業大樓,商業用,鋼筋混凝土造,0860925,1218.49,10,0,0,有,有,無,534456,439,,0.0,0,,RPPQMLMLJIMFFCA67CC
中山區,建物,臺北市中山區長安東路二段151~180號,0.0,商,,,1061121,土地0建物1車位0,三層,12,辦公商業大樓,商業用,鋼筋混凝土造,0741008,144.4,2,1,2,有,有,無,36000,249,,0.0,0,,RPVQMLMLJIMFFCA28CC
