編號,車位類別,車位價格,車位面積平方公尺
RPQPMLMLJIMFFCA67CC,坡道平面,0,
RPQPMLMLJIMFFCA67CC,坡道平面,0,
RPQPMLMLJIMFFCA67CC,坡道平面,0,
RPTOMLNLJIMFFCA97CC,塔式車位,0,24.27
RPVNMLNLJIMFFDA18CC,坡道平面,0,
RPUNMLNLJIMFFEA18CC,升降機械,0,6.34
RPTOMLOLJIMFFEA28CC,坡道平面,0,45.98
RPQNMLOLJIMFFEA87CC,坡道平面,0,33.60
RPOPMLOLJIMFFCA67CC,坡道平面,0,
RPRPMLOLJIMFFCA97CC,坡道平面,0,49.72
RPQNMLRLJIMFFEA18CC,坡道機械,0,4.90
RPWNMLRLJIMFFEA78CC,坡道平面,0,
RPUNMLRLJIMFFCA38CC,坡道平面,0,34.98
RPVNMLRLJIMFFCA48CC,坡道平面,0,34.98
RPSOMLSLJIMFFCA38CC,塔式車位,0,
RPVOMLSLJIMFFCA68CC,坡道平面,0,45.09
RPVQMLSLJIMFFCA88CC,坡道平面,0,
RPWOMLSLJIMFFCA78CC,坡道平面,0,
RPWOMLSLJIMFFCA78CC,坡道平面,0,
RPOPMLSLJIMFFCA08CC,坡道平面,5000,52.45
RPWNMLSLJIMFFCA68CC,坡道機械,0,
RPXOMLSLJIMFFCA88CC,升降機械,0,26.30
RPRPMLSLJIMFFEA58CC,升降平面,0,46.34
RPUOMLSLJIMFFCA58CC,坡道機械,0,24.79
RPQQMLSLJIMFFBA28CC,升降機械,0,4.23
RPROMLSLJIMFFDA38CC,坡道平面,0,27.57
RPVOMLSLJIMFFDA78CC,坡道平面,0,32.68
RPUNMLSLJIMFFDA58CC,坡道平面,0,38.02
RPTPMLSLJIMFFDA68CC,塔式車位,0,18.70
RPUNMLTLJIMFFDA68CC,坡道平面,7000,26.76
RPROMLTLJIMFFDA48CC,坡道平面,0,29.10
RPUOMLTLJIMFFEA88CC,坡道平面,0,30.59
RPROMLTLJIMFFFA68CC,升降平面,0,13.97
RPTPMLKMJIMFFCA87CC,坡道平面,0,32.96
RPTOMLKMJIMFFEA97CC,一樓平面,0,33.60
RPOOMLKMJIMFFDA37CC,坡道平面,0,14.97
RPXNMLKMJIMFFEA28CC,坡道平面,0,47.59
RPXNMLKMJIMFFEA28CC,坡道平面,0,47.59
RPXNMLKMJIMFFEA28CC,坡道平面,0,47.59
RPSQMLKMJIMFFCA87CC,坡道平面,0,30.27
